Date,open,high,low,close,volume,adjclose
2018-08-08,8550,8620,8500,8560,918080,8560
2018-08-07,8560,8590,8540,8570,488168,8570
2018-08-06,8530,8610,8500,8590,993865,8590
2018-08-03,8660,8700,8490,8500,1509823,8500
2018-08-02,8890,8920,8640,8660,2038167,8660
2018-08-01,9000,9060,8900,8930,987619,8930
2018-07-31,8950,8990,8880,8970,745131,8970
2018-07-30,8890,8970,8860,8920,482671,8920
2018-07-27,9030,9030,8880,8890,468140,8890
2018-07-26,9050,9060,8920,8940,765713,8940
2018-07-25,8890,9120,8890,8990,1085697,8990
2018-07-24,8820,8830,8720,8820,568094,8820
2018-07-23,8830,8840,8700,8770,1121947,8770
2018-07-20,8710,8830,8680,8740,575396,8740
2018-07-19,8750,8850,8680,8710,843498,8710
2018-07-18,8920,8930,8740,8770,1082015,8770
2018-07-17,8990,9100,8860,8910,1663237,8910
2018-07-16,9130,9150,8960,8990,832778,8990
2018-07-13,9070,9220,9050,9180,678996,9180
2018-07-12,9280,9330,9060,9060,1132376,9060
2018-07-11,9310,9390,9180,9280,815051,9280
2018-07-10,9550,9560,9280,9440,608908,9440
2018-07-09,9350,9460,9330,9460,764727,9460
2018-07-06,9070,9430,9070,9370,1069676,9370
2018-07-05,8900,9140,8900,9080,519037,9080
2018-07-04,8930,8990,8890,8970,441463,8970
2018-07-03,9130,9190,8860,9080,1002594,9080
2018-07-02,9280,9300,8990,9100,756353,9100
2018-06-29,9270,9350,9110,9350,782040,9350
2018-06-28,9280,9330,9100,9160,860597,9160
