Date,open,high,low,close,volume,adjclose
2018-08-08,46000,46700,45900,45950,5821,45950
2018-08-07,47000,47050,46150,46750,5143,46750
2018-08-06,46950,47400,46650,47200,6155,47200
2018-08-03,46000,47250,45800,46950,6468,46950
2018-08-02,46750,47400,46250,46450,7291,46450
2018-08-01,46500,47450,46100,47100,10556,47100
2018-07-31,45800,46500,45300,46100,5780,46100
2018-07-30,46000,46650,45300,45800,15066,45800
2018-07-27,46450,46450,45050,46300,7561,46300
2018-07-26,45000,46800,44800,45400,8599,45400
2018-07-25,45150,45700,44800,45400,5980,45400
2018-07-24,44900,45100,44250,45100,5518,45100
2018-07-23,46650,48700,43750,44350,25068,44350
2018-07-20,44650,45550,42950,44350,18240,44350
2018-07-19,44050,44750,43550,44300,9853,44300
2018-07-18,44800,44900,44100,44100,12765,44100
2018-07-17,45450,45600,44700,45150,4716,45150
2018-07-16,44850,46050,44550,45600,11111,45600
2018-07-13,44550,45800,44500,45300,7724,45300
2018-07-12,44900,45600,44450,44850,13402,44850
2018-07-11,44850,45200,44200,44200,18676,44200
2018-07-10,45550,45950,44550,45250,16695,45250
2018-07-09,46700,47400,45150,46000,13433,46000
2018-07-06,44500,46700,44400,46700,12856,46700
2018-07-05,44300,45700,44300,45300,7720,45300
2018-07-04,44200,45200,44200,44600,6041,44600
2018-07-03,44900,45250,44150,44800,7568,44800
2018-07-02,43500,46650,43500,44800,19910,44800
2018-06-29,44550,44750,43100,43900,20497,43900
2018-06-28,45150,45650,44250,44750,9980,44750
