Date,open,high,low,close,volume,adjclose
2018-08-10,5880,5940,5760,5890,265275,5890
2018-08-09,5720,5830,5610,5820,223753,5820
2018-08-08,5780,5780,5600,5690,99737,5690
2018-08-07,5700,5740,5630,5700,111763,5700
2018-08-06,5700,5760,5650,5700,101685,5700
2018-08-03,5610,5820,5590,5700,303344,5700
2018-08-02,5580,5650,5480,5570,156349,5570
2018-08-01,5450,5630,5450,5580,158348,5580
2018-07-31,5490,5570,5420,5490,134436,5490
2018-07-30,5460,5500,5370,5490,107355,5490
2018-07-27,5380,5520,5340,5460,221257,5460
2018-07-26,5210,5530,5210,5370,427159,5370
2018-07-25,5400,5430,5110,5180,250009,5180
2018-07-24,5370,5520,5320,5360,211983,5360
2018-07-23,5670,5670,5350,5350,275430,5350
2018-07-20,5460,5630,5430,5600,191105,5600
2018-07-19,5550,5650,5430,5440,274153,5440
2018-07-18,5570,5640,5480,5510,215043,5510
2018-07-17,5650,5720,5540,5570,177937,5570
2018-07-16,5730,5790,5650,5650,202869,5650
2018-07-13,5630,5830,5570,5720,309009,5720
2018-07-12,5500,5620,5400,5620,214960,5620
2018-07-11,5590,5600,5460,5520,293813,5520
2018-07-10,5580,5660,5550,5590,211513,5590
2018-07-09,5460,5660,5410,5550,333841,5550
2018-07-06,5410,5520,5310,5520,436261,5520
2018-07-05,5580,5640,5400,5400,557136,5400
2018-07-04,5710,5790,5480,5580,600136,5580
2018-07-03,6030,6120,5430,5640,2853997,5640
2018-07-02,6500,6500,6000,6100,720385,6100
