Date,open,high,low,close,volume,adjclose
2018-08-07,5000,5110,5000,5050,96356,5050
2018-08-06,4900,5070,4890,5040,173700,5040
2018-08-03,4800,4875,4775,4875,51153,4875
2018-08-02,4810,4850,4715,4775,43173,4775
2018-08-01,4810,4845,4755,4810,26319,4810
2018-07-31,4800,4835,4750,4750,41192,4750
2018-07-30,4835,4910,4800,4835,30832,4835
2018-07-27,4800,4895,4800,4835,22965,4835
2018-07-26,4815,4890,4800,4875,36058,4875
2018-07-25,4865,4930,4780,4830,47144,4830
2018-07-24,4800,4900,4800,4870,40030,4870
2018-07-23,4950,4950,4800,4815,62562,4815
2018-07-20,4850,4960,4850,4930,59009,4930
2018-07-19,4850,4920,4800,4900,76064,4900
2018-07-18,4900,4960,4855,4855,72741,4855
2018-07-17,4760,4925,4760,4900,116279,4900
2018-07-16,4760,4830,4755,4800,65270,4800
2018-07-13,4605,4755,4600,4755,63488,4755
2018-07-12,4565,4675,4500,4575,36873,4575
2018-07-11,4510,4570,4450,4565,44234,4565
2018-07-10,4430,4570,4400,4520,44254,4520
2018-07-09,4350,4450,4305,4435,47731,4435
2018-07-06,4300,4385,4250,4370,75286,4370
2018-07-05,4400,4400,4280,4295,91494,4295
2018-07-04,4310,4430,4310,4400,26975,4400
2018-07-03,4415,4475,4350,4390,61476,4390
2018-07-02,4500,4515,4400,4405,33671,4405
2018-06-29,4480,4520,4435,4475,34339,4475
2018-06-28,4550,4600,4470,4475,51576,4475
2018-06-27,4580,4650,4550,4550,52639,4550
