Date,open,high,low,close,volume,adjclose
2018-08-08,2565,2565,2505,2515,57834,2515
2018-08-07,2605,2605,2525,2565,43258,2565
2018-08-06,2550,2600,2515,2580,53000,2580
2018-08-03,2465,2545,2460,2545,64802,2545
2018-08-02,2485,2485,2435,2460,34958,2460
2018-08-01,2410,2490,2405,2450,68800,2450
2018-07-31,2450,2485,2400,2410,58243,2410
2018-07-30,2440,2490,2410,2445,43857,2445
2018-07-27,2435,2495,2420,2435,92498,2435
2018-07-26,2370,2490,2370,2475,37083,2475
2018-07-25,2490,2490,2375,2405,117397,2405
2018-07-24,2430,2490,2420,2490,32584,2490
2018-07-23,2475,2500,2400,2430,44599,2430
2018-07-20,2480,2490,2415,2475,43377,2475
2018-07-19,2550,2550,2460,2480,49018,2480
2018-07-18,2645,2645,2550,2550,87425,2550
2018-07-17,2595,2650,2580,2620,52031,2620
2018-07-16,2640,2640,2590,2620,34848,2620
2018-07-13,2580,2630,2555,2630,60931,2630
2018-07-12,2535,2580,2505,2580,56225,2580
2018-07-11,2505,2550,2500,2535,29553,2535
2018-07-10,2470,2590,2470,2500,41092,2500
2018-07-09,2510,2510,2410,2490,74074,2490
2018-07-06,2515,2545,2385,2525,133102,2525
2018-07-05,2490,2555,2440,2495,67009,2495
2018-07-04,2570,2595,2455,2510,55919,2510
2018-07-03,2505,2570,2470,2570,162710,2570
2018-07-02,2635,2660,2495,2535,247233,2535
2018-06-29,2620,2705,2580,2665,94663,2665
2018-06-28,2750,2755,2605,2660,184443,2660
