Date,open,high,low,close,volume,adjclose
2018-08-09,7120,7140,7060,7090,13932,7090
2018-08-08,7200,7200,7080,7120,11143,7120
2018-08-07,7100,7200,7080,7120,5593,7120
2018-08-06,7040,7160,7040,7080,16850,7080
2018-08-03,7180,7200,7050,7130,22200,7130
2018-08-02,7240,7260,7130,7170,24862,7170
2018-08-01,7240,7280,7160,7160,25943,7160
2018-07-31,7230,7310,7130,7230,32697,7230
2018-07-30,6860,7280,6860,7230,93471,7230
2018-07-27,6770,7010,6600,6830,81947,6830
2018-07-26,6770,6840,6710,6800,40899,6800
2018-07-25,6860,6920,6690,6720,38952,6720
2018-07-24,6690,6990,6600,6800,40674,6800
2018-07-23,6920,7010,6750,6750,88868,6750
2018-07-20,6820,7070,6820,6970,42372,6970
2018-07-19,7110,7120,6880,6900,91807,6900
2018-07-18,7040,7200,7040,7080,32805,7080
2018-07-17,7230,7290,7080,7080,77674,7080
2018-07-16,7150,7390,7150,7270,93803,7270
2018-07-13,7140,7430,7130,7260,185253,7260
2018-07-12,7050,7200,7000,7120,152275,7120
2018-07-11,7500,8620,7050,7050,2652414,7050
2018-07-10,6800,7140,6750,7140,86028,7140
2018-07-09,6680,6790,6600,6740,31356,6740
2018-07-06,6720,6740,6590,6710,27486,6710
2018-07-05,6700,6830,6600,6710,41400,6710
2018-07-04,6790,6850,6710,6710,27934,6710
2018-07-03,6610,6900,6610,6870,45544,6870
2018-07-02,6690,6770,6610,6670,54378,6670
2018-06-29,6880,6890,6690,6780,37588,6780
