Date,open,high,low,close,volume,adjclose
2018-08-10,11650,11650,11500,11500,121880,11500
2018-08-09,11750,11800,11600,11650,107356,11650
2018-08-08,11800,11850,11650,11750,108844,11750
2018-08-07,11900,11950,11700,11750,99825,11750
2018-08-06,11900,11950,11800,11850,64573,11850
2018-08-03,11800,11850,11700,11850,93664,11850
2018-08-02,12000,12050,11700,11700,127030,11700
2018-08-01,11700,12050,11700,12000,209379,12000
2018-07-31,11550,11700,11500,11700,157096,11700
2018-07-30,11500,11600,11450,11550,140575,11550
2018-07-27,11700,11750,11550,11600,105906,11600
2018-07-26,11500,11750,11450,11700,140295,11700
2018-07-25,11500,11600,11300,11400,186076,11400
2018-07-24,11450,11600,11400,11450,85513,11450
2018-07-23,11650,11700,11400,11450,184839,11450
2018-07-20,11600,11800,11550,11700,116442,11700
2018-07-19,11900,12000,11550,11600,173480,11600
2018-07-18,11950,12100,11850,11900,104483,11900
2018-07-17,11750,12050,11700,11900,110348,11900
2018-07-16,11750,11950,11650,11750,209348,11750
2018-07-13,11500,11800,11500,11700,116986,11700
2018-07-12,11550,11600,11400,11500,79606,11500
2018-07-11,11450,11550,11300,11550,123020,11550
2018-07-10,11650,11750,11550,11550,172864,11550
2018-07-09,11450,11600,11250,11600,151410,11600
2018-07-06,11350,11600,11300,11450,146219,11450
2018-07-05,11350,11450,11150,11300,146780,11300
2018-07-04,11300,11450,11200,11300,96064,11300
2018-07-03,11350,11650,11150,11400,331517,11400
2018-07-02,11650,11750,11150,11300,268530,11300
