Date,open,high,low,close,volume,adjclose
2018-08-07,53500,54300,52800,53000,53621,53000
2018-08-06,55300,55500,53000,53500,80806,53500
2018-08-03,54300,55700,52500,55700,110280,55700
2018-08-02,55000,55100,54300,54300,26113,54300
2018-08-01,55200,55300,54100,55100,54409,55100
2018-07-31,55100,55300,54200,54300,79805,54300
2018-07-30,56700,57300,54300,55100,112509,55100
2018-07-27,57900,58000,56600,56800,83218,56800
2018-07-26,58200,58400,57100,58400,87139,58400
2018-07-25,60000,60000,55800,58000,106802,58000
2018-07-24,60300,61000,58700,59200,50883,59200
2018-07-23,62400,63200,59200,59600,81347,59600
2018-07-20,63600,63700,61900,62900,52847,62900
2018-07-19,63600,64400,62300,63600,80583,63600
2018-07-18,63100,64800,62200,63600,150910,63600
2018-07-17,60900,63500,60900,62500,145703,62500
2018-07-16,61200,62400,59900,60900,100541,60900
2018-07-13,65300,65400,61100,61100,170322,61100
2018-07-12,61300,66800,61100,64700,191521,64700
2018-07-11,60800,63100,60500,60500,113141,60500
2018-07-10,60600,60900,59400,60800,106956,60800
2018-07-09,60000,60600,58800,60600,119505,60600
2018-07-06,63700,63700,59700,60000,120385,60000
2018-07-05,61000,64400,60900,62700,96485,62700
2018-07-04,63400,63400,60800,61900,87139,61900
2018-07-03,65800,65800,61000,63400,175306,63400
2018-07-02,62800,64700,62500,64600,206879,64600
2018-06-29,60200,62800,60200,62000,202956,62000
2018-06-28,60000,61000,59200,59900,93315,59900
2018-06-27,59000,62000,58500,60000,166521,60000
