Date,open,high,low,close,volume,adjclose
2018-08-14,1600,1675,1600,1645,183015,1645
2018-08-13,1700,1700,1590,1600,500742,1600
2018-08-10,1665,1690,1630,1665,481022,1665
2018-08-09,1650,1655,1615,1615,177178,1615
2018-08-08,1640,1675,1630,1655,260019,1655
2018-08-07,1620,1665,1615,1645,289054,1645
2018-08-06,1600,1640,1590,1620,252197,1620
2018-08-03,1615,1630,1590,1605,242525,1605
2018-08-02,1620,1645,1595,1600,269522,1600
2018-08-01,1615,1650,1610,1625,244274,1625
2018-07-31,1635,1650,1595,1615,425955,1615
2018-07-30,1615,1645,1585,1645,427237,1645
2018-07-27,1590,1600,1555,1600,530631,1600
2018-07-26,1500,1595,1500,1570,984931,1570
2018-07-25,1520,1555,1490,1500,902689,1500
2018-07-24,1440,1590,1440,1520,2518478,1520
2018-07-23,1605,1910,1470,1470,9220488,1470
2018-07-20,1515,1570,1515,1540,396386,1540
2018-07-19,1605,1630,1500,1525,590837,1525
2018-07-18,1640,1675,1590,1605,295075,1605
2018-07-17,1685,1685,1625,1645,220418,1645
2018-07-16,1700,1710,1650,1675,296680,1675
2018-07-13,1665,1715,1650,1675,422709,1675
2018-07-12,1650,1695,1635,1650,348879,1650
2018-07-11,1615,1725,1600,1650,982918,1650
2018-07-10,1560,1630,1560,1620,348213,1620
2018-07-09,1600,1600,1530,1555,731208,1555
2018-07-06,1565,1655,1560,1620,620827,1620
2018-07-05,1580,1600,1535,1560,390255,1560
2018-07-04,1550,1665,1550,1575,923351,1575
