Date,open,high,low,close,volume,adjclose
2018-08-14,203000,204000,200500,203500,16931,203500
2018-08-13,206000,208000,196500,202000,30039,202000
2018-08-10,204500,209000,202500,208500,14960,208500
2018-08-09,204500,206500,203000,204500,33837,204500
2018-08-08,208000,211500,204000,204500,26860,204500
2018-08-07,212500,214500,206000,209000,32215,209000
2018-08-06,216500,217500,212000,213000,14843,213000
2018-08-03,216000,217500,209000,215000,20363,215000
2018-08-02,222000,222000,213000,214500,28712,214500
2018-08-01,221000,224500,219000,223000,17186,223000
2018-07-31,219000,223000,214000,222500,32084,222500
2018-07-30,214000,221500,214000,221500,36129,221500
2018-07-27,208500,217500,207000,215500,44328,215500
2018-07-26,206500,210000,202500,209000,37175,209000
2018-07-25,206000,212000,199000,207000,61153,207000
2018-07-24,198500,206500,197500,205500,55170,205500
2018-07-23,208000,209500,195000,198500,92693,198500
2018-07-20,213000,215000,202500,208000,87319,208000
2018-07-19,208500,223000,206000,214000,188354,214000
2018-07-18,214000,225500,203000,203000,154226,203000
2018-07-17,214000,219500,206000,217000,228068,217000
2018-07-16,246500,247000,219500,221500,331498,221500
