Date,open,high,low,close,volume,adjclose
2018-08-07,12300,12300,12150,12200,21876,12200
2018-08-06,12300,12350,12150,12200,22435,12200
2018-08-03,12400,12450,12200,12300,14249,12300
2018-08-02,12250,12350,12150,12300,16452,12300
2018-08-01,12350,12400,12150,12350,13510,12350
2018-07-31,12200,12350,12050,12350,15984,12350
2018-07-30,12100,12250,12050,12200,9462,12200
2018-07-27,12000,12250,12000,12150,14539,12150
2018-07-26,11900,12150,11750,12000,18309,12000
2018-07-25,11900,12050,11650,11750,55984,11750
2018-07-24,11850,12100,11850,11950,29286,11950
2018-07-23,12300,12300,11800,11950,64524,11950
2018-07-20,12200,12300,12150,12300,23384,12300
2018-07-19,12500,12500,12150,12200,42115,12200
2018-07-18,12500,12600,12350,12450,27044,12450
2018-07-17,12700,12750,12250,12500,45878,12500
2018-07-16,12500,12650,12450,12550,18004,12550
2018-07-13,12500,12750,12500,12600,19614,12600
2018-07-12,12450,12800,12300,12600,20160,12600
2018-07-11,12650,12650,12400,12500,25502,12500
2018-07-10,12350,12700,12350,12650,26817,12650
2018-07-09,12350,12500,12250,12400,12431,12400
2018-07-06,12200,12450,12100,12450,27442,12450
2018-07-05,12000,12350,12000,12250,21507,12250
2018-07-04,11650,12200,11650,12100,31355,12100
2018-07-03,11900,12100,11700,11850,63838,11850
2018-07-02,12300,12400,11750,11900,59629,11900
2018-06-29,12450,12450,11950,12400,58604,12400
2018-06-28,12600,12650,12300,12350,38438,12350
2018-06-27,12700,12800,12500,12600,33231,12600
