Date,open,high,low,close,volume,adjclose
2018-08-14,27600,27600,26950,27300,40917,27300
2018-08-13,27750,28250,27200,27600,70160,27600
2018-08-10,27900,28050,27550,27800,91508,27800
2018-08-09,26900,27700,26850,27500,41043,27500
2018-08-08,26450,27150,26400,27150,79667,27150
2018-08-07,26150,26450,25700,26450,61813,26450
2018-08-06,26950,26950,26150,26150,60409,26150
2018-08-03,27050,27150,26600,26950,41232,26950
2018-08-02,27000,27300,26600,27050,62743,27050
2018-08-01,27000,27300,26800,27000,40334,27000
2018-07-31,27000,27150,26750,27100,78801,27100
2018-07-30,26250,26800,25900,26800,68248,26800
2018-07-27,26450,26450,25650,26100,42074,26100
2018-07-26,25800,26350,25600,26000,91534,26000
2018-07-25,26300,26300,25200,25700,77982,25700
2018-07-24,25200,26200,25000,25900,87812,25900
2018-07-23,26400,26400,24650,25150,69352,25150
2018-07-20,25650,26500,25600,26100,54242,26100
2018-07-19,25600,26000,25200,26000,44427,26000
2018-07-18,25600,26150,25500,26000,59040,26000
2018-07-17,25900,26300,25350,26050,73556,26050
2018-07-16,26500,26950,26000,26000,67189,26000
2018-07-13,24950,26800,24950,26200,118073,26200
2018-07-12,24100,25500,24100,25200,81065,25200
2018-07-11,23400,24500,23400,24400,128982,24400
2018-07-10,23300,24100,23250,23450,83720,23450
2018-07-09,23700,23750,22650,23300,106716,23300
2018-07-06,22950,23900,22950,23700,104391,23700
2018-07-05,22600,23250,22550,23050,77285,23050
2018-07-04,22100,23000,22100,22950,128149,22950
