Date,open,high,low,close,volume,adjclose
2018-08-08,44050,45100,44050,44450,854053,44450
2018-08-07,43550,44150,43550,43850,592797,43850
2018-08-06,43600,44250,43450,44100,512686,44100
2018-08-03,43950,44200,43100,43900,754408,43900
2018-08-02,45150,45300,43700,43900,881115,43900
2018-08-01,45050,45350,44750,45000,693387,45000
2018-07-31,44400,45300,44400,44900,1119626,44900
2018-07-30,44550,45550,44350,45050,963493,45050
2018-07-27,44200,45400,44000,45400,933750,45400
2018-07-26,45550,45550,44250,44350,919132,44350
2018-07-25,44550,45250,44050,45200,1061953,45200
2018-07-24,43600,44450,43050,44250,1028804,44250
2018-07-23,42700,43750,42500,43650,1376274,43650
2018-07-20,42350,42450,41700,42250,786026,42250
2018-07-19,43500,43550,42400,42400,558232,42400
2018-07-18,43650,43850,43200,43250,461311,43250
2018-07-17,43100,44100,42800,43950,707686,43950
2018-07-16,43400,43950,42750,43050,810540,43050
2018-07-13,42750,44300,42750,43950,737302,43950
2018-07-12,43600,43600,42400,42400,918649,42400
2018-07-11,42200,43400,41700,43250,827030,43250
2018-07-10,44100,44550,42950,42950,715446,42950
2018-07-09,42650,44100,42500,43750,907465,43750
2018-07-06,41350,42950,41350,42650,988779,42650
2018-07-05,41350,42250,41050,41500,863698,41500
2018-07-04,41250,41800,41000,41450,792768,41450
2018-07-03,42900,42900,41050,41350,1270370,41350
2018-07-02,43250,44700,42700,42700,1141663,42700
2018-06-29,42900,43350,42500,42850,819432,42850
2018-06-28,43400,43750,42550,42550,995275,42550
