Date,open,high,low,close,volume,adjclose
2018-08-07,2320,2330,2250,2285,36121,2285
2018-08-06,2300,2335,2285,2310,15386,2310
2018-08-03,2335,2335,2295,2300,10165,2300
2018-08-02,2310,2330,2290,2320,32354,2320
2018-08-01,2275,2310,2270,2300,25136,2300
2018-07-31,2225,2280,2200,2280,37152,2280
2018-07-30,2255,2260,2220,2225,12628,2225
2018-07-27,2230,2250,2205,2250,23700,2250
2018-07-26,2230,2245,2195,2230,13631,2230
2018-07-25,2170,2220,2165,2205,42928,2205
2018-07-24,2160,2205,2145,2165,53627,2165
2018-07-23,2175,2175,2135,2150,21989,2150
2018-07-20,2150,2195,2130,2140,47238,2140
2018-07-19,2280,2280,2160,2160,167875,2160
2018-07-18,2330,2330,2260,2260,72487,2260
2018-07-17,2320,2740,2290,2300,793405,2300
2018-07-16,2395,2395,2305,2335,38816,2335
2018-07-13,2340,2400,2335,2395,28813,2395
2018-07-12,2345,2360,2315,2315,22391,2315
2018-07-11,2320,2365,2320,2330,23989,2330
2018-07-10,2345,2390,2340,2355,32804,2355
2018-07-09,2310,2380,2300,2340,46367,2340
2018-07-06,2280,2300,2255,2290,31608,2290
2018-07-05,2270,2290,2250,2280,39361,2280
2018-07-04,2285,2300,2255,2285,45686,2285
2018-07-03,2320,2325,2260,2270,51717,2270
2018-07-02,2385,2385,2280,2300,61553,2300
2018-06-29,2415,2440,2310,2360,97129,2360
2018-06-28,2470,2525,2375,2380,133888,2380
2018-06-27,2545,2570,2470,2470,122800,2470
