Date,open,high,low,close,volume,adjclose
2018-08-10,20650,20900,20500,20750,969,20750
2018-08-09,20750,20850,20600,20700,277,20700
2018-08-08,21000,21000,20550,20600,2393,20600
2018-08-07,20500,21000,20400,21000,1704,21000
2018-08-06,20400,20700,20400,20550,1774,20550
2018-08-03,20700,20850,20400,20400,3057,20400
2018-08-02,20650,20800,20500,20700,578,20700
2018-08-01,20450,20700,20450,20650,648,20650
2018-07-31,20250,21250,20200,20450,1639,20450
2018-07-30,20200,20550,19800,20250,4518,20250
2018-07-27,20300,20500,20150,20450,502,20450
2018-07-26,20150,20200,20000,20100,950,20100
2018-07-25,20200,20200,19850,20150,5053,20150
2018-07-24,20400,20550,20200,20300,1339,20300
2018-07-23,20500,20600,20100,20400,6103,20400
2018-07-20,20850,20950,20550,20800,1212,20800
2018-07-19,20950,21000,20600,20900,1667,20900
2018-07-18,20900,21200,20700,20800,4920,20800
2018-07-17,21050,21050,20800,20900,2709,20900
2018-07-16,21200,21200,20750,21100,4473,21100
2018-07-13,21250,21300,21100,21200,1339,21200
2018-07-12,21250,21500,21000,21250,3610,21250
2018-07-11,21600,21700,21100,21250,8732,21250
2018-07-10,21400,22500,20950,22400,8098,22400
2018-07-09,21450,21600,20950,21400,3870,21400
2018-07-06,21050,21750,20700,21750,5316,21750
2018-07-05,20700,21000,20350,21000,6744,21000
2018-07-04,20350,20700,20350,20700,1774,20700
2018-07-03,20850,21100,20250,20650,7460,20650
2018-07-02,22200,22500,20850,21000,11902,21000
