Date,open,high,low,close,volume,adjclose
2018-08-09,37300,38750,36950,38400,126675,38400
2018-01-31,51300,56400,51200,56200,407296,56200
2018-01-30,50500,52500,50100,52300,174704,52300
2018-01-29,53600,53600,50500,51100,277589,51100
2018-01-26,51000,54500,50000,54000,433222,54000
2018-01-25,50800,51500,49700,50600,148920,50600
2018-01-24,52500,53200,50100,51300,187530,51300
2018-01-23,52300,53800,51500,53000,159474,53000
2018-01-22,50600,52200,49300,51800,110470,51800
2018-01-19,52400,53000,50000,50800,199804,50800
2018-01-18,49750,52500,49750,51500,228007,51500
2018-01-17,48550,49700,48550,49650,118964,49650
2018-01-16,47850,49250,47750,48950,120799,48950
2018-01-15,49700,50200,46800,48400,249801,48400
2018-01-12,48950,50900,47400,50700,239777,50700
2018-01-11,47300,49900,46800,48800,207222,48800
2018-01-10,46400,47700,45000,47700,220023,47700
2018-01-09,47050,47500,45200,46000,202635,46000
2018-01-08,48100,48350,46500,47150,285577,47150
2018-01-05,49200,50800,47800,48600,233151,48600
2018-01-04,51900,52400,49100,50000,185479,50000
2018-01-03,51800,52400,49600,52400,284047,52400
2018-01-02,50400,54200,50400,52400,240074,52400
2017-12-28,51100,51100,49100,50400,265980,50400
2017-12-27,47800,51900,46950,51000,455632,51000
2017-12-26,47150,49100,46900,47000,341506,47000
2017-12-22,43150,48100,42800,47900,405022,47900
2017-12-21,44100,45600,42950,43250,167937,43250
2017-12-19,46150,46600,44200,45950,212461,45950
2017-12-18,46700,47150,45950,46800,165206,46800
