Date,open,high,low,close,volume,adjclose
2018-08-09,11100,11250,11050,11200,13894,11200
2018-08-08,11250,11300,11150,11200,13228,11200
2018-08-07,11250,11250,11000,11250,16910,11250
2018-08-06,11150,11250,11000,11250,27105,11250
2018-08-03,11000,11150,10900,11100,31543,11100
2018-08-02,11000,11100,10900,11000,20764,11000
2018-08-01,11000,11150,10900,11000,31934,11000
2018-07-31,11000,11050,10800,10950,26519,10950
2018-07-30,10900,11100,10750,11000,19603,11000
2018-07-27,10950,10950,10650,10900,14928,10900
2018-07-26,10600,11000,10550,10900,35287,10900
2018-07-25,10750,10750,10400,10600,22120,10600
2018-07-24,10200,10750,10150,10600,52890,10600
2018-07-23,10150,10450,10150,10150,52729,10150
2018-07-20,10400,10600,10200,10300,69442,10300
2018-07-19,10650,10700,10350,10500,55169,10500
2018-07-18,11050,11050,10600,10750,52496,10750
2018-07-17,10850,11050,10850,10950,20985,10950
2018-07-16,11200,11200,10700,10900,63889,10900
2018-07-13,10750,11250,10750,11050,65006,11050
2018-07-12,10900,11000,10650,10750,73092,10750
2018-07-11,10700,11050,10650,10900,49942,10900
2018-07-10,10500,11000,10500,10900,61899,10900
2018-07-09,10850,10850,10300,10500,128025,10500
2018-07-06,10750,11150,10700,11000,72954,11000
2018-07-05,11000,11000,10600,10800,57162,10800
2018-07-04,10950,11050,10800,10900,41776,10900
2018-07-03,10900,11000,10550,10950,88450,10950
2018-07-02,11400,11450,10750,10850,153877,10850
2018-06-29,11100,11400,11000,11350,60798,11350
