Date,open,high,low,close,volume,adjclose
2018-08-08,62900,63500,62500,62500,69588,62500
2018-08-07,62500,62900,61600,62900,84944,62900
2018-08-06,63400,63400,62200,62500,112818,62500
2018-08-03,61500,63400,61400,63300,124924,63300
2018-08-02,61900,62600,61000,61300,126540,61300
2018-08-01,62100,63500,61800,62100,203840,62100
2018-07-31,61200,61300,60300,61200,124031,61200
2018-07-30,58600,61300,58500,60600,143770,60600
2018-07-27,59900,59900,57500,58900,163456,58900
2018-07-26,59800,59800,58700,59400,73368,59400
2018-07-25,59200,60900,59100,59200,115476,59200
2018-07-24,58100,59600,58100,59000,97142,59000
2018-07-23,59500,59600,58200,58200,93355,58200
2018-07-20,59600,60100,58600,59000,109996,59000
2018-07-19,58000,60500,57800,59300,242943,59300
2018-07-18,58600,59300,57400,57600,170066,57600
2018-07-17,58800,59200,57800,58600,100699,58600
2018-07-16,59300,59700,58900,59000,92369,59000
2018-07-13,59500,60500,59300,59500,143213,59500
2018-07-12,59100,59500,58000,59100,133224,59100
2018-07-11,59300,59500,58600,58900,156738,58900
2018-07-10,60800,60900,59800,60200,117601,60200
2018-07-09,60900,61000,59400,60800,135244,60800
2018-07-06,59600,61400,58800,61200,192687,61200
2018-07-05,59600,60400,58600,59600,182335,59600
2018-07-04,59900,60600,58200,59100,291364,59100
2018-07-03,62200,62700,56600,58200,1267824,58200
2018-07-02,67100,67300,64900,65300,130110,65300
2018-06-29,67000,67900,64800,67600,152159,67600
2018-06-28,67700,67900,66300,66600,122653,66600
