Date,open,high,low,close,volume,adjclose
2018-08-14,3425,3525,3425,3490,246233,3490
2018-04-25,4300,4320,4130,4255,332347,4255
2018-04-24,4205,4450,4110,4325,863963,4325
2018-04-23,4320,4320,4155,4250,358224,4250
2018-04-20,4260,4315,4150,4260,303585,4260
2018-04-19,4095,4265,4060,4255,828769,4255
2018-04-18,4140,4180,4040,4050,568637,4050
2018-04-17,3965,3965,3835,3940,122820,3940
2018-04-16,3950,4010,3870,3890,175046,3890
2018-04-13,4025,4075,3870,3955,203571,3955
2018-04-12,4025,4055,3905,3970,220878,3970
2018-04-11,3805,4080,3770,3970,507023,3970
2018-04-10,3855,3880,3735,3765,147581,3765
2018-04-09,3900,3900,3800,3855,164250,3855
2018-04-06,3870,3915,3770,3915,165245,3915
2018-04-05,3780,3910,3650,3870,292419,3870
2018-04-04,3810,3875,3650,3780,157159,3780
2018-04-03,3790,3835,3750,3790,145240,3790
2018-04-02,3885,3930,3765,3845,184284,3845
2018-03-30,3840,3935,3810,3885,270516,3885
2018-03-29,3830,3900,3770,3810,206804,3810
2018-03-28,3740,3870,3740,3795,226725,3795
2018-03-27,3575,3840,3575,3820,355923,3820
2018-03-26,3465,3590,3465,3590,123086,3590
2018-03-23,3705,3710,3500,3510,316508,3510
2018-03-22,3705,3760,3660,3665,143418,3665
2018-03-21,3800,3800,3695,3700,186252,3700
2018-03-20,3735,3815,3710,3785,202604,3785
2018-03-19,3665,3755,3615,3740,176875,3740
2018-03-16,3605,3670,3605,3635,344433,3635
