Date,open,high,low,close,volume,adjclose
2018-04-25,22900,24200,22050,22950,160210,22950
2018-01-31,24100,24750,23800,24150,53820,24150
2018-01-30,24400,24800,24100,24400,59575,24400
2018-01-29,25750,25950,24600,24650,60865,24650
2018-01-26,25700,25850,25250,25600,24273,25600
2018-01-25,25100,25700,25100,25550,19418,25550
2018-01-24,25700,25950,24900,25350,52101,25350
2018-01-23,26000,26200,25550,25900,34281,25900
2018-01-22,25750,26250,25500,26050,37209,26050
2018-01-19,26150,26350,25500,25750,34183,25750
2018-01-18,25250,26400,25100,26150,96712,26150
2018-01-17,25150,25400,24800,25100,28684,25100
2018-01-16,24900,25500,24700,25150,24750,25150
2018-01-15,25200,25250,24450,24950,31485,24950
2018-01-12,25350,25600,24500,25250,27736,25250
2018-01-11,24900,25450,24750,25450,30198,25450
2018-01-10,25350,25450,24350,25050,34271,25050
2018-01-09,25600,25650,25000,25350,47025,25350
2018-01-08,25050,25700,25050,25650,63186,25650
2018-01-05,23950,25100,23200,25000,102645,25000
2018-01-04,23700,24350,23500,23950,51167,23950
2018-01-03,22300,23950,22300,23850,104465,23850
2018-01-02,22000,22400,21800,22350,39239,22350
2017-12-28,21650,22500,21650,22000,47059,22000
2017-12-27,21300,21800,21250,21500,21895,21500
2017-12-26,21700,22100,21400,21550,22924,21550
2017-12-22,21500,21800,21250,21700,15844,21700
2017-12-21,21750,21750,21150,21400,21800,21400
2017-12-19,22250,22500,21400,21650,38997,21650
2017-12-18,22500,22950,22200,22200,19243,22200
