Date,open,high,low,close,volume,adjclose
2018-08-09,51000,51000,49650,50200,3865,50200
2018-08-08,51000,51300,50200,50900,4631,50900
2018-08-07,50700,50900,49650,50800,4203,50800
2018-08-06,50500,50600,49500,50600,5434,50600
2018-08-03,49600,50600,48650,50500,6879,50500
2018-08-02,49450,49700,47700,48550,6857,48550
2018-08-01,47800,49600,47800,49350,3531,49350
2018-07-31,50300,50300,47750,48500,9975,48500
2018-07-30,49250,50700,49150,49700,9377,49700
2018-07-27,48150,49900,47000,49250,7233,49250
2018-07-26,45700,48700,45400,48000,12647,48000
2018-07-25,46950,46950,45300,45400,13499,45400
2018-07-24,45150,47000,45150,46400,9164,46400
2018-07-23,46700,46700,44550,45150,15229,45150
2018-07-20,46700,47750,46300,46700,12207,46700
2018-07-19,47400,48100,46900,47200,8474,47200
2018-07-18,49750,49800,47350,47500,19748,47500
2018-07-17,50000,50600,49350,49400,6885,49400
2018-07-16,51100,51400,49700,49850,10481,49850
2018-07-13,50700,51000,50000,50900,7935,50900
2018-07-12,50900,50900,50000,50200,13622,50200
2018-07-11,50500,51200,50000,50900,6142,50900
2018-07-10,50100,51100,49800,50500,7754,50500
2018-07-09,51500,51500,49200,49500,26836,49500
2018-07-06,50800,52800,50200,52600,9967,52600
2018-07-05,52700,52700,49950,50700,10408,50700
2018-07-04,50600,52600,50600,52100,12380,52100
2018-07-03,50100,51100,49650,50600,10658,50600
2018-07-02,52500,52500,49600,49600,17402,49600
2018-06-29,50800,52700,49900,52600,19095,52600
