Date,open,high,low,close,volume,adjclose
2018-08-14,53500,55200,53500,54800,49598,54800
2018-01-31,70000,71800,69500,70700,113017,70700
2018-01-30,73000,73000,71000,71200,175667,71200
2018-01-29,72900,74300,71900,72900,212713,72900
2018-01-26,72500,73600,71400,72300,130727,72300
2018-01-25,70300,72400,69200,72200,186162,72200
2018-01-24,70400,70700,69100,69800,129092,69800
2018-01-23,68600,70600,68200,70300,170695,70300
2018-01-22,69500,69600,66300,68300,233823,68300
2018-01-19,72200,72200,69100,69500,296849,69500
2018-01-18,70600,73200,70600,71600,285385,71600
2018-01-17,72000,72100,69700,70300,227522,70300
2018-01-16,66000,71200,65800,71200,646564,71200
2018-01-15,74600,74700,69700,70600,471886,70600
2018-01-12,78100,78300,72600,75400,372209,75400
2018-01-11,77200,78600,76500,77800,126425,77800
2018-01-10,77800,77900,74700,77200,164793,77200
2018-01-09,76800,78700,75100,77100,172549,77100
2018-01-08,81200,81500,76800,77200,312916,77200
2018-01-05,81200,82400,80500,81200,124784,81200
2018-01-04,83700,84000,80500,80600,206806,80600
2018-01-03,84000,84600,82300,83200,185798,83200
2018-01-02,86700,86700,82000,82700,258420,82700
2017-12-28,85600,86300,84800,85500,115007,85500
2017-12-27,86800,87300,84600,86400,140466,86400
2017-12-27,0,0,0,0,0,0
2017-12-26,87378,87378,84174,85242,160816,85242
2017-12-22,80776,85631,79320,85631,195968,85631
2017-12-21,81844,83980,80097,80097,132223,80097
2017-12-19,84466,85534,81262,82621,161187,82621
