Date,open,high,low,close,volume,adjclose
2018-08-07,3610,3610,3540,3550,34515,3550
2018-08-06,3600,3615,3550,3590,37855,3590
2018-08-03,3515,3580,3510,3570,21449,3570
2018-08-02,3565,3580,3520,3545,28349,3545
2018-08-01,3585,3585,3525,3565,36681,3565
2018-07-31,3590,3590,3535,3585,29508,3585
2018-07-30,3505,3595,3505,3590,36394,3590
2018-07-27,3555,3555,3500,3535,33869,3535
2018-07-26,3450,3595,3450,3590,75923,3590
2018-07-25,3485,3490,3435,3465,80690,3465
2018-07-24,3340,3465,3340,3465,68605,3465
2018-07-23,3380,3420,3335,3335,73542,3335
2018-07-20,3360,3430,3345,3380,64891,3380
2018-07-19,3465,3465,3370,3395,41413,3395
2018-07-18,3460,3510,3410,3435,77981,3435
2018-07-17,3465,3510,3425,3455,44297,3455
2018-07-16,3350,3490,3350,3440,37651,3440
2018-07-13,3400,3480,3400,3470,33521,3470
2018-07-12,3420,3445,3380,3420,31505,3420
2018-07-11,3400,3415,3330,3405,66200,3405
2018-07-10,3320,3410,3315,3410,57905,3410
2018-07-09,3440,3440,3285,3315,143924,3315
2018-07-06,3440,3440,3340,3420,103916,3420
2018-07-05,3460,3460,3315,3395,65701,3395
2018-07-04,3360,3450,3360,3405,36886,3405
2018-07-03,3390,3620,3355,3400,94177,3400
2018-07-02,3515,3545,3390,3400,127301,3400
2018-06-29,3520,3580,3450,3510,96577,3510
2018-06-28,3695,3695,3490,3490,145624,3490
2018-06-27,3850,3850,3600,3640,222721,3640
