Date,open,high,low,close,volume,adjclose
2018-08-08,83600,84900,83100,84200,186,84200
2018-08-07,82800,86000,81900,83900,491,83900
2018-08-06,83200,84300,81000,82700,493,82700
2018-08-03,82800,83900,82800,83200,235,83200
2018-08-02,83100,84400,82900,83500,542,83500
2018-08-01,84000,85000,82700,84600,1067,84600
2018-07-31,85200,85800,83500,85500,221,85500
2018-07-30,84200,86800,84200,85200,100,85200
2018-07-27,85100,86100,83300,85900,182,85900
2018-07-26,83000,84700,82700,84100,201,84100
2018-07-25,82500,83900,82400,83900,278,83900
2018-07-24,83900,84000,82000,84000,141,84000
2018-07-23,82100,85200,82100,83900,330,83900
2018-07-20,83400,85700,83000,83200,278,83200
2018-07-19,88200,88200,83600,83700,594,83700
2018-07-18,90000,90000,84600,88300,846,88300
2018-07-17,87800,89500,86600,89400,460,89400
2018-07-16,89000,89000,84900,87600,357,87600
2018-07-13,83000,88000,82200,84900,475,84900
2018-07-12,82400,85400,82000,83100,322,83100
2018-07-11,84200,85500,82300,82900,424,82900
2018-07-10,81500,86500,81500,83500,644,83500
2018-07-09,81800,83200,80900,82000,711,82000
2018-07-06,82300,82300,80700,81900,111,81900
2018-07-05,80500,81700,80500,81600,157,81600
2018-07-04,80700,82100,80300,81400,145,81400
2018-07-03,81600,82300,80300,82100,1049,82100
2018-07-02,83000,84400,81600,81600,468,81600
2018-06-29,85000,85000,81500,83300,415,83300
2018-06-28,85000,85000,83200,83300,339,83300
