Date,open,high,low,close,volume,adjclose
2018-08-08,701,713,693,696,2715851,696
2018-08-07,708,711,695,695,2229758,695
2018-08-06,700,707,695,705,1513660,705
2018-08-03,710,710,695,702,1285259,702
2018-08-02,719,719,696,703,2927536,703
2018-08-01,695,717,690,717,5710012,717
2018-07-31,694,699,686,695,2201838,695
2018-07-30,695,698,687,692,1777904,692
2018-07-27,697,702,690,695,3481719,695
2018-07-26,705,707,691,697,3019309,697
2018-07-25,692,713,692,698,5835965,698
2018-07-24,688,713,685,696,6262229,696
2018-07-23,715,722,686,691,11523727,691
2018-07-20,653,751,644,731,31551829,731
2018-07-19,661,664,645,651,2905563,651
2018-07-18,672,692,658,658,4988165,658
2018-07-17,671,674,665,673,1564626,673
2018-07-16,664,678,663,671,1947452,671
2018-07-13,672,675,665,669,1836321,669
2018-07-12,666,670,657,666,1769903,666
2018-07-11,675,675,663,663,1985181,663
2018-07-10,679,688,671,675,3111096,675
2018-07-09,671,683,660,668,2341438,668
2018-07-06,661,672,651,672,2613206,672
2018-07-05,665,672,651,658,2395321,658
2018-07-04,646,678,635,665,3668092,665
2018-07-03,644,669,640,650,4418170,650
2018-07-02,677,680,633,647,5274021,647
2018-06-29,664,682,659,676,4138940,676
2018-06-28,688,701,660,668,5609807,668
