Date,open,high,low,close,volume,adjclose
2018-08-08,4435,4555,4435,4505,9090,4505
2018-08-07,4465,4500,4445,4475,7176,4475
2018-08-06,4495,4510,4440,4485,9385,4485
2018-08-03,4470,4495,4435,4495,10802,4495
2018-08-02,4580,4595,4380,4470,46807,4470
2018-08-01,4520,4610,4515,4575,18414,4575
2018-07-31,4645,4645,4500,4570,22737,4570
2018-07-30,4775,4775,4605,4645,18249,4645
2018-07-27,4670,4810,4620,4775,34795,4775
2018-07-26,4530,4690,4475,4670,31928,4670
2018-07-25,4405,4545,4365,4530,44300,4530
2018-07-24,4490,4570,4400,4410,31843,4410
2018-07-23,4595,4595,4450,4505,27450,4505
2018-07-20,4570,4610,4450,4595,16789,4595
2018-07-19,4410,4600,4385,4570,39026,4570
2018-07-18,4545,4545,4380,4435,49253,4435
2018-07-17,4600,4615,4500,4545,18757,4545
2018-07-16,4565,4630,4565,4590,11209,4590
2018-07-13,4700,4770,4500,4565,84588,4565
2018-07-12,4775,4780,4650,4705,13794,4705
2018-07-11,4735,4750,4640,4735,15163,4735
2018-07-10,4715,4750,4650,4735,21266,4735
2018-07-09,4730,4730,4580,4720,35708,4720
2018-07-06,4590,4765,4590,4735,27368,4735
2018-07-05,4590,4625,4550,4590,17109,4590
2018-07-04,4500,4615,4450,4555,26192,4555
2018-07-03,4655,4780,4405,4600,64540,4600
2018-07-02,4860,4960,4640,4700,91060,4700
2018-06-29,4845,5040,4810,4950,60958,4950
2018-06-28,5120,5270,4840,4840,108693,4840
