Date,open,high,low,close,volume,adjclose
2018-08-09,4370,4500,4330,4410,52839,4410
2018-08-08,4585,4585,4400,4500,65368,4500
2018-08-07,4540,4580,4455,4540,70457,4540
2018-08-06,4450,4550,4445,4535,115107,4535
2018-08-03,4380,4450,4220,4445,71136,4445
2018-08-02,4500,4500,4240,4350,34072,4350
2018-08-01,4360,4600,4360,4435,140591,4435
2018-07-31,4380,4555,4355,4425,106948,4425
2018-07-30,4210,4450,4210,4440,174585,4440
2018-07-27,4180,4285,4090,4270,163833,4270
2018-07-26,3910,4140,3910,4100,140134,4100
2018-07-25,3785,4170,3785,3910,195541,3910
2018-07-24,3770,3930,3640,3870,101147,3870
2018-07-23,3970,3970,3820,3830,57441,3830
2018-07-20,3780,3915,3780,3915,189215,3915
2018-07-19,3960,3960,3800,3900,52323,3900
2018-07-18,3840,3995,3830,3895,50615,3895
2018-07-17,3895,3965,3845,3920,49020,3920
2018-07-16,3815,3980,3815,3960,52592,3960
2018-07-13,3830,3970,3770,3935,76442,3935
2018-07-12,3865,3865,3650,3850,76879,3850
2018-07-11,3900,3920,3720,3840,68078,3840
2018-07-10,3765,3900,3750,3900,34734,3900
2018-07-09,3840,3850,3720,3840,30590,3840
2018-07-06,3630,4250,3630,3840,317942,3840
2018-07-05,3715,3825,3500,3630,145462,3630
2018-07-04,3795,3870,3710,3735,76737,3735
2018-07-03,3930,4040,3530,3880,328380,3880
2018-07-02,4050,4090,3905,3930,45971,3930
2018-06-29,4000,4060,3975,4050,35401,4050
