Date,open,high,low,close,volume,adjclose
2018-08-10,3265,3265,3110,3155,294621,3155
2018-08-09,3155,3290,3150,3210,421411,3210
2018-08-08,3195,3195,3100,3155,217983,3155
2018-08-07,3205,3210,3080,3160,390629,3160
2018-08-06,3045,3205,2970,3205,403772,3205
2018-08-03,3075,3280,2985,3010,518898,3010
2018-08-02,3000,3085,2945,3045,171990,3045
2018-08-01,2980,3030,2940,3015,173667,3015
2018-07-31,3000,3070,2855,2980,375186,2980
2018-07-30,3070,3120,2985,3075,347202,3075
2018-07-27,2960,3200,2955,3150,551907,3150
2018-07-26,2630,2990,2610,2960,531748,2960
2018-07-25,2720,2785,2630,2630,406732,2630
2018-07-24,2675,2845,2580,2720,457937,2720
2018-07-23,2815,2830,2615,2630,501752,2630
2018-07-20,3110,3410,2600,2805,1781302,2805
2018-07-19,2870,3275,2775,3165,2058610,3165
2018-07-18,2790,3065,2785,2870,1370213,2870
2018-07-17,2595,2900,2550,2800,2011552,2800
2018-07-16,2490,2625,2460,2575,385264,2575
2018-07-13,2480,2495,2405,2460,339518,2460
2018-07-12,2380,2525,2370,2420,268653,2420
2018-07-11,2335,2435,2315,2380,198570,2380
2018-07-10,2350,2400,2315,2335,230276,2335
2018-07-09,2370,2370,2260,2355,213208,2355
2018-07-06,2345,2375,2250,2330,367049,2330
2018-07-05,2425,2465,2330,2355,333213,2355
2018-07-04,2410,2490,2375,2420,348113,2420
2018-07-03,2480,2480,2340,2420,635031,2420
2018-07-02,2395,2685,2300,2480,1654266,2480
