Date,Open,High,Low,Close,Volume,Adj Close
2018-01-02,2005,2015,2000,2000,20400,2000
2018-01-03,2000,2000,2000,2000,0,2000
2018-01-04,2015,2020,2005,2020,5336,2020
2018-01-05,2005,2020,2005,2015,10259,2015
2018-01-08,2010,2020,2000,2010,103121,2010
2018-01-09,2010,2010,2010,2010,0,2010
2018-01-10,2005,2010,2005,2010,8004,2010
2018-01-11,2015,2025,2005,2020,42230,2020
2018-01-12,2020,2020,2010,2015,8140,2015
2018-01-15,2020,2020,2000,2010,56302,2010
2018-01-16,2015,2015,2000,2015,21997,2015
2018-01-17,2010,2015,2005,2010,31509,2010
2018-01-18,2005,2015,2005,2010,19233,2010
2018-01-19,2010,2015,2010,2015,20886,2015
2018-01-22,2015,2020,2010,2015,58839,2015
2018-01-23,2020,2020,2010,2015,36253,2015
2018-01-24,2020,2020,2010,2020,124410,2020
2018-01-25,2020,2020,2020,2020,0,2020
2018-01-26,2015,2020,2015,2020,33310,2020
2018-01-29,2015,2020,2015,2020,39055,2020
2018-01-30,2020,2025,2015,2025,57580,2025
2018-01-31,2015,2025,2015,2025,45988,2025
2018-02-01,2020,2025,2020,2025,22953,2025
2018-02-02,2025,2025,2020,2020,36341,2020
2018-02-05,2025,2025,2020,2025,6182,2025
2018-02-06,2020,2025,2015,2025,6164,2025
2018-02-07,2025,2025,2020,2025,29011,2025
2018-02-08,2020,2025,2015,2015,71143,2015
2018-02-09,2025,2025,2015,2025,71096,2025
2018-02-12,2020,2025,2020,2020,86293,2020
2018-02-13,2020,2025,2015,2015,4093,2015
2018-02-14,2025,2025,2015,2015,7403,2015
2018-02-20,2020,2020,2015,2015,169203,2015
2018-02-21,2015,2025,2015,2025,197814,2025
2018-02-22,2025,2030,2025,2030,54744,2030
2018-02-23,2025,2030,2025,2030,104969,2030
2018-02-26,2030,2030,2025,2025,31174,2025
2018-02-27,2025,2030,2025,2025,22888,2025
2018-02-28,2025,2030,2025,2025,45457,2025
