Date,Open,High,Low,Close,Volume,Adj Close
2018-01-02,989,1010,988,1005,81163,1005
2018-01-03,1000,1205,997,1150,1316168,1150
2018-01-04,1155,1170,1110,1145,518969,1145
2018-01-05,1150,1160,1050,1090,613345,1090
2018-01-08,1090,1255,1080,1200,1509666,1200
2018-01-09,1215,1245,1160,1235,540609,1235
2018-01-10,1235,1605,1200,1605,8908259,1605
2018-01-11,1740,2015,1585,1655,13740080,1655
2018-01-12,1500,1620,1460,1550,2590533,1550
2018-01-15,1565,1570,1385,1425,1869569,1425
2018-01-16,1425,1850,1420,1850,7730146,1850
2018-01-17,2000,2180,1725,1765,10291181,1765
2018-01-18,1770,1975,1655,1810,4141911,1810
2018-01-19,1895,1910,1750,1835,1121695,1835
2018-01-22,1850,1870,1675,1750,1196538,1750
2018-01-23,1760,1800,1670,1730,914259,1730
2018-01-24,1750,1750,1620,1705,1129757,1705
2018-01-25,1725,1760,1675,1760,1097876,1760
2018-01-26,1745,2015,1735,1805,5368655,1805
2018-01-29,1805,1885,1790,1855,1411519,1855
2018-01-30,1870,1930,1820,1905,1240405,1905
2018-01-31,1875,1990,1840,1890,1239317,1890
2018-02-01,1890,1925,1795,1825,1029276,1825
2018-02-02,1810,1865,1735,1750,592472,1750
2018-02-05,1750,1750,1580,1640,595403,1640
2018-02-06,1525,1605,1455,1550,621761,1550
2018-02-07,1600,1885,1575,1795,2093296,1795
