Date,Open,High,Low,Close,Volume,Adj Close
2018-01-02,2235,2400,2170,2325,1367576,2325
2018-01-03,2360,2365,2215,2260,1012303,2260
2018-01-04,2270,2280,2145,2160,934241,2160
2018-01-05,2185,2315,2100,2180,897378,2180
2018-01-08,2160,2175,2050,2090,918233,2090
2018-01-09,2090,2260,2045,2220,1833497,2220
2018-01-10,2155,2225,2075,2080,914979,2080
2018-01-11,2150,2190,2055,2135,914821,2135
2018-01-12,2135,2170,2040,2095,797935,2095
2018-01-15,2125,2185,2075,2090,589745,2090
2018-01-16,2100,2135,2030,2125,656123,2125
2018-01-17,2120,2220,2105,2145,860522,2145
2018-01-18,2145,2290,2140,2200,1038170,2200
2018-01-19,2230,2265,2190,2200,557917,2200
2018-01-22,2200,2240,2115,2150,480479,2150
2018-01-23,2150,2205,2110,2170,370313,2170
2018-01-24,2130,2210,2090,2090,589704,2090
2018-01-25,2090,2130,2055,2110,329840,2110
2018-01-26,2125,2335,2110,2270,1864828,2270
2018-01-29,2300,2335,2240,2280,1014011,2280
2018-01-30,2280,2320,2190,2220,814779,2220
2018-01-31,2235,2360,2195,2230,1751654,2230
2018-02-01,2235,2305,2215,2230,748926,2230
2018-02-02,2245,2280,2165,2230,724994,2230
2018-02-05,2175,2215,2100,2115,665616,2115
2018-02-06,2030,2100,1980,2090,814106,2090
2018-02-07,2110,2160,2000,2000,517155,2000
2018-02-08,2000,2060,2000,2030,274003,2030
2018-02-09,1920,2010,1920,1960,490404,1960
2018-02-12,1920,2010,1920,1960,430031,1960
2018-02-13,1960,2005,1840,1850,1088890,1850
2018-02-14,1870,1990,1860,1925,623035,1925
2018-02-19,1350,1350,1350,1350,793367,1350
2018-02-20,1350,1480,1345,1390,5639244,1390
2018-02-21,1385,1475,1335,1475,3093049,1475
2018-02-22,1500,1600,1470,1525,3157160,1525
2018-02-23,1545,1545,1425,1440,1413188,1440
2018-02-26,1385,1430,1285,1355,2751181,1355
2018-02-27,1370,1380,1285,1300,1698063,1300
2018-02-28,1300,1660,1250,1490,13149379,1490
2018-03-02,1390,1630,1380,1545,2914054,1545
2018-03-05,1650,2005,1645,2005,15520302,2005
2018-03-06,2250,2530,2230,2415,18657619,2415
2018-03-08,2250,2300,2130,2280,3369853,2280
2018-03-09,2255,2255,2085,2140,3464393,2140
2018-03-12,2110,2240,2000,2085,4602773,2085
2018-03-13,2105,2105,1965,2000,2970563,2000
2018-03-14,2025,2070,1940,1955,2811880,1955
2018-03-15,1975,2050,1970,1995,2529343,1995
2018-03-16,1960,1995,1845,1890,3230033,1890
2018-03-19,1865,1865,1515,1570,6991519,1570
2018-03-20,1570,1660,1450,1620,5897293,1620
2018-03-21,1620,1635,1540,1585,2520136,1585
2018-03-22,1520,1575,1410,1455,3541114,1455
