,Adj Close,Close,High,Low,Open,Volume
2018-01-02,32150,32150,32700,32000,32700,22532
2018-01-03,32100,32100,32250,31900,32100,14392
2018-01-04,31650,31650,32400,31650,32400,21606
2018-01-05,32050,32050,32100,31650,32100,10488
2018-01-08,31450,31450,32250,31200,32250,29378
2018-01-09,30800,30800,31500,30800,31500,19428
2018-01-10,31000,31000,31250,30550,30900,17765
2018-01-11,32000,32000,32000,30750,31050,29590
2018-01-12,32000,32000,32350,31700,32350,20607
2018-01-15,32000,32000,32200,31850,31900,18274
2018-01-16,31900,31900,32200,31600,31850,21528
2018-01-17,31900,31900,32050,31550,31900,8513
2018-01-18,31950,31950,32100,31700,31800,24646
2018-01-19,32950,32950,33000,31850,31950,40393
2018-01-22,35450,35450,36550,33000,33000,204829
2018-01-23,35450,35450,36550,35450,35650,69510
2018-01-24,35300,35300,35450,34600,35450,15494
2018-01-25,34800,34800,35450,34700,35300,27839
2018-01-26,34800,34800,35650,33800,35100,75844
2018-01-29,36550,36550,36800,34600,35200,65437
2018-01-30,36450,36450,36700,35500,36500,31929
2018-01-31,35800,35800,36150,34900,35850,24115
2018-02-01,36000,36000,36050,35300,35800,12900
2018-02-02,35150,35150,36000,34100,35850,54306
2018-02-05,34700,34700,35050,33900,34950,29992
2018-02-06,33850,33850,34150,32550,33700,34799
2018-02-07,34050,34050,34800,33750,34150,32845
2018-02-08,34200,34200,34200,33650,34050,18744
2018-02-09,33800,33800,33800,32850,33650,28730
2018-02-12,34100,34100,34100,33250,33900,20407
2018-02-13,32900,32900,34200,32600,34150,25836
2018-02-14,32400,32400,33000,32200,32900,23815
2018-02-15,32400,32400,32400,32400,32400,0
2018-02-16,32400,32400,32400,32400,32400,0
2018-02-19,33400,33400,33400,32550,32550,15810
2018-02-20,34300,34300,34300,33000,33200,10557
2018-02-21,32700,32700,34100,32550,34100,43507
2018-02-22,33000,33000,33000,32400,32700,15488
2018-02-23,32850,32850,33150,32450,33000,25749
2018-02-26,33300,33300,33550,33000,33300,12992
2018-02-27,32850,32850,33550,32550,33550,13934
2018-02-28,32900,32900,32900,32300,32850,10713
2018-03-02,32500,32500,32850,31800,32850,18185
2018-03-05,32400,32400,32400,31800,32250,12455
2018-03-06,32550,32550,32550,32000,32400,7429
