Date,Open,High,Low,Close,Volume,Adj Close
2018-01-02,11000,11100,10700,11000,216312,11000
2018-01-03,10950,11600,10750,11500,228628,11500
2018-01-04,11700,12350,11700,12050,235746,12050
2018-01-05,12000,12500,12000,12300,238513,12300
2018-01-08,12300,12450,12100,12200,126528,12200
2018-01-09,12100,12200,11100,11500,387418,11500
2018-01-10,11800,13450,11600,13250,1120452,13250
2018-01-11,13050,13100,12150,12750,616096,12750
2018-01-12,12650,12900,10800,12050,2064068,12050
2018-01-15,11650,11900,11250,11700,725698,11700
2018-01-16,11850,12050,11650,11650,330617,11650
2018-01-17,11650,11650,10800,11350,853324,11350
2018-01-18,11300,11450,11100,11350,264973,11350
2018-01-19,11400,11550,10950,10950,649116,10950
2018-01-22,11000,11250,10600,10800,247319,10800
2018-01-23,10800,11150,10650,10800,369793,10800
2018-01-24,10900,12450,10900,12250,1514424,12250
2018-01-25,12150,12650,11750,12500,942973,12500
2018-01-26,12950,15450,12650,14650,3932653,14650
2018-01-29,14650,15800,14350,15700,1423372,15700
2018-01-30,15850,16850,15300,16000,1012539,16000
2018-01-31,16500,18450,13300,14600,3007442,14600
2018-02-01,15000,15800,14600,15800,1102436,15800
2018-02-02,16150,17000,14850,17000,1355316,17000
2018-02-05,16750,17750,16300,16750,1189843,16750
2018-02-06,15400,17150,15000,16950,780632,16950
2018-02-07,17150,17500,16350,16350,531217,16350
2018-02-08,16550,17000,16050,16800,412827,16800
2018-02-09,16200,17200,16200,16850,426974,16850
2018-02-12,16200,17200,16200,16650,379963,16650
2018-02-13,16500,16750,15150,16000,780539,16000
2018-02-14,16100,16550,15650,16550,346999,16550
2018-02-19,16600,17000,16450,16550,228711,16550
2018-02-20,16600,17750,16500,17000,740730,17000
2018-02-21,16950,18500,16950,18100,745184,18100
2018-02-22,18150,18600,17600,17700,389388,17700
2018-02-23,17850,17950,16900,17400,435573,17400
2018-02-26,17300,17400,15150,15650,1282285,15650
2018-02-27,15250,15600,14900,15200,554499,15200
2018-02-28,15150,17200,14750,17200,1000140,17200
