Date,Open,High,Low,Close,Volume,Adj Close
2018-01-01,2005,2005,2005,2005,0,2005
2018-01-02,2010,2010,2000,2005,466,2005
2018-01-03,2005,2010,2000,2010,41717,2010
2018-01-04,2010,2010,2000,2010,23525,2010
2018-01-05,2010,2010,2000,2010,13645,2010
2018-01-08,2010,2015,2005,2010,38260,2010
2018-01-09,2010,2015,2005,2005,7998,2005
2018-01-10,2005,2005,2005,2005,0,2005
2018-01-11,2005,2010,2005,2010,56186,2010
2018-01-12,2005,2010,2005,2010,921,2010
2018-01-15,2005,2010,2005,2010,15729,2010
2018-01-16,2005,2015,2005,2015,20692,2015
2018-01-17,2010,2020,2010,2020,42284,2020
2018-01-18,2010,2020,1995,2015,187330,2015
2018-01-19,2015,2015,2005,2015,11400,2015
2018-01-22,2015,2015,2015,2015,0,2015
2018-01-23,2010,2015,2010,2010,18156,2010
2018-01-24,2015,2015,2005,2015,66994,2015
2018-01-25,2005,2015,2005,2015,60935,2015
2018-01-26,2010,2015,2010,2015,26133,2015
2018-01-29,2010,2015,2010,2015,27810,2015
2018-01-30,2010,2015,2005,2015,58897,2015
2018-01-31,2010,2020,2010,2020,56283,2020
2018-02-01,2015,2020,2015,2020,18589,2020
2018-02-02,2020,2020,2015,2020,36509,2020
2018-02-05,2010,2020,2000,2015,70930,2015
2018-02-06,2015,2015,2010,2015,90251,2015
2018-02-07,2015,2020,2010,2015,72663,2015
2018-02-08,2020,2025,2015,2020,34386,2020
2018-02-09,2015,2020,2015,2015,40055,2015
2018-02-12,2015,2020,2015,2020,1515,2020
2018-02-13,2015,2020,2015,2020,12865,2020
2018-02-14,2020,2025,2015,2020,102615,2020
2018-02-19,2025,2025,2015,2015,4764,2015
2018-02-20,2020,2020,2015,2015,51814,2015
2018-02-21,2020,2020,2010,2015,45821,2015
2018-02-22,2020,2025,2015,2025,108374,2025
2018-02-23,2020,2025,2015,2020,16112,2020
2018-02-26,2025,2025,2020,2020,87432,2020
2018-02-27,2020,2025,2020,2020,53011,2020
2018-03-02,2020,2025,2020,2025,131733,2025
2018-03-05,2020,2025,2020,2020,164962,2020
2018-03-06,2020,2025,2020,2025,241402,2025
2018-03-08,2025,2030,2020,2025,118904,2025
2018-03-09,2025,2030,2025,2025,78047,2025
2018-03-12,2030,2030,2025,2030,95076,2030
