,Adj Close,Close,High,Low,Open,Volume
2018-01-01,36250,36250,36250,36250,36250,0
2018-01-02,35700,35700,36250,35650,36250,1674
2018-01-03,36000,36000,36150,35700,35700,4395
2018-01-04,36050,36050,36700,36000,36700,3797
2018-01-05,36150,36150,36750,36000,36750,1871
2018-01-08,36100,36100,36300,35600,36150,5550
2018-01-09,36000,36000,36350,35900,36000,4726
2018-01-10,36000,36000,36700,35200,36700,3688
2018-01-11,35900,35900,36050,35800,36000,1024
2018-01-12,35700,35700,35900,35600,35700,2421
2018-01-15,36300,36300,36850,35850,36850,10778
2018-01-16,37150,37150,37150,36100,36300,7227
2018-01-17,38900,38900,39100,37200,37200,13091
2018-01-18,41150,41150,41450,38250,38950,15747
2018-01-19,42450,42450,42750,41150,41250,20857
2018-01-22,41350,41350,42400,40750,42400,6119
2018-01-23,41600,41600,41650,38150,41350,9756
2018-01-24,42300,42300,42850,40950,42450,8558
2018-01-25,41100,41100,42950,40300,42950,6328
2018-01-26,40300,40300,41100,40300,41100,4301
2018-01-29,41750,41750,42450,40050,40300,5707
2018-01-30,42900,42900,42900,41750,41850,5756
2018-01-31,43000,43000,43600,42500,42500,3547
2018-02-01,42900,42900,43700,42500,43700,2278
2018-02-02,41750,41750,42800,41350,42800,3479
2018-02-05,41000,41000,41700,40000,41100,3163
2018-02-06,40400,40400,41500,39100,39100,3503
2018-02-07,40300,40300,41000,40250,40400,2105
2018-02-08,40800,40800,41350,40200,40200,1197
2018-02-09,40600,40600,40650,40200,40650,1349
2018-02-12,40400,40400,40950,40150,40600,9493
2018-02-13,40200,40200,40800,40150,40400,10358
2018-02-14,40550,40550,40550,39500,40000,938
2018-02-19,40700,40700,40800,40550,40550,4976
2018-02-20,40900,40900,41300,40200,40550,1340
2018-02-21,40450,40450,43600,40450,43600,1809
2018-02-22,40750,40750,40850,40400,40450,422
2018-02-23,42350,42350,43000,42350,43000,157322
2018-02-26,42500,42500,42650,42450,42500,67080
2018-02-27,42500,42500,42650,42500,42650,12063
2018-02-28,42600,42600,42650,42500,42650,18658
2018-03-02,42600,42600,42750,42500,42500,9119
2018-03-05,42700,42700,42700,42550,42650,74026
2018-03-06,42600,42600,42750,42600,42700,24542
2018-03-07,42700,42700,42750,42600,42700,9913
2018-03-08,42750,42750,42800,42600,42600,18144
2018-03-09,42750,42750,42800,42650,42650,6261
2018-03-12,42750,42750,42850,42600,42750,43394
2018-03-13,42300,42300,42950,41100,42750,4604
2018-03-14,42200,42200,42900,41850,42900,5151
2018-03-15,40500,40500,41900,40100,40100,17126
2018-03-16,39050,39050,40400,38000,40400,26639
