,Adj Close,Close,High,Low,Open,Volume
2018-02-01,14350,14350,14450,14100,14400,127384
2018-02-02,14150,14150,14400,14050,14350,173942
2018-02-05,13750,13750,14050,13750,14000,110077
2018-02-06,13450,13450,13550,13150,13250,315162
2018-02-07,13450,13450,13800,13300,13650,167200
2018-02-08,13650,13650,13750,13350,13450,105836
2018-02-09,14900,14900,15350,13900,14100,1838763
2018-02-12,15350,15350,15350,13900,14100,1661213
2018-02-13,14650,14650,15400,14650,15300,625892
2018-02-14,15050,15050,15250,14450,14700,540914
2018-02-19,15300,15300,15950,15100,15350,571143
2018-02-20,15000,15000,15600,14900,15200,324743
2018-02-21,15400,15400,15550,15000,15300,497578
2018-02-22,15200,15200,15650,15050,15400,286043
2018-02-23,15350,15350,15550,15200,15200,277325
2018-02-26,15100,15100,15700,15050,15600,301587
2018-02-27,15900,15900,15950,15150,15250,784775
2018-02-28,15500,15500,16150,15350,15750,623599
2018-03-02,15850,15850,15900,15200,15200,304699
2018-03-05,15600,15600,16150,15600,15850,238585
2018-03-06,15450,15450,15900,15250,15750,259568
2018-03-08,15100,15100,15500,15000,15200,235558
2018-03-09,15400,15400,15450,14950,15200,227971
2018-03-12,15350,15350,15750,15250,15450,302305
2018-03-13,15350,15350,15550,15250,15400,187582
2018-03-14,15700,15700,15700,15350,15350,299872
2018-03-15,15750,15750,15900,15450,15700,328486
2018-03-16,15500,15500,15800,15400,15750,190771
2018-03-19,15200,15200,15700,15000,15600,201647
2018-03-20,14750,14750,15250,14650,15100,357533
2018-03-21,14900,14900,15200,14750,14950,164935
2018-03-22,14900,14900,15200,14800,14900,118444
2018-03-23,14150,14150,14700,13950,14700,303177
2018-03-26,14300,14300,14300,14000,14100,204175
2018-03-27,14000,14000,14450,13850,14400,273825
2018-03-28,14050,14050,14100,13850,13900,145910
2018-03-29,14100,14100,14150,13900,14000,93926
2018-03-30,14200,14200,14200,13900,14100,148335
2018-04-02,13900,13900,14200,13650,14200,225691
2018-04-03,13900,13900,14050,13750,13850,114244
2018-04-04,13650,13650,14050,13450,14050,204001
2018-04-05,14000,14000,14150,13650,13700,143060
2018-04-06,14000,14000,14150,13850,14050,102840
2018-04-09,13900,13900,14100,13800,13950,94324
2018-04-10,13900,13900,13950,13700,13950,83587
2018-04-11,13900,13900,14000,13800,14000,126422
2018-04-12,14200,14200,14350,13900,13950,181776
2018-04-13,14000,14000,14350,13950,14300,140119
2018-04-16,14250,14250,14250,13900,13900,114473
2018-04-17,14050,14050,14350,14000,14300,98139
2018-04-18,14300,14300,14300,13900,14200,163022
2018-04-19,14200,14200,14300,13900,14300,164280
2018-04-20,14300,14300,14350,14000,14100,120297
2018-04-23,14300,14300,14450,14000,14450,146662
2018-04-24,13750,13750,14300,13750,14250,239709
2018-04-25,13800,13800,13950,13650,13700,98831
2018-04-26,13750,13750,13850,13700,13800,50857
2018-04-27,13900,13900,14000,13600,13750,139690
2018-04-30,13700,13700,13850,13500,13800,152271
2018-05-02,13850,13850,13900,13500,13700,175392
2018-05-03,13900,13900,13950,13750,13750,71552
2018-05-04,13750,13750,13900,13700,13850,112653
2018-05-08,13650,13650,13950,13650,13750,220704
2018-05-09,13800,13800,13800,13500,13700,133697
2018-05-10,13800,13800,13900,13650,13800,104462
2018-05-11,14050,14050,14050,13750,13850,179718
2018-05-14,14050,14050,14050,13900,14050,124419
2018-05-15,14050,14050,14150,13800,14050,202089
2018-05-16,14000,14000,14050,13900,13900,197508
2018-05-17,13900,13900,14100,13850,13950,91675
2018-05-18,13950,13950,13950,13700,13900,80669
2018-05-21,13900,13900,14000,13800,13900,45771
2018-05-23,13800,13800,14050,13750,14050,90425
2018-05-24,13650,13650,13900,13550,13850,102133
2018-05-25,13550,13550,13650,13450,13650,100365
2018-05-28,13500,13500,13550,13300,13550,105971
2018-05-29,13550,13550,13700,13450,13500,61145
2018-05-30,13200,13200,13500,13050,13500,133542
2018-05-31,13300,13300,13400,13100,13300,86487
2018-06-01,13200,13200,13350,13100,13300,80982
2018-06-04,13400,13400,13550,13200,13250,84770
2018-06-05,13250,13250,13600,13200,13400,72088
2018-06-07,13000,13000,13300,12900,13250,269558
2018-06-08,13050,13050,13150,12950,13050,91616
2018-06-11,13100,13100,13200,13000,13050,70319
2018-06-12,13150,13150,13150,13000,13150,100459
2018-06-14,13000,13000,13400,13000,13100,147791
2018-06-15,12850,12850,13100,12800,13050,111184
2018-06-18,12450,12450,13050,12300,12850,185669
2018-06-19,12300,12300,12600,11950,12450,189635
2018-06-20,12400,12400,12600,12100,12100,117921
2018-06-21,12300,12300,12750,12300,12750,86997
2018-06-22,12300,12300,12400,12000,12200,81686
2018-06-25,12550,12550,12550,12150,12400,62017
2018-06-26,12500,12500,12550,12300,12300,89585
2018-06-27,14450,14450,14700,12500,12550,1556776
2018-06-28,14150,14150,14450,14000,14350,338628
2018-06-29,13900,13900,14400,13850,14200,391454
2018-07-02,13400,13400,14300,13300,14000,443407
2018-07-03,13300,13300,13700,13150,13500,239199
2018-07-04,13500,13500,13600,13000,13350,219896
2018-07-05,13850,13850,14000,13350,13400,218540
2018-07-06,14150,14150,14350,13600,13750,301462
2018-07-09,14600,14600,14850,14100,14100,435331
2018-07-10,14800,14800,14900,14450,14800,252481
2018-07-11,15400,15400,15650,14650,14750,1126835
2018-07-12,15500,15500,15600,15150,15450,491538
2018-07-13,15450,15450,15900,15350,15600,364299
2018-07-16,15850,15850,16150,15500,15550,671584
2018-07-17,17000,17000,17150,15900,16000,1837591
2018-07-18,16700,16700,17800,16500,16900,1367707
2018-07-19,16650,16650,17200,16100,16800,871182
2018-07-20,16650,16650,17350,16250,16600,667773
2018-07-23,16750,16750,17300,16550,17050,722221
2018-07-24,17100,17100,17100,16500,17000,440680
2018-07-26,16550,16550,16750,16300,16350,276828
2018-07-27,17050,17050,17150,16500,16650,503731
2018-07-30,16850,16850,17050,16650,16950,168724
2018-07-31,17100,17100,17200,16550,16850,354339
2018-08-01,16650,16650,17350,16350,17150,496302
2018-08-02,16800,16800,17150,16450,16500,301750
2018-08-03,16850,16850,17000,16600,16950,193691
2017-12-21,13809,13952,14142,13761,14142,155326
2017-12-22,13762,13904,13904,13714,13809,137617
2017-12-26,13809,13952,14095,13904,14000,198948
2017-12-27,13950,13950,14150,13650,14150,125079
2017-12-28,14150,14150,14300,13900,13950,120032
2018-01-02,14450,14450,14550,14250,14350,120286
2018-01-03,14400,14400,14550,14250,14550,97097
2018-01-04,14150,14150,14500,14100,14450,119053
2018-01-05,14250,14250,14300,14100,14200,82186
2018-01-08,14050,14050,14450,13900,14400,161874
2018-01-09,13850,13850,14100,13750,13950,194030
2018-01-10,13650,13650,13900,13550,13850,214879
2018-01-11,13950,13950,14050,13550,13700,148441
2018-01-12,13750,13750,14100,13500,14100,197324
2018-01-15,13500,13500,13850,13200,13800,266519
2018-01-16,13550,13550,13650,13400,13400,103457
2018-01-17,13650,13650,13750,13400,13550,104108
2018-01-18,13700,13700,13750,13550,13700,97845
2018-01-19,13600,13600,13750,13450,13750,99123
2018-01-22,13500,13500,13900,13300,13900,144646
2018-01-23,13550,13550,13650,13350,13550,141793
2018-01-24,13800,13800,13850,13400,13600,189826
2018-01-25,14300,14300,14350,13700,13800,232940
2018-01-26,14500,14500,14550,14150,14350,230286
2018-01-29,14600,14600,14750,14400,14500,248734
2018-01-30,14400,14400,14650,14350,14600,137137
2018-01-31,14350,14350,14400,14050,14300,174792
2018-08-06,16950,16950,17250,16700,16700,392519
