,Adj Close,Close,High,Low,Open,Volume
2018-01-01,11750,11750,11750,11750,11750,0
2018-02-01,13700,13700,13750,13500,13750,28671
2018-02-02,13400,13400,13550,13300,13500,29776
2018-02-05,13250,13250,13350,13050,13150,26860
2018-02-06,13000,13000,13100,12200,12800,59726
2018-02-07,12500,12500,13100,12500,13100,36357
2018-02-08,12650,12650,12900,12450,12750,20913
2018-02-09,12550,12550,12550,12250,12450,13687
2018-02-12,12700,12700,12550,12250,12450,20187
2018-02-13,12700,12700,12900,12550,12450,14837
2018-02-14,12600,12600,12750,12500,12700,12799
2018-02-19,13000,13000,13100,12500,12750,28195
2018-02-20,12950,12950,13150,12700,13050,23100
2018-02-21,12900,12900,13000,12750,13000,19527
2018-02-22,12850,12850,12950,12650,12750,13014
2018-02-23,12700,12700,12900,12600,12900,16769
2018-02-26,12750,12750,12950,12600,12700,13428
2018-02-27,12600,12600,12900,12250,12700,75397
2018-02-28,12500,12500,12700,12300,12600,17925
2018-03-02,12200,12200,12350,11900,11900,20107
2018-03-05,11500,11500,12100,11400,11950,92525
2018-03-06,11500,11500,11750,11400,11600,37309
2018-03-08,11700,11700,11700,11300,11300,19403
2018-03-09,12150,12150,12250,11650,11700,54755
2018-03-12,12200,12200,12400,11950,12200,24136
2018-03-13,12250,12250,12350,11900,12300,31329
2018-03-14,12200,12200,12300,12000,12250,22376
2018-03-15,12400,12400,12400,11900,12050,43169
2018-03-16,12700,12700,12900,12350,12450,55380
2018-03-19,13050,13050,13050,12500,12700,63536
2018-03-20,13050,13050,13100,12750,12950,16586
2018-03-21,12900,12900,13200,12850,13050,21524
2018-03-22,11750,11750,12700,11300,12500,262104
2018-03-23,10500,10500,11300,10300,11300,267191
2018-03-26,9000,9000,10100,8500,9810,638819
2018-03-27,9350,9350,9750,8880,8880,221739
2018-03-28,8900,8900,9780,8630,9450,233319
2018-03-29,10250,10250,11550,10000,10700,1775529
2018-03-30,9780,9780,10300,9430,10300,232193
2018-04-02,9300,9300,9780,9240,9780,177364
2018-04-03,9390,9390,9500,9070,9190,49388
2018-04-04,9500,9500,9560,9330,9550,74478
2018-04-05,9590,9590,9680,9460,9550,48595
2018-04-06,9600,9600,9670,9520,9660,32833
2018-04-09,9820,9820,9960,9600,9600,63535
2018-04-10,10250,10250,10350,9790,9880,122656
2018-04-11,10250,10250,10400,10100,10400,57773
2018-04-12,10400,10400,10500,10050,10350,71096
2018-04-13,10850,10850,11200,10300,10500,167068
2018-04-16,10900,10900,11250,10800,11050,62290
2018-04-17,11100,11100,11150,10850,11000,59176
2018-04-18,11400,11400,11800,11200,11300,207574
2018-04-19,10900,10900,11550,10700,11550,84612
2018-04-20,10900,10900,11100,10750,10950,35885
2018-04-23,10650,10650,11100,10550,11000,49843
2018-04-24,10650,10650,10950,10500,10650,27689
2018-04-25,10600,10600,10900,10500,10600,7686
2018-04-26,10500,10500,10700,10200,10700,28831
2018-04-27,10650,10650,10950,10550,10700,42898
2018-04-30,10350,10350,10850,10200,10600,53163
2018-05-02,10650,10650,10650,10200,10650,53739
2018-05-03,10650,10650,10700,10450,10650,19931
2018-05-04,10400,10400,10750,10200,10750,24167
2018-05-08,10000,10000,10500,9960,10400,46637
2018-05-09,9990,9990,10150,9880,10000,32724
2018-05-10,9990,9990,10250,9810,10150,29724
2018-05-11,9990,9990,10050,9900,10050,16833
2018-05-14,9860,9860,10100,9740,10000,28544
2018-05-15,9780,9780,9950,9690,9880,14662
2018-05-16,9440,9440,9820,9390,9820,63349
2018-05-17,9330,9330,9490,9240,9490,14922
2018-05-18,9460,9460,9490,9130,9180,25509
2018-05-21,9400,9400,9590,9300,9480,27928
