Date,Open,High,Low,Close,Volume,Adj Close
2018-01-02,3700,3850,3620,3800,162334,3800
2018-01-03,3800,3830,3690,3745,103214,3745
2018-01-04,3745,3750,3665,3680,73637,3680
2018-01-05,3775,3775,3680,3700,70369,3700
2018-01-08,3725,3725,3490,3575,96238,3575
2018-01-09,3575,3890,3490,3535,259906,3535
2018-01-10,3540,3750,3500,3700,166244,3700
2018-01-11,3585,3700,3505,3690,118007,3690
2018-01-12,3690,3690,3560,3670,65186,3670
2018-01-15,3670,3670,3545,3580,73647,3580
2018-01-16,3575,3575,3400,3470,200314,3470
2018-01-17,3510,3860,3425,3710,505901,3710
2018-01-18,3715,4400,3665,4165,926856,4165
2018-01-19,4200,4395,4125,4255,245683,4255
2018-01-22,4220,4310,4150,4310,251237,4310
2018-01-23,4355,4560,4270,4550,358938,4550
2018-01-24,4550,4850,4450,4750,374385,4750
2018-01-25,4750,5820,4750,5550,1196673,5550
2018-01-26,5640,5710,5350,5560,294708,5560
2018-01-29,5560,5760,5250,5680,353173,5680
2018-01-30,5650,5760,5570,5700,187349,5700
2018-01-31,5610,6170,5600,6080,565177,6080
2018-02-01,6080,7230,6080,6990,956088,6990
2018-02-02,7050,7480,6500,7030,441034,7030
2018-02-05,6950,7200,6680,6930,226869,6930
2018-02-06,6750,6890,6380,6800,220755,6800
2018-02-07,7040,7200,6800,6800,159082,6800
2018-02-08,7080,7080,6770,6990,123887,6990
2018-02-09,6830,7190,6830,6990,191311,6990
2018-02-12,6830,7190,6830,6870,145361,6870
2018-02-13,6660,6900,6410,6490,162412,6490
2018-02-14,6490,6840,6230,6710,195779,6710
2018-02-19,6710,7070,6710,6980,94902,6980
2018-02-20,6980,7080,6840,6980,106815,6980
2018-02-21,6980,7030,6830,6990,109601,6990
2018-02-22,7150,8050,7060,7760,632952,7760
2018-02-23,7780,8400,7770,8370,389842,8370
2018-02-26,8430,8430,8080,8180,166233,8180
2018-02-27,8180,8660,8110,8250,252768,8250
2018-02-28,8280,8410,8220,8390,202225,8390
2018-03-02,8270,8900,8160,8850,298718,8850
2018-03-05,8970,9430,8720,9000,298064,9000
2018-03-06,9060,9300,8660,8910,151761,8910
2018-03-08,8890,9060,8770,8880,201623,8880
2018-03-09,8890,9370,8770,9310,278981,9310
2018-03-12,9300,9540,8910,9300,328425,9300
2018-03-13,9120,9450,9120,9450,142432,9450
2018-03-14,9560,10400,9560,10250,551409,10250
2018-03-15,10450,10850,10250,10700,261348,10700
2018-03-16,10850,11300,10450,11050,272908,11050
2018-03-19,11400,11600,9860,9930,594794,9930
2018-03-20,9620,9770,7750,8270,1656730,8270
2018-03-21,8270,8880,5790,5790,1302201,5790
2018-04-24,550,692,550,651,10616882,651
2018-04-25,508,550,415,415,5446713,415
2018-04-26,425,505,380,415,5218029,415
2018-04-27,400,606,385,440,6708451,440
2018-04-30,450,482,371,372,4438509,372
2018-05-02,355,360,255,255,3843711,255
2018-05-03,220,331,200,331,6444606,331
