Date,Open,High,Low,Close,Volume,Adj Close
2018-01-01,7070,7070,7070,7070,0,7070
2018-01-02,7010,7220,7010,7150,34897,7150
2018-01-03,7130,7630,7120,7630,240972,7630
2018-01-04,7700,8550,7570,8400,376137,8400
2018-01-05,8530,10250,8530,9980,1153846,9980
2018-01-08,9850,9970,9250,9400,589343,9400
2018-01-09,9400,9610,9160,9350,221875,9350
2018-01-10,9360,9830,9250,9750,280405,9750
2018-01-11,9800,10550,9630,10000,465107,10000
2018-01-12,10050,10100,9110,9900,199642,9900
2018-01-15,9910,10900,9580,10800,666340,10800
2018-01-16,10650,10700,10300,10450,185650,10450
2018-01-17,10450,10450,9710,9720,244738,9720
2018-01-18,9720,10200,9450,9620,173206,9620
2018-01-19,9700,9790,9550,9650,66111,9650
2018-01-22,9650,9650,9260,9330,83308,9330
2018-01-23,9450,9660,9280,9510,102355,9510
2018-01-24,9470,10000,9420,9910,219091,9910
2018-01-25,9990,10600,9830,10600,244739,10600
2018-01-26,11400,13750,11200,12850,4767838,12850
2018-01-29,12750,13450,12550,13150,724277,13150
2018-01-30,12800,12950,12300,12500,343110,12500
2018-01-31,12250,12300,11450,12050,487532,12050
2018-02-01,11950,13600,11900,12950,818205,12950
2018-02-02,13000,13050,12100,12450,206322,12450
2018-02-05,11900,12250,11600,11800,149715,11800
2018-02-06,11100,12150,10550,11600,322041,11600
2018-02-07,11850,13000,11150,11150,520595,11150
2018-02-08,11450,11900,10950,11550,202441,11550
2018-02-09,11150,11450,10700,11100,191280,11100
2018-02-12,11150,11450,10650,10900,167465,10900
2018-02-13,11150,12200,10950,10950,429659,10950
2018-02-14,11000,11550,10900,11350,122461,11350
2018-02-19,11400,12100,10900,12100,184840,12100
2018-02-20,12300,12300,11600,11700,154657,11700
2018-02-21,11600,12150,11150,11700,172051,11700
2018-02-22,11650,12150,11350,11900,129514,11900
2018-02-23,12050,12050,11650,11650,37893,11650
2018-02-26,11900,12750,11650,12400,262927,12400
2018-02-27,12400,12450,11900,12050,167805,12050
2018-02-28,12800,13550,12550,12800,1161622,12800
2018-03-02,12700,15200,12700,14200,2245705,14200
2018-03-05,14300,15150,14000,14750,690076,14750
2018-03-06,14750,14950,14000,14250,403298,14250
2018-03-08,13650,15100,13500,15100,544674,15100
2018-03-09,14900,16500,14550,16150,662915,16150
2018-03-12,16400,18300,16150,17400,614865,17400
2018-03-13,17300,17400,14850,15100,851816,15100
2018-03-14,14950,15500,14350,15100,559035,15100
2018-03-15,15050,15150,14300,14700,282757,14700
2018-03-16,15450,16850,15200,15600,1996326,15600
2018-03-19,15800,16100,15600,15950,279143,15950
2018-03-20,15750,16000,14850,15000,271411,15000
2018-03-21,15150,15350,14850,14900,136661,14900
2018-03-22,15000,15700,14700,15400,211517,15400
2018-03-23,15000,15600,13800,13800,284714,13800
2018-03-26,13600,14850,13500,14650,221133,14650
2018-03-27,14800,15000,14200,14400,164859,14400
2018-03-28,14250,14250,13500,13950,215948,13950
2018-03-29,13950,14250,13600,13950,86091,13950
2018-03-30,14450,14850,14150,14700,176672,14700
