Date,Open,High,Low,Close,Volume,Adj Close
2018-01-02,2020,2020,2010,2020,5101,2020
2018-01-03,2020,2025,2010,2020,62072,2020
2018-01-04,2020,2030,2015,2025,31262,2025
2018-01-05,2030,2030,2020,2030,8347,2030
2018-01-08,2020,2030,2020,2030,6073,2030
2018-01-09,2030,2030,2020,2030,20994,2030
2018-01-10,2030,2030,2020,2025,8802,2025
2018-01-11,2025,2025,2025,2025,0,2025
2018-01-12,2030,2030,2025,2030,9241,2030
2018-01-15,2020,2030,2015,2020,14218,2020
2018-01-16,2030,2030,2020,2030,9640,2030
2018-01-17,2030,2030,2030,2030,0,2030
2018-01-18,2020,2030,2020,2030,18273,2030
2018-01-19,2020,2030,2020,2030,121202,2030
2018-01-22,2030,2030,2030,2030,0,2030
2018-01-23,2025,2030,2025,2030,28388,2030
2018-01-24,2025,2035,2025,2035,55832,2035
2018-01-25,2030,2035,2025,2030,38469,2030
2018-01-26,2030,2030,2030,2030,0,2030
2018-01-29,2025,2030,2025,2030,113374,2030
2018-01-30,2025,2030,2025,2030,38932,2030
2018-01-31,2030,2030,2025,2030,66572,2030
2018-02-01,2030,2030,2025,2025,118933,2025
2018-02-02,2030,2030,2025,2025,31162,2025
2018-02-05,2025,2030,2025,2025,87956,2025
2018-02-06,2025,2030,2025,2025,20551,2025
