,Adj Close,Close,High,Low,Open,Volume
2018-01-01,6400,6400,6400,6400,6400,0
2018-02-01,5550,5550,5620,5390,5480,157116
2018-02-02,5510,5510,5620,5470,5600,108720
2018-02-05,5390,5390,5500,5300,5500,85401
2018-02-06,5340,5340,5360,5200,5260,106604
2018-02-07,5240,5240,5390,5220,5390,61149
2018-02-08,5240,5240,5300,5180,5300,36046
2018-02-09,5160,5160,5240,5070,5210,53683
2018-02-12,5050,5050,5240,4995,5210,79638
2018-02-13,5050,5050,5060,4980,5010,31969
2018-02-14,5030,5030,5070,4955,5070,30509
2018-02-19,4970,4970,5050,4910,5030,33330
2018-02-20,4820,4820,4975,4815,4930,79490
2018-02-21,4645,4645,4800,4635,4770,176481
2018-02-22,4705,4705,4770,4655,4655,125292
2018-02-23,4710,4710,4730,4615,4730,57153
2018-02-26,4720,4720,4770,4710,4730,58419
2018-02-27,4710,4710,4740,4655,4695,46587
2018-02-28,4605,4605,4700,4570,4655,63633
2018-03-02,4470,4470,4620,4430,4600,54357
2018-03-05,4260,4260,4505,4260,4415,79294
2018-03-06,4365,4365,4365,4260,4260,73331
2018-03-08,4210,4210,4315,4205,4300,74569
2018-03-09,4070,4070,4250,4040,4220,197496
2018-03-12,4245,4245,4345,4080,4085,128689
2018-03-13,4285,4285,4325,4220,4245,106399
2018-03-14,4280,4280,4310,4240,4300,50194
2018-03-15,4375,4375,4505,4240,4280,118881
2018-03-16,4410,4410,4475,4375,4445,69722
2018-03-19,4510,4510,4570,4415,4490,134329
2018-03-20,3665,3665,4510,3650,3760,2390679
2018-03-21,3585,3585,3825,3565,3685,249451
2018-03-22,3490,3490,3585,3430,3580,141720
2018-03-23,3270,3270,3480,3260,3400,166455
2018-03-26,3480,3480,3505,3285,3285,109229
2018-03-27,3825,3825,4245,3495,3495,1590536
2018-03-28,3830,3830,4000,3775,3785,257946
2018-03-29,3740,3740,3850,3615,3830,169491
2018-03-30,3800,3800,3865,3700,3740,138977
2018-04-02,3770,3770,3875,3750,3865,130655
2018-04-03,3810,3810,3835,3690,3770,109608
2018-04-04,3390,3390,3525,3350,3370,1992176
2018-04-05,3395,3395,3445,3355,3430,331340
2018-04-06,3315,3315,3410,3285,3395,273110
2018-04-09,3185,3185,3250,3175,3195,550174
2018-04-10,3135,3135,3225,3135,3190,261511
2018-04-11,3260,3260,3280,3140,3140,673347
2018-04-12,3310,3310,3325,3235,3255,471839
2018-04-13,3345,3345,3345,3255,3340,224187
2018-04-16,3435,3435,3465,3320,3345,455088
2018-04-17,3390,3390,3470,3370,3470,281197
2018-04-18,3345,3345,3445,3315,3445,248036
2018-04-19,3265,3265,3380,3230,3380,246203
2018-04-20,3320,3320,3340,3235,3275,141683
2018-04-23,3290,3290,3340,3255,3340,156570
2018-04-24,3265,3265,3295,3070,3275,190186
2018-04-25,3135,3135,3250,3130,3220,306912
2018-04-26,3160,3160,3220,3115,3135,154654
2018-04-27,3170,3170,3205,3145,3205,102130
2018-04-30,3080,3080,3225,3060,3225,318251
2018-05-02,3100,3100,3130,3050,3080,182309
2018-05-03,3200,3200,3385,3095,3095,558892
2018-05-04,3205,3205,3275,3180,3200,164327
2018-05-08,3140,3140,3265,3140,3250,169102
2018-05-09,3140,3140,3185,3075,3150,153126
2018-05-10,3145,3145,3200,3100,3140,185787
2018-05-11,3195,3195,3205,3140,3150,117303
2018-05-14,3160,3160,3230,3155,3200,127481
2018-05-15,3310,3310,3325,3160,3185,445454
2018-05-16,3195,3195,3235,3160,3205,341025
2018-05-17,3230,3230,3290,3180,3195,270953
2018-05-18,3375,3375,3395,3210,3210,713514
2018-05-21,3390,3390,3470,3350,3350,470339
2018-05-23,3405,3405,3425,3325,3390,335198
2018-05-24,3330,3330,3450,3300,3425,328511
2018-05-25,3270,3270,3295,3200,3285,234409
2018-05-28,3215,3215,3310,3205,3255,299110
2018-05-29,3105,3105,3230,3100,3225,368490
2018-05-30,3120,3120,3295,3100,3105,227147
2018-05-31,3180,3180,3185,3120,3130,120794
2018-06-01,3150,3150,3190,3110,3180,171056
2018-06-04,3200,3200,3235,3130,3150,243515
2018-06-05,3200,3200,3230,3165,3195,129501
2018-06-07,3170,3170,3200,3135,3185,171562
2018-06-08,3220,3220,3245,3160,3170,283409
2018-06-11,3145,3145,3250,3130,3250,205193
2018-06-12,3120,3120,3170,3105,3145,177239
2018-06-14,3115,3115,3150,3080,3100,109627
2018-06-15,3110,3110,3150,3110,3115,118548
2018-06-18,3040,3040,3135,3035,3115,299647
2018-06-19,2945,2945,3100,2920,3100,216330
2018-06-20,2950,2950,2960,2895,2915,146426
2018-06-21,3000,3000,3160,2980,3015,420826
2018-06-22,2905,2905,2995,2890,2960,249931
2018-06-25,2905,2905,2945,2850,2900,104970
2018-06-26,2875,2875,2900,2850,2855,127937
2018-06-27,2900,2900,2910,2845,2845,115661
2018-06-28,3085,3085,3240,2905,2905,1311906
2018-06-29,3225,3225,3270,3095,3130,807743
2018-07-02,3460,3460,3560,3250,3280,2568296
2018-07-03,3665,3665,3750,3470,3475,3355005
2018-07-04,3150,3150,3870,3125,3780,4415529
2018-07-05,2905,2905,3210,2890,3150,1506321
2018-07-06,3000,3000,3045,2865,2905,1104255
2018-07-09,2955,2955,3025,2935,3025,313489
2018-07-10,2955,2955,3035,2950,3000,313018
2018-07-11,2895,2895,2955,2870,2945,334004
2018-07-12,2900,2900,2945,2880,2900,253013
2018-07-13,2900,2900,3010,2890,2895,291242
2018-07-16,2835,2835,2915,2830,2900,321664
2018-07-17,2815,2815,2875,2800,2830,281525
2018-07-18,2750,2750,2870,2705,2835,373648
2018-07-19,2570,2570,2755,2565,2745,465181
2018-07-20,2550,2550,2640,2550,2560,230578
2018-07-23,2460,2460,2680,2460,2670,314706
2018-07-24,2465,2465,2525,2435,2435,127213
2018-07-26,2420,2420,2445,2395,2445,217082
2018-07-27,2480,2480,2530,2420,2420,204221
2018-07-30,2500,2500,2545,2480,2485,67036
2018-07-31,2500,2500,2540,2480,2500,75340
2018-08-01,2675,2675,2880,2560,2560,3020499
2018-08-02,2640,2640,2660,2605,2655,274606
2017-12-18,6400,6400,6400,6400,6400,0
2017-12-19,6400,6400,6400,6400,6400,0
2017-12-21,6400,6400,6400,6400,6400,0
2017-12-22,6400,6400,6400,6400,6400,0
2017-12-26,6400,6400,6400,6400,6400,0
2017-12-27,6400,6400,6400,6400,6400,0
2017-12-28,6400,6400,6400,6400,6400,0
2018-01-02,6400,6400,6400,6400,6400,0
2018-01-03,6400,6400,6400,6400,6400,0
2018-01-04,6400,6400,6400,6400,6400,0
2018-01-05,6400,6400,6400,6400,6400,0
