Date,Open,High,Low,Close,Volume,Adj Close
2018-01-01,333,333,333,333,0,333
2018-01-02,336,352,336,352,1811093,352
2018-01-03,354,390,354,373,4981740,373
2018-01-04,386,423,383,405,8889295,405
2018-01-05,411,434,405,423,3126122,423
2018-01-08,427,492,427,480,9260649,480
2018-01-09,479,484,443,470,4465673,470
2018-01-10,470,478,449,477,3635697,477
2018-01-11,478,478,387,402,6582150,402
2018-01-12,424,424,386,401,2223271,401
2018-01-15,409,488,401,462,8297837,462
2018-01-16,467,468,438,453,3162964,453
2018-01-17,445,455,430,443,1780189,443
2018-01-18,443,464,443,460,1326832,460
2018-01-19,462,534,462,494,11176812,494
2018-01-22,494,497,476,484,1994989,484
2018-01-23,485,515,485,505,2317109,505
2018-01-24,509,519,492,493,1443354,493
2018-01-25,488,514,486,502,1187355,502
2018-01-26,507,543,503,521,2394948,521
2018-01-29,521,536,510,527,1908124,527
2018-01-30,527,534,516,532,1184505,532
2018-01-31,534,612,521,595,7450050,595
2018-02-01,582,722,575,689,13287252,689
2018-02-02,691,710,639,680,6450629,680
2018-02-05,665,731,642,649,7459176,649
2018-02-06,598,640,569,638,4872309,638
2018-02-07,650,695,600,611,3723851,611
2018-02-08,611,635,568,619,4390004,619
2018-02-09,596,625,580,595,1884774,595
2018-02-12,596,625,580,585,1350741,585
2018-02-13,585,601,579,580,1362652,580
2018-02-14,580,580,523,554,4686085,554
2018-02-19,560,577,544,563,1577384,563
2018-02-20,563,618,560,592,2169548,592
2018-02-21,602,618,592,600,1864401,600
2018-02-22,600,609,591,602,1272632,602
2018-02-23,602,633,598,605,2636129,605
2018-02-26,607,623,603,606,1077701,606
2018-02-27,607,614,596,600,1035465,600
2018-02-28,598,599,553,576,1525050,576
2018-03-02,565,617,560,576,970284,576
2018-03-05,580,592,561,586,746546,586
2018-03-06,590,611,575,582,1510428,582
2018-03-08,600,624,593,613,3519084,613
2018-03-09,616,618,605,613,1317621,613
2018-03-12,613,617,600,601,1912477,601
2018-03-13,600,604,570,578,2894815,578
2018-03-14,585,609,570,604,6410763,604
2018-03-15,604,672,595,647,10989004,647
2018-03-16,635,651,607,649,9518925,649
2018-03-19,659,665,637,640,5378162,640
2018-03-20,625,648,613,629,4195777,629
2018-03-21,620,627,561,587,6316176,587
