Date,Open,High,Low,Close,Volume,Adj Close
2018-01-02,2295,2300,2190,2205,25850,2205
2018-01-03,2180,2205,2150,2170,12070,2170
2018-01-04,2130,2230,2130,2140,7856,2140
2018-01-05,2140,2235,2120,2190,21237,2190
2018-01-08,2120,2200,2040,2045,52797,2045
2018-01-09,2065,2085,1980,2035,30462,2035
2018-01-10,2045,2550,2040,2155,91115,2155
2018-01-11,2175,2185,2120,2140,11818,2140
2018-01-12,2260,2360,2155,2170,32484,2170
2018-01-15,2230,2350,2130,2250,24342,2250
2018-01-16,2205,2265,2180,2190,7298,2190
2018-01-17,2220,2250,2190,2245,8048,2245
2018-01-18,2270,2270,2195,2245,15515,2245
2018-01-19,2220,2315,2220,2270,5481,2270
2018-01-22,2330,2330,2250,2290,4589,2290
2018-01-23,2265,2380,2265,2320,13098,2320
2018-01-24,2325,2355,2200,2220,20166,2220
2018-01-25,2220,2295,2215,2275,8436,2275
2018-01-26,2275,2275,2165,2195,37026,2195
2018-01-29,2210,2260,2195,2245,28627,2245
2018-01-30,2245,2370,2225,2250,20125,2250
2018-01-31,2255,2750,2250,2475,224886,2475
2018-02-01,2475,2475,2330,2445,24917,2445
2018-02-02,2485,3040,2385,2595,593772,2595
2018-02-05,2480,2585,2465,2515,57634,2515
2018-02-06,2390,2470,2305,2410,37309,2410
