Date,Open,High,Low,Close,Volume,Adj Close
2018-01-02,19600,19700,19600,19650,7671,19650
2018-01-03,19700,19800,19650,19700,16906,19700
2018-01-04,19750,19750,19650,19750,78230,19750
2018-01-05,19750,19750,19650,19700,40663,19700
2018-01-08,19700,19750,19700,19750,12746,19750
2018-01-09,19750,19800,19750,19800,14594,19800
2018-01-10,19800,19800,19700,19700,18663,19700
2018-01-11,19750,19750,19700,19700,1938,19700
2018-01-12,19800,19800,19700,19700,21586,19700
2018-01-15,19800,19800,19700,19750,16942,19750
2018-01-16,19750,19800,19700,19800,80899,19800
2018-01-17,19750,19800,19750,19800,8118,19800
2018-01-18,19800,19800,19750,19800,17836,19800
2018-01-19,19750,19800,19750,19750,15004,19750
2018-01-22,19800,19800,19750,19750,6569,19750
2018-01-23,19750,19900,19750,19800,25352,19800
2018-01-24,19800,19850,19800,19850,9169,19850
2018-01-25,19850,19850,19750,19850,28477,19850
2018-01-26,19800,19850,19800,19850,21781,19850
2018-01-29,19800,19850,19800,19800,24667,19800
2018-01-30,19800,19850,19750,19800,38885,19800
2018-01-31,19800,19850,19800,19800,48684,19800
2018-02-01,19850,19850,19800,19800,7067,19800
2018-02-02,19800,19850,19800,19800,4154,19800
2018-02-05,19800,19850,19800,19800,9509,19800
2018-02-06,19800,19850,19800,19850,22864,19850
2018-02-07,19850,19850,19800,19800,4223,19800
2018-02-08,19800,19850,19800,19800,1998,19800
2018-02-09,19800,19850,19800,19850,4153,19850
2018-02-12,19850,19850,19800,19800,4537,19800
2018-02-13,19850,19900,19800,19900,3961,19900
2018-02-14,19850,19900,19800,19850,830,19850
2018-02-15,19850,19850,19850,19850,0,19850
2018-02-16,19850,19850,19850,19850,0,19850
2018-02-19,19800,19900,19800,19850,48964,19850
2018-02-20,19850,19900,19850,19900,5748,19900
2018-02-21,19850,19950,19850,19950,31919,19950
2018-02-22,19950,19950,19950,19950,0,19950
2018-02-23,19950,19950,19950,19950,0,19950
2018-02-26,19950,19950,19950,19950,0,19950
2018-02-27,19950,19950,19950,19950,0,19950
2018-02-28,19950,19950,19950,19950,0,19950
2018-03-02,19950,19950,19950,19950,0,19950
2018-03-05,19950,19950,19950,19950,0,19950
2018-03-06,19950,19950,19950,19950,0,19950
2018-03-07,19950,19950,19950,19950,0,19950
2018-03-08,19950,19950,19950,19950,0,19950
2018-03-09,19950,19950,19950,19950,0,19950
2018-03-12,19950,19950,19950,19950,0,19950
2018-03-13,19950,19950,19950,19950,0,19950
2018-03-14,19950,19950,19950,19950,0,19950
2018-03-15,19950,19950,19950,19950,0,19950
2018-03-16,19950,19950,19950,19950,0,19950
2018-03-19,19950,19950,19950,19950,0,19950
