,Adj Close,Close,High,Low,Open,Volume
2018-01-01,2270,2270,2270,2270,2270,0
2018-01-02,2260,2260,2270,2215,2270,48603
2018-01-03,2260,2260,2265,2220,2265,108173
2018-01-04,2230,2230,2270,2210,2270,155884
2018-01-05,2225,2225,2245,2215,2220,83007
2018-01-08,2215,2215,2235,2210,2225,96428
2018-01-09,2245,2245,2270,2205,2205,79206
2018-01-10,2250,2250,2250,2225,2245,35458
2018-01-11,2250,2250,2255,2235,2255,29124
2018-01-12,2245,2245,2260,2230,2250,38308
2018-01-15,2235,2235,2245,2220,2245,79327
2018-01-16,2215,2215,2230,2210,2230,78161
2018-01-17,2230,2230,2235,2215,2220,57779
2018-01-18,2265,2265,2270,2225,2240,99219
2018-01-19,2275,2275,2285,2245,2265,86887
2018-01-22,2265,2265,2285,2245,2285,80996
2018-01-23,2290,2290,2295,2265,2265,78977
2018-01-24,2295,2295,2295,2270,2285,58213
2018-01-25,2315,2315,2325,2270,2295,148230
2018-01-26,2330,2330,2340,2305,2310,153626
2018-01-29,2340,2340,2350,2310,2340,204272
2018-01-30,2345,2345,2350,2325,2345,92436
2018-01-31,2355,2355,2360,2330,2340,106014
2018-02-01,2370,2370,2380,2355,2360,95265
2018-02-02,2375,2375,2395,2365,2380,205259
2018-02-05,2345,2345,2375,2325,2350,112534
2018-02-06,2335,2335,2340,2280,2315,143880
2018-02-07,2330,2330,2365,2315,2335,142406
2018-02-08,2305,2305,2355,2285,2320,119770
2018-02-09,2305,2305,2310,2275,2275,43814
2018-02-12,2305,2305,2320,2285,2310,51400
2018-02-13,2300,2300,2320,2290,2310,27393
2018-02-14,2275,2275,2300,2230,2285,113313
2018-02-15,2275,2275,2275,2275,2275,0
2018-02-16,2275,2275,2275,2275,2275,0
2018-02-19,2295,2295,2305,2275,2275,77089
2018-02-20,2295,2295,2305,2270,2305,41753
2018-02-21,2290,2290,2310,2265,2295,104213
2018-02-22,2290,2290,2290,2260,2280,48328
2018-02-23,2295,2295,2295,2275,2290,25504
2018-02-26,2265,2265,2300,2240,2295,111790
2018-02-27,2260,2260,2270,2235,2265,61071
2018-02-28,2255,2255,2265,2245,2255,30881
2018-03-02,2215,2215,2250,2150,2250,300491
2018-03-05,2210,2210,2220,2180,2210,52268
2018-03-06,2215,2215,2225,2195,2220,41295
2018-03-07,2225,2225,2235,2205,2210,31331
2018-03-08,2230,2230,2235,2210,2230,23489
2018-03-09,2235,2235,2255,2210,2220,23383
2018-03-12,2240,2240,2255,2220,2240,34892
2018-03-13,2260,2260,2260,2230,2240,52291
2018-03-14,2245,2245,2260,2235,2255,32061
2018-03-15,2230,2230,2240,2215,2240,64081
2018-03-16,2230,2230,2240,2215,2225,24785
2018-03-19,2235,2235,2260,2220,2235,42720
2018-03-20,2190,2190,2240,2160,2235,291071
2018-03-21,2200,2200,2220,2175,2200,76235
2018-03-22,2205,2205,2220,2185,2205,36551
2018-03-23,2165,2165,2200,2150,2195,110640
2018-03-26,2165,2165,2170,2120,2155,75048
2018-03-27,2175,2175,2175,2145,2165,81346
2018-03-28,2170,2170,2170,2150,2160,41419
2018-03-29,2195,2195,2205,2165,2170,116000
2018-03-30,2270,2270,2325,2190,2220,404734
2018-04-02,2280,2280,2315,2240,2300,254549
2018-04-03,2220,2220,2280,2200,2275,169349
2018-04-04,2180,2180,2225,2155,2215,173836
2018-04-05,2230,2230,2235,2170,2210,185309
2018-04-06,2200,2200,2225,2185,2205,65990
