,Open,High,Low,Close,Volume,Adj Close
2017-12-18,1960,1965,1925,1930,98844,1930
2017-12-19,1925,1940,1830,1875,160622,1875
2017-12-21,1875,1900,1850,1865,149383,1865
2017-12-22,1850,1885,1830,1885,127144,1885
2017-12-26,1875,1900,1850,1895,92010,1895
2017-12-27,1890,1920,1870,1910,87537,1910
2017-12-28,1910,1950,1890,1910,100332,1910
2018-01-01,1910,1910,1910,1910,0,1910
2018-01-02,1905,1950,1905,1950,53283,1950
2018-01-03,1955,1995,1940,1950,99462,1950
2018-01-04,1950,1975,1930,1940,201750,1940
2018-01-05,1945,1960,1925,1950,92938,1950
2018-01-08,1960,1970,1925,1935,57155,1935
2018-01-09,1935,1950,1875,1935,113587,1935
2018-01-10,1935,2010,1900,1930,267111,1930
2018-01-11,1930,1965,1910,1955,108941,1955
2018-01-12,1970,1980,1925,1960,128920,1960
2018-01-15,1950,1990,1925,1965,195159,1965
2018-01-16,1965,2035,1950,2020,305200,2020
2018-01-17,2030,2060,2005,2035,241692,2035
2018-01-18,2035,2195,2030,2155,864452,2155
2018-01-19,2130,2200,2130,2135,288912,2135
2018-01-22,2130,2195,2130,2175,218908,2175
2018-01-23,2170,2185,2095,2100,346995,2100
2018-01-24,2125,2125,2075,2100,192612,2100
2018-01-25,2085,2115,2080,2090,176723,2090
2018-01-26,2095,2170,2085,2170,301053,2170
2018-01-29,2170,2215,2155,2170,244947,2170
2018-01-30,2155,2205,2105,2155,217740,2155
2018-01-31,2150,2155,2090,2140,187338,2140
2018-02-01,2130,2295,2090,2265,1626663,2265
2018-02-02,2270,2310,2200,2235,575988,2235
2018-02-05,2170,2225,2120,2145,422514,2145
2018-02-06,2040,2150,2005,2130,444547,2130
2018-02-07,2150,2185,2060,2060,219142,2060
2018-02-08,2120,2145,2050,2140,169855,2140
2018-02-09,2050,2140,2050,2085,183320,2085
2018-02-12,2050,2140,2050,2050,116337,2050
2018-02-13,2055,2110,2030,2040,71427,2040
2018-02-14,2050,2085,2030,2065,85212,2065
2018-02-19,2065,2145,2055,2140,159149,2140
2018-02-20,2140,2140,2085,2090,91796,2090
2018-02-21,2115,2135,2070,2080,110180,2080
2018-02-22,2080,2125,2060,2085,107036,2085
2018-02-23,2065,2080,2025,2065,203429,2065
2018-02-26,2065,2105,2015,2050,185318,2050
2018-02-27,2040,2055,2005,2010,99574,2010
2018-02-28,2010,2025,1955,1960,348908,1960
2018-03-02,1935,1960,1895,1935,254989,1935
2018-03-05,1935,1995,1910,1995,179715,1995
2018-03-06,1970,2020,1950,1980,94240,1980
2018-03-08,1980,2050,1980,2020,196350,2020
2018-03-09,2020,2075,2010,2030,261710,2030
2018-03-12,2030,2105,2025,2065,332303,2065
2018-03-13,2060,2085,2040,2070,154362,2070
2018-03-14,2065,2090,2020,2065,200095,2065
2018-03-15,2085,2085,2040,2060,90155,2060
2018-03-16,2055,2075,2030,2030,203912,2030
2018-03-19,2030,2040,1980,2035,183756,2035
2018-03-20,2000,2040,2000,2025,130262,2025
2018-03-21,2025,2065,2010,2015,93039,2015
2018-03-22,2015,2060,1990,1995,120302,1995
2018-03-23,1940,2035,1925,1950,317512,1950
2018-03-26,1960,1970,1900,1950,157806,1950
2018-03-27,1960,1990,1935,1955,122799,1955
2018-03-28,1950,1950,1915,1940,107411,1940
2018-03-29,1940,1965,1910,1960,217600,1960
2018-03-30,1960,2050,1945,2020,392751,2020
2018-04-02,2025,2070,2000,2040,478357,2040
2018-04-03,2025,2050,2005,2050,109972,2050
2018-04-04,2050,2070,2020,2050,136265,2050
2018-04-05,2070,2125,2065,2065,545395,2065
2018-04-06,2065,2110,2055,2080,247937,2080
2018-04-09,2075,2110,2050,2055,217986,2055
2018-04-10,2065,2065,1970,1995,175334,1995
2018-04-11,2000,2070,2000,2055,176536,2055
2018-04-12,2040,2120,2035,2115,252394,2115
2018-04-13,2115,2130,2085,2115,212952,2115
2018-04-16,2105,2145,2105,2135,175871,2135
2018-04-17,2135,2150,2105,2135,207500,2135
2018-04-18,2150,2150,2070,2080,211881,2080
2018-04-19,2080,2100,2025,2100,218216,2100
2018-04-20,2090,2165,2080,2150,257400,2150
2018-04-23,2170,2170,2125,2145,306974,2145
2018-04-24,2140,2290,2125,2290,1515794,2290
2018-04-25,2265,2310,2195,2245,686390,2245
2018-04-26,2240,2330,2240,2280,613190,2280
2018-04-27,2285,2330,2220,2235,337556,2235
2018-04-30,2235,2395,2185,2380,1167665,2380
2018-05-02,2410,2445,2345,2420,814004,2420
2018-05-03,2430,2450,2335,2345,623505,2345
2018-05-04,2300,2470,2275,2470,850088,2470
2018-05-08,2500,2530,2335,2355,857667,2355
2018-05-09,2370,2390,2260,2350,614093,2350
2018-05-10,2380,2495,2335,2375,501215,2375
2018-05-11,2375,2440,2355,2380,356222,2380
2018-05-14,2380,2395,2305,2325,436691,2325
2018-05-15,2325,2380,2290,2380,412722,2380
2018-05-16,2340,2345,2235,2235,446793,2235
2018-05-17,2235,2340,2235,2270,265844,2270
2018-05-18,2255,2300,2205,2270,212037,2270
2018-05-21,2270,2365,2255,2355,295665,2355
2018-05-23,2355,2380,2310,2310,120880,2310
2018-05-24,2315,2345,2245,2245,155340,2245
2018-05-25,2160,2225,2155,2215,195985,2215
2018-05-28,2255,2320,2220,2310,213371,2310
2018-05-29,2310,2330,2235,2270,186433,2270
2018-05-30,2270,2270,2150,2195,254934,2195
2018-05-31,2220,2545,2195,2450,4716695,2450
2018-06-01,2420,2470,2360,2435,784916,2435
2018-06-04,2475,3165,2460,3165,21840957,3165
2018-06-05,3150,3730,2995,3080,30477268,3080
2018-06-07,3145,3235,3050,3170,9342915,3170
2018-06-08,3115,3125,2830,2850,4328967,2850
2018-06-11,2795,2900,2750,2835,2373725,2835
2018-06-12,2825,2850,2620,2645,2521779,2645
2018-06-14,2670,2750,2590,2600,1585036,2600
2018-06-15,2650,2690,2580,2615,1200668,2615
2018-06-18,2620,2690,2535,2585,1026754,2585
2018-06-19,2590,2645,2415,2490,1229518,2490
2018-06-20,2465,2535,2440,2510,624808,2510
2018-06-21,2450,2525,2425,2470,612354,2470
2018-06-22,2455,2500,2335,2385,810644,2385
2018-06-25,2335,2425,2310,2390,369759,2390
2018-06-26,2325,2385,2325,2355,370197,2355
2018-06-27,2360,2400,2230,2265,667922,2265
2018-06-28,2250,2335,2220,2230,452432,2230
2018-06-29,2230,2310,2160,2300,439581,2300
2018-07-02,2265,2285,2080,2090,640057,2090
2018-07-03,2090,2150,2050,2115,556534,2115
2018-07-04,2150,2235,2115,2190,477179,2190
2018-07-05,2180,2180,2105,2160,259836,2160
2018-07-06,2165,2240,2130,2240,251704,2240
2018-07-09,2205,2230,2115,2140,325121,2140
2018-07-10,2130,2225,2130,2205,293787,2205
2018-07-11,2185,2230,2115,2205,364814,2205
2018-07-12,2195,2325,2170,2300,750896,2300
2018-07-13,2280,2335,2275,2315,272631,2315
2018-07-16,2310,2315,2275,2315,167769,2315
2018-07-17,2295,2360,2290,2315,288455,2315
2018-07-18,2310,2345,2250,2250,235840,2250
2018-07-19,2250,2320,2145,2175,613669,2175
2018-07-20,2140,2215,2120,2140,226179,2140
2018-07-23,2120,2140,2060,2060,340712,2060
2018-07-24,2070,2240,2070,2180,377485,2180
2018-07-26,2180,2205,2145,2170,106038,2170
2018-07-27,2175,2265,2165,2260,170587,2260
2018-07-30,2275,2275,2225,2235,111807,2235
2018-07-31,2235,2270,2200,2270,569408,2270
2018-08-01,2495,2620,2300,2310,6795453,2310
2018-08-02,2335,2375,2240,2280,978931,2280
2018-08-03,2280,2320,2255,2280,437348,2280
2018-08-06,2280,2540,2275,2350,2557965,2350
2018-08-07,2350,2420,2330,2350,677225,2350
2018-08-08,2365,2565,2350,2430,3840909,2430
2018-08-09,2470,2515,2410,2440,1291393,2440
2018-08-10,2440,2450,2295,2340,763121,2340
2018-08-13,2330,2330,2175,2180,646518,2180
2018-08-14,2155,2235,2155,2180,302928,2180
2018-08-16,2190,2240,2175,2190,318816,2190
2018-08-17,2195,2250,2195,2230,278124,2230
2018-08-20,2265,2285,2230,2250,228314,2250
2018-08-21,2250,2285,2220,2280,235198,2280
2018-08-22,2280,2460,2275,2425,1715965,2425
2018-08-23,2435,2455,2380,2395,550108,2395
2018-08-24,2385,2430,2330,2430,568739,2430
2018-08-27,2395,2420,2350,2410,430744,2410
2018-08-28,2440,2490,2385,2410,1415651,2410
2018-08-29,2370,2445,2370,2410,268165,2410
2018-08-30,2445,2445,2265,2360,485857,2360
2018-08-31,2360,2415,2360,2385,252641,2385
2018-09-03,2385,2440,2350,2365,260689,2365
2018-09-04,2350,2400,2350,2395,215199,2395
2018-09-05,2400,2510,2390,2475,1485440,2475
2018-09-06,2485,2500,2380,2425,718354,2425
2018-09-07,2440,2440,2350,2365,401077,2365
2018-09-10,2360,2410,2345,2370,231420,2370
2018-09-11,2370,2520,2370,2510,1086128,2510
2018-09-12,2515,2555,2415,2445,941096,2445
2018-09-13,2485,2600,2460,2580,2131707,2580
2018-09-14,2590,2665,2520,2635,1660673,2635
2018-09-17,2645,2650,2485,2520,806343,2520
2018-09-18,2500,2560,2465,2470,425734,2470
2018-09-19,2475,2505,2375,2400,487958,2400
2018-09-20,2390,2440,2330,2345,277780,2345
2018-09-21,2330,2395,2330,2365,149503,2365
2018-09-27,2365,2455,2365,2380,310808,2380
2018-09-28,2405,2415,2280,2300,311979,2300
2018-10-01,2295,2310,2200,2270,380085,2270
2018-10-02,2280,2330,2250,2255,193137,2255
2018-10-04,2255,2295,2220,2220,153121,2220
2018-10-05,2200,2255,2165,2195,248245,2195
2018-10-08,2185,2260,2170,2260,107184,2260
2018-10-10,2225,2260,2005,2080,340952,2080
2018-10-11,1970,2050,1850,1850,496451,1850
2018-10-12,1845,2000,1840,2000,422963,2000
2018-10-15,2010,2090,1980,2000,171620,2000
2018-10-16,2010,2075,2010,2020,96389,2020
2018-10-17,2050,2095,2040,2085,103975,2085
2018-10-18,2075,2175,2060,2125,101238,2125
2018-10-19,2115,2135,2055,2110,96535,2110
2018-10-22,2100,2110,2065,2090,108126,2090
2018-10-23,2070,2110,1990,2040,188630,2040
2018-10-24,2015,2080,1970,1980,159935,1980
2018-10-25,1900,1985,1865,1930,350549,1930
2018-10-26,1940,1950,1840,1865,270464,1865
2018-10-29,1835,1890,1740,1775,443476,1775
2018-10-30,1620,1785,1620,1750,593332,1750
2018-10-31,1755,1870,1750,1855,103030,1855
2018-11-01,1895,1960,1895,1905,215391,1905
2018-11-02,1920,1985,1920,1940,101454,1940
2018-11-05,1945,2030,1875,1995,114325,1995
2018-11-06,2025,2065,1965,2050,104160,2050
2018-11-07,2020,2090,1980,2035,155449,2035
2018-11-08,2030,2130,2025,2040,96269,2040
2018-11-09,2060,2085,2015,2050,98859,2050
2018-11-12,2065,2065,2000,2040,29654,2040
2018-11-13,2010,2010,1930,1980,155974,1980
2018-11-14,1960,2010,1945,1985,84494,1985
2018-11-15,1910,1965,1890,1935,123627,1935
2018-11-16,1965,1985,1930,1945,85152,1945
2018-11-19,1945,2000,1945,1990,75127,1990
2018-11-20,1950,2000,1940,1975,56001,1975
2018-11-21,1970,2005,1930,2005,55011,2005
2018-11-22,2005,2005,1935,1990,52907,1990
2018-11-23,1980,1995,1925,1930,62331,1930
2018-11-26,1950,1950,1910,1920,51340,1920
