Date,Open,High,Low,Close,Volume,Adj Close
2018-01-01,2010,2010,2010,2010,0,2010
2018-01-02,1990,2010,1990,2010,19106,2010
2018-01-03,2010,2010,2010,2010,0,2010
2018-01-04,2010,2010,2010,2010,0,2010
2018-01-05,2015,2015,1995,2010,2264,2010
2018-01-08,2000,2005,1995,2005,2472,2005
2018-01-09,2005,2005,2005,2005,0,2005
2018-01-10,2005,2005,2005,2005,0,2005
2018-01-11,2005,2005,2005,2005,0,2005
2018-01-12,2005,2005,2005,2005,0,2005
2018-01-15,2000,2010,1995,2010,15986,2010
2018-01-16,2010,2015,1995,2010,7256,2010
2018-01-17,2000,2025,2000,2015,19622,2015
2018-01-18,2015,2015,2000,2015,5210,2015
2018-01-19,2005,2005,2000,2005,9262,2005
2018-01-22,1995,2010,1995,2005,1729,2005
2018-01-23,2005,2005,2005,2005,0,2005
2018-01-24,2005,2010,2005,2010,6689,2010
2018-01-25,2010,2010,2010,2010,0,2010
2018-01-26,2010,2010,2010,2010,0,2010
2018-01-29,2010,2010,2010,2010,0,2010
2018-01-30,2005,2015,2000,2015,19883,2015
2018-01-31,2015,2015,2015,2015,0,2015
2018-02-01,2020,2025,2010,2010,4223,2010
2018-02-02,2015,2020,2015,2020,6722,2020
2018-02-05,2020,2020,2015,2020,2064,2020
2018-02-06,2015,2015,2005,2010,2145,2010
2018-02-07,2020,2020,2005,2010,2088,2010
2018-02-08,2015,2015,2005,2010,21671,2010
2018-02-09,2015,2015,2000,2015,29635,2015
2018-02-12,2015,2015,2015,2015,1,2015
2018-02-13,2010,2015,2010,2015,1961,2015
2018-02-14,2015,2015,2005,2010,488,2010
2018-02-19,2015,2015,2005,2010,13,2010
2018-02-20,2015,2015,2010,2010,5,2010
2018-02-21,2015,2025,2010,2010,4793,2010
2018-02-22,2010,2040,2010,2040,4915,2040
2018-02-23,2015,2030,2015,2030,306,2030
2018-02-26,2010,2040,2010,2040,6046,2040
2018-02-27,2015,2030,2015,2030,261,2030
2018-02-28,2040,2045,2035,2035,7808,2035
2018-03-02,2035,2045,2030,2030,22470,2030
2018-03-05,2035,2035,2020,2035,5584,2035
2018-03-06,2015,2025,2015,2025,1101,2025
2018-03-08,2025,2025,2010,2015,25275,2015
2018-03-09,2015,2035,2015,2035,11627,2035
2018-03-12,2015,2020,2015,2015,3287,2015
2018-03-13,2015,2020,2015,2020,1492,2020
2018-03-14,2015,2035,2015,2035,1111,2035
2018-03-15,2035,2035,2025,2025,750,2025
2018-03-16,2020,2025,2020,2025,11392,2025
2018-03-19,2015,2030,2015,2030,5061,2030
2018-03-20,2020,2020,2020,2020,14176,2020
2018-03-21,2020,2030,2015,2020,20266,2020
2018-03-22,2020,2020,2020,2020,27681,2020
2018-03-23,2020,2020,2020,2020,601,2020
2018-03-26,2025,2035,2025,2035,5968,2035
2018-03-27,2030,2030,2020,2030,2122,2030
2018-03-28,2020,2020,2020,2020,3799,2020
2018-03-29,2030,2030,2020,2025,1028,2025
2018-03-30,2025,2030,2025,2030,3004,2030
2018-04-02,2025,2030,2020,2030,26604,2030
2018-04-03,2025,2045,2025,2025,18766,2025
2018-04-04,2025,2030,2025,2025,5987,2025
2018-04-05,2050,2050,2035,2040,891,2040
2018-04-06,2030,2030,2030,2030,9713,2030
2018-04-09,2030,2030,2030,2030,6253,2030
2018-04-10,2035,2035,2030,2035,58971,2035
2018-04-11,2035,2040,2035,2035,4533,2035
2018-04-12,2035,2040,2035,2040,32139,2040
2018-04-13,2035,2040,2035,2040,82995,2040
2018-04-16,2035,2040,2035,2040,87625,2040
2018-04-17,2035,2040,2035,2035,56000,2035
2018-04-18,2035,2040,2035,2035,50664,2035
2018-04-19,2035,2040,2035,2035,21304,2035
2018-04-20,2035,2040,2035,2035,18774,2035
2018-04-23,2035,2035,2030,2035,63395,2035
2018-04-24,2030,2035,2030,2030,52789,2030
2018-04-25,2030,2045,2030,2035,58489,2035
2018-04-26,2040,2040,2040,2040,8162,2040
2018-04-27,2040,2040,2040,2040,19315,2040
2018-04-30,2040,2050,2040,2045,10182,2045
2018-05-02,2040,2045,2040,2045,63,2045
2018-05-03,2040,2040,2040,2040,57901,2040
2018-05-04,2040,2040,2040,2040,20000,2040
2018-05-08,2045,2045,2040,2040,5336,2040
2018-05-09,2045,2045,2040,2045,16220,2045
2018-05-10,2040,2040,2040,2040,2936,2040
2018-05-11,2040,2045,2040,2040,75900,2040
2018-05-14,2040,2040,2040,2040,100,2040
2018-05-16,2040,2045,2040,2045,210964,2045
2018-05-17,2040,2050,2040,2045,26519,2045
2018-05-18,2045,2060,2045,2050,44245,2050
2018-05-21,2050,2050,2050,2050,8229,2050
2018-05-23,2050,2055,2050,2055,10572,2055
2018-05-24,2050,2050,2045,2045,17236,2045
2018-05-25,2055,2055,2050,2055,15182,2055
