Date,Open,High,Low,Close,Volume,Adj Close
2018-12-14,9630,10200,7800,7800,13443311,7800
2018-12-17,7850,9120,7810,8200,8489404,8200
2018-12-18,8140,8190,7040,7170,2265832,7170
2018-12-19,7020,7530,6930,7120,1569756,7120
2018-12-20,7350,8940,7330,8140,10151855,8140
2018-12-21,7950,10550,7860,10550,15304830,10550
2018-12-24,10500,12700,10300,11050,13098217,11050
2018-12-26,10800,11950,10600,11100,5309311,11100
2018-12-27,11150,11850,10900,11350,4179201,11350
2018-12-28,11300,12350,10200,10350,6409718,10350
2019-01-02,10600,11350,10200,10650,3518559,10650
2019-01-03,11400,12500,10650,11300,8374530,11300
2019-01-04,12050,12500,11350,12000,4124628,12000
2019-01-07,12250,14000,11500,13400,4363702,13400
2019-01-08,13200,14500,12750,13550,6487734,13550
2019-01-09,13700,14050,13150,13150,1801552,13150
2019-01-10,13300,13600,12250,12350,2045108,12350
2019-01-11,12550,12750,11900,12600,1860746,12600
2019-01-14,12450,12600,11200,11250,2289361,11250
2019-01-15,11300,11850,11050,11350,2189633,11350
2019-01-16,11400,11500,10750,11000,1628597,11000
2019-01-17,11100,11250,10400,10500,1493924,10500
