Date,Open,High,Low,Close,Volume,Adj Close
2018-12-20,2005,2005,2000,2005,670051,2005
2018-12-21,2005,2005,2000,2005,39896,2005
2018-12-24,2005,2020,2005,2020,92304,2020
2018-12-26,2015,2020,2010,2010,48955,2010
2018-12-27,2015,2015,2015,2015,2759,2015
2018-12-28,2010,2015,2010,2010,10890,2010
2019-01-03,2005,2015,2005,2010,1910,2010
2019-01-04,2015,2015,2010,2010,102,2010
2019-01-07,2010,2010,2010,2010,3635,2010
2019-01-08,2010,2015,2010,2010,34733,2010
2019-01-09,2010,2015,2010,2015,5884,2015
2019-01-10,2010,2015,2010,2015,3600,2015
2019-01-11,2010,2015,2005,2010,32690,2010
2019-01-14,2015,2015,2010,2010,1502,2010
2019-01-16,2015,2015,2015,2015,8239,2015
2019-01-17,2015,2025,2015,2025,28050,2025
2019-01-18,2025,2030,2025,2030,30001,2030
2019-01-21,2030,2035,2025,2035,40505,2035
2019-01-22,2020,2030,2020,2030,8458,2030
2019-01-23,2030,2040,2030,2040,11610,2040
2019-01-24,2035,2035,2035,2035,435,2035
2019-01-25,2035,2035,2035,2035,900,2035
2019-01-28,2030,2035,2025,2025,25040,2025
2019-01-29,2035,2035,2035,2035,81,2035
2019-01-30,2020,2025,2020,2020,456,2020
