Date,Open,High,Low,Close,Volume,Adj Close
2018-01-01,2005,2005,2005,2005,0,2005
2018-01-02,2010,2010,1995,2010,441,2010
2018-01-03,2010,2010,2010,2010,0,2010
2018-01-04,2000,2010,1995,2010,20501,2010
2018-01-05,2015,2015,2000,2010,3258,2010
2018-01-08,2010,2015,2010,2010,10499,2010
2018-01-09,2015,2015,2005,2015,7229,2015
2018-01-10,2015,2015,2015,2015,0,2015
2018-01-11,2000,2020,2000,2015,22690,2015
2018-01-12,2015,2020,2000,2020,3561,2020
2018-01-15,2010,2020,2000,2010,25524,2010
2018-01-16,2010,2015,2000,2005,21275,2005
2018-01-17,2015,2015,2000,2000,23933,2000
2018-01-18,2000,2020,2000,2010,15278,2010
2018-01-19,2010,2010,2000,2010,2570,2010
2018-01-22,2000,2015,2000,2000,9511,2000
2018-01-23,2000,2020,2000,2020,8919,2020
2018-01-24,2015,2020,2000,2010,2989,2010
2018-01-25,2015,2015,2005,2010,13344,2010
2018-01-26,2010,2010,2010,2010,0,2010
2018-01-29,2015,2015,2005,2010,7975,2010
2018-01-30,2015,2015,2005,2015,43945,2015
2018-01-31,2015,2015,2005,2015,10359,2015
2018-02-01,2010,2015,2005,2015,4517,2015
2018-02-02,2010,2015,2005,2015,35432,2015
2018-02-05,2010,2015,2010,2015,12960,2015
2018-02-06,2005,2010,2005,2010,8550,2010
2018-02-07,2015,2015,2005,2010,31226,2010
2018-02-08,2010,2015,2005,2010,27377,2010
2018-02-09,2010,2015,2010,2010,13642,2010
2018-02-12,2010,2015,2000,2015,132601,2015
2018-02-13,2020,2015,2015,2020,23223,2020
2018-02-14,2015,2015,2005,2010,12702,2010
2018-02-19,2015,2015,2005,2010,6943,2010
2018-02-20,2015,2020,2005,2010,51650,2010
2018-02-21,2015,2015,2010,2010,24008,2010
2018-02-22,2020,2020,2010,2015,33084,2015
2018-02-23,2010,2015,2010,2015,59560,2015
2018-02-26,2020,2020,2010,2015,221029,2015
2018-02-27,2020,2020,2015,2015,53545,2015
2018-02-28,2020,2020,2015,2015,37275,2015
2018-03-02,2020,2020,2015,2015,36633,2015
2018-03-05,2015,2025,2015,2020,120257,2020
2018-03-06,2020,2025,2015,2025,56340,2025
2018-03-08,2020,2025,2015,2025,48331,2025
2018-03-09,2020,2030,2015,2030,51411,2030
2018-03-12,2020,2030,2020,2020,28403,2020
2018-03-13,2025,2030,2025,2030,45529,2030
2018-03-14,2025,2030,2025,2030,9148,2030
2018-03-15,2025,2035,2025,2025,80339,2025
2018-03-16,2030,2030,2025,2030,57281,2030
2018-03-19,2030,2035,2025,2030,164345,2030
2018-03-21,2025,2025,2020,2025,138068,2025
2018-03-22,2020,2025,2020,2025,186319,2025
2018-03-23,2025,2030,2025,2025,93987,2025
2018-03-26,2025,2025,2020,2025,24645,2025
2018-03-27,2025,2030,2025,2025,32081,2025
2018-03-28,2025,2030,2025,2025,29316,2025
2018-03-29,2030,2030,2025,2025,15555,2025
