,Open,High,Low,Close,Volume,Adj Close
2017-12-18,9700,9910,9650,9730,741008,9730
2017-12-19,9700,9880,9490,9790,538915,9615
2017-12-21,9560,9800,9510,9510,386394,9510
2017-12-22,9530,9750,9470,9700,325418,9700
2017-12-26,9670,9890,9600,9820,444807,9820
2017-12-27,9720,9750,9550,9700,367357,9700
2017-12-28,9700,9700,9400,9440,369442,9440
2018-01-01,9440,9440,9440,9440,0,9440
2018-01-02,9500,9910,9490,9900,656911,9900
2018-01-03,9940,9990,9770,9910,522910,9910
2018-01-04,9920,9970,9450,9520,616076,9520
2018-01-05,9570,9850,9570,9700,395445,9700
2018-01-08,9760,9760,9440,9540,520636,9540
2018-01-09,9490,9530,9180,9200,730217,9200
2018-01-10,9230,9310,9170,9310,338057,9310
2018-01-11,9310,9630,9310,9430,486505,9430
2018-01-12,9500,9570,9280,9530,495610,9530
2018-01-15,9510,9510,9320,9340,284203,9340
2018-01-16,9310,9720,9310,9690,536083,9690
2018-01-17,9700,10100,9700,10050,1328129,10050
2018-01-18,10100,10150,9870,9930,604500,9930
2018-01-19,10000,10100,9930,10000,449536,10000
2018-01-22,10000,10050,9700,9790,426221,9790
2018-01-23,9820,10050,9790,10000,409514,10000
2018-01-24,10200,10400,10100,10200,903631,10200
2018-01-25,10350,10350,10100,10300,519368,10300
2018-01-26,10350,10350,10150,10350,360159,10350
2018-01-29,10400,10500,10200,10250,593015,10250
2018-01-30,10250,10300,9960,9990,764131,9990
2018-01-31,9950,10400,9950,10200,649658,10200
2018-02-01,10300,11000,10250,10950,2947856,10950
2018-02-02,10850,10900,10450,10750,1274714,10750
2018-02-05,10400,10650,10300,10500,879095,10500
2018-02-06,10000,10250,9640,10100,1437883,10100
2018-02-07,10250,10450,9990,9990,1107685,9990
2018-02-08,10050,10600,10050,10300,1323198,10300
2018-02-09,9990,10400,9910,10300,634817,10300
2018-02-12,9990,10400,10200,10250,374439,10250
2018-02-13,9990,10450,10200,10200,319981,10200
2018-02-14,10200,10400,10000,10400,511217,10400
2018-02-19,10600,10650,10450,10600,471437,10600
2018-02-20,10500,10850,10400,10700,1007403,10700
2018-02-21,10800,10850,10650,10700,527319,10700
2018-02-22,10700,10700,10450,10500,396611,10500
2018-02-23,10500,10600,10350,10450,418797,10450
2018-02-26,10600,10700,9920,9940,1334304,9940
2018-02-27,10000,10100,9520,9610,1246441,9610
2018-02-28,9610,9620,9130,9330,1071960,9330
2018-03-02,9170,9350,9120,9320,469212,9320
2018-03-05,9300,9350,9180,9180,227877,9180
2018-03-06,9210,9330,9180,9290,324782,9290
2018-03-08,9460,9630,9320,9550,448668,9550
2018-03-09,9540,9650,9110,9300,708167,9300
2018-03-12,9270,9370,9160,9200,575710,9200
2018-03-13,9200,9280,9100,9270,442565,9270
2018-03-14,9270,9280,9160,9160,321918,9160
2018-03-15,9160,9200,9030,9100,371334,9100
2018-03-16,9100,9160,9030,9100,256458,9100
2018-03-19,9110,9180,9060,9080,163178,9080
2018-03-20,8970,9080,8810,8880,643478,8880
2018-03-21,8900,8960,8760,8770,358852,8770
2018-03-22,8770,8910,8580,8590,464294,8590
2018-03-23,8500,8720,8310,8310,541969,8310
2018-03-26,8220,8530,8220,8440,380731,8440
2018-03-27,8450,8520,8360,8450,254750,8450
2018-03-28,8350,8420,8260,8380,243935,8380
2018-03-29,8380,8520,8320,8520,259819,8520
2018-03-30,8530,8800,8440,8700,546490,8700
2018-04-02,8680,8680,8450,8450,273927,8450
2018-04-03,8450,8500,8310,8500,201914,8500
2018-04-04,8490,8510,8240,8280,399584,8280
2018-04-05,8310,8420,8310,8370,223767,8370
2018-04-06,8380,8420,8290,8310,283476,8310
2018-04-09,8330,8390,8200,8260,299790,8260
2018-04-10,8270,8270,8150,8160,317565,8160
2018-04-11,8220,8250,8130,8160,313796,8160
2018-04-12,8170,8420,8150,8400,340639,8400
2018-04-13,8450,8460,8240,8300,303984,8300
2018-04-16,8320,8830,8320,8790,954263,8790
2018-04-17,8850,8860,8640,8790,403291,8790
2018-04-18,8850,8850,8610,8690,337385,8690
2018-04-19,8690,8720,8510,8550,364699,8550
2018-04-20,8540,8600,8470,8580,207634,8580
2018-04-23,8600,8790,8570,8580,393047,8580
2018-04-24,8600,8650,8450,8470,289475,8470
2018-04-25,8470,8480,8320,8430,258892,8430
2018-04-26,8450,8490,8350,8480,152555,8480
2018-04-27,8500,8700,8500,8620,233764,8620
2018-04-30,8700,8750,8390,8410,429567,8410
2018-05-02,8430,8520,8260,8310,310949,8310
2018-05-03,8310,8370,8240,8270,229625,8270
2018-05-04,8490,8490,8220,8230,481020,8230
2018-05-08,8240,8250,7960,8000,532509,8000
2018-05-09,8080,8200,7990,8130,416369,8130
2018-05-10,8100,8130,7990,8020,288610,8020
2018-05-11,8070,8130,7990,8070,400091,8070
2018-05-14,8070,8080,7960,7960,434966,7960
2018-05-15,8000,8000,7840,7840,501820,7840
2018-05-16,7870,7890,7730,7770,344604,7770
2018-05-17,7780,7850,7630,7700,371374,7700
2018-05-18,7700,7760,7640,7730,278820,7730
2018-05-21,7820,7820,7660,7680,277258,7680
2018-05-23,7680,7850,7660,7680,361594,7680
2018-05-24,7740,7780,7570,7630,388653,7630
2018-05-25,7580,7600,7340,7360,629974,7360
2018-05-28,7410,7480,7380,7440,223003,7440
2018-05-29,7430,7590,7430,7440,283878,7440
