,Adj Close,Close,High,Low,Open,Volume
2000-08-04,96120,138000,16550,165500,165500,141000
2000-08-07,21120,168000,18500,185000,185000,170000
2000-08-08,199780,163000,16300,207000,163000,206500
2000-08-09,91540,150500,16300,180000,163000,167000
2000-08-10,46810,152000,15450,169500,154500,167000
2000-08-11,53620,139500,14450,163000,144500,146000
2000-08-14,44180,127500,12750,148000,127500,144500
2000-08-15,0,127500,12750,127500,127500,127500
2000-08-16,54690,115000,12200,132500,122000,124000
2000-08-17,42930,116000,12100,129500,121000,123000
2000-08-18,28110,107000,11100,124500,111000,121000
2000-08-21,32210,98000,9800,113000,98000,111000
2000-08-22,32970,98000,10950,109500,109500,99000
2000-08-23,73720,103000,10450,119000,104500,113000
2000-08-24,27850,92100,9210,107000,92100,103000
2000-08-25,27070,84200,9200,92700,92000,92700
2000-08-28,25310,90100,9670,97700,96700,93000
2000-08-29,55150,93100,10800,108000,108000,93100
2000-08-30,107900,108500,12050,120500,120500,112000
2000-08-31,110770,122000,12700,134500,127000,127000
2000-09-01,75440,122000,13250,136000,132500,123000
2000-09-04,117080,117000,11700,141000,117000,130000
2000-09-05,60060,105000,10800,119000,108000,113000
2000-09-06,56730,106500,11250,117500,112500,106500
2000-09-07,55640,105000,10750,119000,107500,112500
2000-09-08,28370,105500,11250,114000,112500,106000
2000-09-11,0,112500,11250,112500,112500,112500
2000-09-12,0,112500,11250,112500,112500,112500
2000-09-13,0,112500,11250,112500,112500,112500
2000-09-14,11090,108000,10950,112000,109500,112000
2000-09-15,27550,105000,10950,114000,109500,108000
2000-09-18,15420,96500,9700,109000,97000,109000
2000-09-19,14550,91200,10000,100000,100000,95000
2000-09-20,25030,98100,10000,107500,100000,102000
2000-09-21,10510,92600,9400,103000,94000,99500
2000-09-22,11170,82800,8280,96000,82800,85000
2000-09-25,16070,72900,8300,85000,83000,72900
2000-09-26,18240,78100,9090,92900,90900,78100
2000-09-27,32170,88100,9000,96500,90000,90900
2000-09-28,15890,88100,9050,93900,90500,93000
2000-09-29,20960,89000,9250,95800,92500,91000
2000-10-02,8520,89200,9330,94200,93300,92400
2000-10-03,0,93300,9330,93300,93300,93300
2000-10-04,32770,89600,10350,104000,103500,91000
2000-10-05,48990,100000,10900,113500,109000,103000
2000-10-06,24080,103000,10500,112000,105000,112000
2000-10-09,34120,100000,10600,110000,106000,109000
2000-10-10,57170,102500,11550,117500,115500,104500
2000-10-11,24570,102000,10200,113000,102000,112000
2000-10-12,22960,92700,9630,100000,96300,96000
2000-10-13,14920,84800,9600,96000,96000,90000
2000-10-16,0,96000,9600,96000,96000,96000
2000-10-17,20450,86300,8630,96300,86300,90000
2000-10-18,15760,77100,8150,86000,81500,79100
2000-10-19,12370,80000,8550,90000,85500,81600
2000-10-20,11290,86000,8870,89500,88700,86000
2000-10-23,9110,86300,8720,89000,87200,86300
2000-10-24,10690,86300,8950,93000,89500,87000
2000-10-25,8150,87200,9110,95200,91100,88000
2000-10-26,5020,88000,9060,91000,90600,89500
2000-10-27,0,90600,9060,90600,90600,90600
2000-10-30,8340,85100,8760,95400,87600,93400
2000-10-31,5630,77500,8890,89000,88900,84000
2000-11-01,10080,86000,9330,93800,93300,86000
2000-11-02,35530,92000,10400,104000,104000,93300
2000-11-03,52090,99100,10000,109500,100000,105500
2000-11-06,22520,100000,10550,107500,105500,100000
2000-11-07,28720,103500,10900,115000,109000,107000
2000-11-08,20580,103500,10850,111500,108500,107000
2000-11-09,35960,106000,11450,118000,114500,106500
2000-11-10,43190,107000,10900,124000,109000,116500
2000-11-13,15730,100500,10100,108000,101000,108000
2000-11-14,26110,100000,10850,110500,108500,100000
2000-11-15,63520,107500,12000,121500,120000,110000
2000-11-16,29400,114000,11900,125500,119000,118000
2000-11-17,36920,116000,12200,126000,122000,119000
2000-11-20,79560,122000,12450,131500,124500,124500
2000-11-21,39330,110000,11250,124000,112500,124000
2000-11-22,32230,106000,11200,115000,112000,110000
2000-11-23,22810,99000,9910,108500,99100,108500
2000-11-24,27060,90000,10000,100000,100000,94300
2000-11-27,18350,100000,10300,104500,103000,100000
2000-11-28,18940,93000,9450,100000,94500,96300
2000-11-29,20420,84000,8840,92000,88400,91000
2000-11-30,7640,84800,9000,91800,90000,85000
2000-12-01,17350,84000,9270,94800,92700,84000
2000-12-04,7210,90100,9300,96000,93000,90100
2000-12-05,10100,92500,9930,100500,99300,96000
2000-12-06,12630,99300,10000,105500,100000,99300
2000-12-07,3790,97500,10000,101500,100000,99000
2000-12-08,13200,100000,10500,106000,105000,100000
2000-12-11,7780,105000,10800,108000,108000,105000
2000-12-12,10200,102000,10650,109000,106500,108000
2000-12-13,13250,104000,11300,113500,113000,104000
2000-12-14,12370,108500,11800,122000,118000,112000
2000-12-15,15360,104000,10400,118500,104000,118000
2000-12-18,21750,92000,9200,99500,92000,96000
2000-12-19,45530,81000,8100,94800,81000,86100
2000-12-20,11270,71300,7130,75000,71300,72100
2000-12-21,3090,62800,6280,62800,62800,62800
2000-12-22,68030,55300,5530,59800,55300,55300
2000-12-26,25010,48700,5000,55000,50000,53200
2001-01-02,18300,48800,5600,56000,56000,48800
2001-01-03,38380,54000,6100,62700,61000,56000
2001-01-04,27760,64000,6730,68300,67300,68000
2001-01-05,24740,59300,6200,68900,62000,68900
2001-01-08,17570,58000,6250,64000,62500,60000
2001-01-09,42520,62300,7000,70000,70000,63100
2001-01-10,68010,61600,6160,76200,61600,70900
2001-01-11,29320,58200,6380,65500,63800,62500
2001-01-12,43140,64000,6520,68500,65200,64100
2001-01-15,44440,68000,7300,73000,73000,68000
2001-01-16,26390,68000,7220,74000,72200,74000
2001-01-17,39350,69000,7650,78800,76500,72700
2001-01-18,31440,75900,7800,82400,78000,75900
2001-01-19,12490,78000,7900,83500,79000,81000
2001-01-22,23890,78100,8000,82700,80000,80100
2001-01-26,16400,75500,7600,81000,76000,79000
2001-01-29,20830,75500,7890,81900,78900,75500
2001-01-30,40300,78100,8190,85900,81900,79500
2001-01-31,16780,76800,8110,84000,81100,84000
2001-02-01,28120,79500,8210,85700,82100,82000
2001-02-02,13420,81500,8210,84900,82100,81500
2001-02-05,17850,78700,7990,82900,79900,82500
2001-02-06,10250,78000,8000,81600,80000,78000
2001-02-07,30440,81100,8250,88000,82500,83200
2001-02-08,20550,82500,8620,87100,86200,82500
2001-02-09,12390,83500,8350,87100,83500,87100
2001-02-12,21220,83700,8690,91000,86900,85000
2001-02-13,89210,82000,8400,93800,84000,87500
2001-02-14,18870,81900,8310,84800,83100,83000
2001-02-15,31000,82000,8300,86500,83000,84200
2001-02-16,22790,79600,8050,84400,80500,82900
2001-02-19,29370,78500,8050,84300,80500,80500
2001-02-20,26880,80700,8180,84500,81800,83000
2001-02-21,15590,76500,7760,80500,77600,80500
2001-02-22,21730,68300,6950,76500,69500,76500
2001-02-23,7000,66200,7040,72000,70400,66200
2001-02-26,10180,70000,7250,73300,72500,70000
2001-02-27,10740,68900,6940,74000,69400,70800
2001-02-28,8130,67100,7130,71900,71300,69400
2001-03-02,6160,68000,6800,70600,68000,70600
2001-03-05,11610,63900,6870,68700,68700,66000
2001-03-06,5670,67100,7070,72400,70700,67900
2001-03-07,10320,70900,7250,73900,72500,70900
2001-03-08,9890,73000,7670,78800,76700,73000
2001-03-09,8410,72800,7670,77000,76700,75900
2001-03-12,6610,73600,7550,76500,75500,75900
2001-03-13,8580,70500,7100,72000,71000,71800
2001-03-15,4630,69000,7450,75900,74500,71100
2001-03-16,11560,74000,7900,81000,79000,75000
2001-03-19,15110,78500,7930,82400,79300,80000
2001-03-20,7470,77500,7890,81300,78900,80000
2001-03-21,18090,77100,8000,82500,80000,78500
2001-03-22,31010,80000,8160,85800,81600,81000
2001-03-23,19310,81200,8400,85600,84000,82100
2001-03-26,14170,81500,8450,87000,84500,84000
2001-03-27,9710,81900,8440,85500,84400,84000
2001-03-28,9170,83000,8300,86800,83000,86800
2001-03-29,12460,82000,8490,84900,84900,82000
2001-03-30,19950,84000,9000,90000,90000,85600
2001-04-02,29420,88200,9050,94500,90500,88200
2001-04-03,17040,87100,9000,90300,90000,89500
2001-04-04,27460,87000,9010,92900,90100,88500
2001-04-06,57170,92100,9430,97900,94300,93000
2001-04-09,34190,93500,9700,97000,97000,94300
2001-04-10,47670,94400,9450,99000,94500,98000
2001-04-11,24350,93700,9600,96500,96000,95000
2001-04-12,35700,94800,9500,97600,95000,95100
2001-04-13,17590,92200,9300,96000,93000,92200
2001-04-16,18770,88100,8990,95000,89900,93100
2001-04-17,20000,79200,7920,89800,79200,89600
2001-04-18,232740,69700,7100,74400,71000,72200
2001-04-19,109570,68500,7050,73500,70500,73000
2001-04-20,92280,70100,7130,74000,71300,72500
2001-04-23,48290,70700,7210,72900,72100,70700
2001-04-24,25410,70300,7150,72000,71500,70300
2001-04-25,46730,70700,7350,74800,73500,70700
2001-04-26,46730,70700,7350,74800,73500,70700
2001-04-27,38950,74700,7690,77200,76900,76000
2001-04-30,52060,77100,8050,81400,80500,77200
2001-05-02,46360,79100,8040,83500,80400,82000
2001-05-03,24810,78200,7880,80200,78800,80000
2001-05-04,34140,76500,8000,81500,80000,78000
2001-05-07,42910,80000,8300,84000,83000,80000
2001-05-08,18440,82000,8250,83900,82500,83900
2001-05-09,16050,81500,8230,84400,82300,81500
2001-05-10,44730,82000,8550,86800,85500,82000
2001-05-11,31730,84900,8570,86900,85700,86000
2001-05-14,40150,83700,8600,87400,86000,86100
2001-05-15,70010,85300,8780,93500,87800,86500
2001-05-16,41270,80700,8200,89100,82000,87300
2001-05-17,38720,79000,8000,83900,80000,83900
2001-05-18,47970,80500,8500,86000,85000,80500
2001-05-21,53860,83000,8400,88700,84000,86000
2001-05-22,30230,81000,8510,85100,85100,84000
2001-05-23,54660,82100,8350,88200,83500,84300
2001-05-24,50150,77000,7960,82600,79600,82500
2001-05-25,35720,75000,7660,80000,76600,79000
2001-05-28,32390,73600,7370,77000,73700,75000
2001-05-29,40340,73300,7390,77000,73900,73700
2001-05-30,22670,73500,7480,75200,74800,73900
2001-05-31,17450,72100,7350,74600,73500,74000
2001-06-01,16780,70500,7100,73400,71000,72500
2001-06-04,21340,69100,6930,71800,69300,71500
2001-06-05,38790,69200,7200,74500,72000,69300
2001-06-07,52720,72000,7590,75900,75900,72000
2001-06-08,27090,73300,7450,76300,74500,75500
2001-06-11,42320,71900,7400,76500,74000,74100
2001-06-12,25860,72800,7420,75500,74200,75500
2001-06-13,24050,72600,7350,75200,73500,74900
2001-06-14,21100,71200,7150,73500,71500,72900
2001-06-15,14310,70100,7100,72200,71000,70500
2001-06-18,14670,70300,7030,72000,70300,71000
2001-06-19,15810,69700,6990,70900,69900,70000
2001-06-20,21300,63100,6400,70500,64000,69600
2001-06-21,17980,61700,6670,66700,66700,64100
2001-06-22,14590,64400,6480,67100,64800,66700
2001-06-25,11360,62000,6200,65000,62000,63500
2001-06-26,24650,56500,6000,62400,60000,60300
2001-06-27,19680,58500,6030,64000,60300,61000
2001-06-28,10980,58000,5900,60500,59000,60500
2001-06-29,17130,59100,6030,61000,60300,59500
2001-07-02,19430,60300,6210,63300,62100,60800
2001-07-03,14390,61500,6180,62900,61800,62500
2001-07-04,8840,60900,6140,62000,61400,61100
2001-07-05,8980,60200,6140,61600,61400,61500
2001-07-06,11990,58500,5850,60900,58500,60900
2001-07-09,15350,51500,5160,55900,51600,54600
2001-07-10,7000,51700,5200,52700,52000,52100
2001-07-11,7440,48200,4990,51000,49900,51000
2001-07-12,13580,50100,5380,54000,53800,50100
2001-07-13,12050,50000,5150,55000,51500,53900
2001-07-16,10980,49300,4950,51500,49500,51500
2001-07-18,6270,48700,4870,50100,48700,50000
2001-07-19,9730,47000,4950,49500,49500,48000
2001-07-20,4720,47000,4800,49500,48000,49500
2001-07-23,8430,44800,4500,47500,45000,47500
2001-07-24,9580,41900,4500,47400,45000,44200
2001-07-25,18720,43600,5040,50400,50400,43600
2001-07-26,42560,49600,4970,54500,49700,53100
2001-07-27,11100,49500,5080,52000,50800,50300
2001-07-30,9290,48200,4820,50900,48200,50000
2001-07-31,11600,48000,4900,49300,49000,48000
2001-08-01,10370,48800,4980,50400,49800,49500
2001-08-02,22830,49400,5400,54000,54000,50500
2001-08-03,9740,52100,5400,54700,54000,54500
2001-08-06,7540,53000,5330,54800,53300,54800
2001-08-07,8100,51500,5200,52900,52000,52300
2001-08-08,4440,52000,5260,54000,52600,52000
2001-08-09,7010,50100,5010,51600,50100,51500
2001-08-10,5310,50000,5100,51800,51000,50000
2001-08-13,3090,50100,5080,51800,50800,50600
2001-08-14,7090,49600,5030,51700,50300,51000
2001-08-16,7130,47000,4790,49900,47900,49700
2001-08-17,4960,46500,4710,48800,47100,47900
2001-08-20,3350,45100,4550,46400,45500,45900
2001-08-21,1630,45100,4600,46400,46000,45800
2001-08-22,3190,44300,4580,45900,45800,45000
2001-08-23,4030,44500,4450,46700,44500,46700
2001-08-24,3800,43200,4400,44300,44000,44300
2001-08-27,4350,44000,4440,46000,44400,45000
2001-08-28,3800,43000,4340,44300,43400,43000
2001-08-29,5640,40000,4000,43000,40000,43000
2001-08-30,6470,36900,3850,38500,38500,37200
2001-08-31,9570,33900,3390,37500,33900,37500
2001-09-03,7440,33500,3440,35100,34400,33500
2001-09-04,5610,31500,3470,35400,34700,31500
2001-09-05,5090,33000,3410,34200,34100,33100
2001-09-06,4880,34500,3530,35400,35300,35000
2001-09-07,6120,34100,3650,36500,36500,34100
2001-09-10,17440,36200,3770,38800,37700,36700
2001-09-11,8600,36100,3650,38100,36500,38100
2001-09-12,29080,32200,3250,33300,32500,32200
2001-09-13,6900,32500,3360,36000,33600,32500
2001-09-14,7120,29600,2960,34300,29600,33900
2001-09-17,6410,26100,2640,28000,26400,28000
2001-09-18,5660,26400,2950,29500,29500,26400
2001-09-19,5430,27500,3000,30500,30000,27500
2001-09-20,2730,27400,2840,29500,28400,27500
2001-09-21,1210,25500,2700,28100,27000,25500
2001-09-25,3150,27600,2760,29500,27600,29000
2001-09-26,4470,27600,2850,30500,28500,27600
2001-09-27,1900,27800,2920,29400,29200,27800
2001-10-04,6860,31100,3230,33000,32300,31100
2001-10-05,5850,30600,3060,32300,30600,32300
2001-10-08,3610,29600,3070,30900,30700,30600
2001-10-09,13670,30900,3330,33300,33300,30900
2001-10-10,10790,32300,3350,35000,33500,33500
2001-10-11,9590,34300,3450,36400,34500,35500
2001-10-12,6260,32300,3380,36000,33800,36000
2001-10-15,10540,33800,3500,35900,35000,34000
2001-10-16,20980,34000,3920,39200,39200,35200
2001-10-17,32930,39500,3950,42700,39500,41900
2001-10-18,14170,36500,3870,39800,38700,38700
2001-10-19,9220,38700,4000,41200,40000,38700
2001-10-22,8010,40000,4050,41500,40500,40500
2001-10-23,12750,37800,3800,41700,38000,41000
2001-10-24,10170,37900,3850,39400,38500,38100
2001-10-25,7010,38100,3920,39600,39200,38100
2001-10-26,7470,38900,4050,41000,40500,39000
2001-10-29,30780,40700,4530,45300,45300,41000
2001-10-30,21090,42100,4350,46000,43500,45300
2001-10-31,32850,42900,4870,48700,48700,43500
2001-11-01,30300,47300,4990,51200,49900,49500
2001-11-02,17120,50100,5180,54500,51800,50500
2001-11-05,10770,49000,5100,54800,51000,54800
2001-11-06,37760,51100,5700,57100,57000,51500
2001-11-07,22720,51000,5500,59700,55000,57000
2001-11-08,11210,51000,5140,55000,51400,55000
2001-11-12,5090,49100,5090,51400,50900,50000
2001-11-13,18220,48600,5240,54000,52400,48600
2001-11-14,9310,50000,5040,53500,50400,53500
2001-11-15,5620,49300,5150,53000,51500,49300
2001-11-16,4600,49100,5100,51900,51000,49100
2001-11-19,6490,51000,5200,52500,52000,51000
2001-11-20,7660,50400,5040,53100,50400,52000
2001-11-21,7980,49700,5300,53200,53000,49700
2001-11-22,3650,51800,5250,54000,52500,54000
2001-11-23,3340,51900,5200,54000,52000,52100
2001-11-26,4080,50500,5100,52000,51000,50500
2001-11-27,3470,50000,5050,53700,50500,51000
2001-11-28,6710,49600,5020,51600,50200,50000
2001-11-29,7880,46800,5620,56200,56200,46800
2001-11-30,24800,54100,6290,62900,62900,59000
2001-12-03,30400,64500,6670,69400,66700,66200
2001-12-04,20780,60500,6310,66000,63100,62200
2001-12-05,25470,62800,6950,70600,69500,65000
2001-12-06,21560,63500,6490,71900,64900,71000
2001-12-07,10750,62500,6530,67100,65300,65900
2001-12-10,18650,64000,6480,68700,64800,65300
2001-12-11,2810,62900,6480,65300,64800,62900
2001-12-12,5720,64400,6550,66600,65500,64700
2001-12-13,6880,65100,6800,69300,68000,65100
2001-12-14,4790,66500,6690,68600,66900,68000
2001-12-17,7230,66000,6870,71000,68700,66600
2001-12-18,26650,68000,7000,75800,70000,68000
2001-12-19,7520,67900,7000,71600,70000,70000
2001-12-20,12270,68400,7540,75500,75400,70900
2001-12-21,18860,72000,7550,76500,75500,73500
2001-12-24,10230,72900,7310,76500,73100,75500
2001-12-26,21770,72000,7520,76400,75200,74600
2001-12-27,19200,66200,6620,75300,66200,73000
2001-12-28,52510,58300,5830,60500,58300,60500
2002-01-02,8900,56700,5900,59400,59000,58500
2002-01-04,8480,53000,5310,57000,53100,55500
2002-01-07,18670,49800,5270,53300,52700,52000
2002-01-08,10290,53100,5360,55700,53600,53100
2002-01-09,6740,52100,5540,55400,55400,52500
2002-01-10,3810,54300,5470,56000,54700,55500
2002-01-11,3230,52900,5400,55500,54000,53500
2002-01-14,1980,52600,5290,54400,52900,52900
2002-01-15,2600,52000,5310,53800,53100,52500
2002-01-16,10100,51700,5850,58500,58500,51700
2002-01-17,25960,55100,5530,62000,55300,59900
2002-01-18,29780,56000,6190,61900,61900,57500
2002-01-21,33030,58300,5830,68000,58300,68000
2002-01-22,13310,55300,5710,59000,57100,57300
2002-01-23,13720,55000,5500,59000,55000,59000
2002-01-24,14740,52400,5340,54900,53400,54200
2002-01-25,9360,51800,5360,54200,53600,52400
2002-01-28,6980,52200,5360,54300,53600,53600
2002-01-29,9590,53300,5410,56000,54100,53700
2002-01-30,5000,52500,5250,54500,52500,53500
2002-02-01,5110,52000,5250,53500,52500,52000
2002-02-04,7870,48800,5090,52500,50900,52500
2002-02-05,5810,48500,5210,52700,52100,49100
2002-02-06,3900,50600,5150,52500,51500,51000
2002-02-07,10550,49500,5050,53500,50500,51500
2002-02-08,11840,37400,3810,41500,38100,40000
2002-02-14,6450,35500,4100,41500,41000,38100
2002-02-15,5440,38000,4100,41500,41000,39000
2002-02-18,3850,39800,4160,43500,41600,39800
2002-02-19,1860,41100,4170,42900,41700,41100
2002-02-20,1870,40700,4130,42200,41300,41200
2002-02-21,3330,41600,4220,44000,42200,42000
2002-02-22,1090,41300,4160,42500,41600,41300
2002-02-25,800,40800,4140,42500,41400,42500
2002-02-26,4730,39100,3990,42000,39900,41000
2002-02-27,4460,37800,4000,41000,40000,40000
2002-02-28,3100,38800,3950,40200,39500,40000
2002-03-04,5640,38400,3920,40200,39200,39400
2002-03-05,8090,39300,4080,41900,40800,39300
2002-03-06,3640,40600,4080,41900,40800,41100
2002-03-07,7460,40900,4350,44900,43500,40900
2002-03-08,7860,42000,4390,44200,43900,43500
2002-03-11,5440,42100,4270,44400,42700,44000
2002-03-12,5860,42000,4280,44800,42800,43600
2002-03-13,5830,41500,4190,43200,41900,43200
2002-03-14,2270,40500,4130,42500,41300,41900
2002-03-15,6930,40500,4090,41500,40900,41300
2002-03-18,9290,41000,4400,44900,44000,41000
2002-03-19,5480,37800,4020,40500,40200,39500
2002-03-20,4300,39100,4090,41100,40900,40800
2002-03-21,3670,36000,3870,39500,38700,36000
2002-03-22,4560,37900,3900,40900,39000,39300
2002-03-25,3560,37800,3890,39800,38900,38000
2002-03-26,2370,37000,3820,39900,38200,39900
2002-03-27,1070,37400,3800,39200,38000,38000
2002-03-28,2110,36400,3640,38500,36400,37000
2002-03-29,2180,35000,3560,36700,35600,35700
2002-04-01,2940,33700,3410,36500,34100,35600
2002-04-02,3250,33800,3650,36500,36500,33800
2002-04-03,1590,35200,3650,36800,36500,36500
2002-04-04,2600,33800,3540,35700,35400,35700
2002-04-08,1360,34300,3430,36300,34300,36300
2002-04-09,1270,31500,3150,35800,31500,33600
2002-04-10,1460,30800,3100,33800,31000,32100
2002-04-11,2410,30000,3110,31800,31100,30100
2002-04-12,2940,29200,2950,31400,29500,31200
2002-04-15,3350,29100,3070,30700,30700,30700
2002-04-16,21340,28000,2810,29600,28100,29500
2002-04-17,14840,27100,2740,28900,27400,28200
2002-04-18,13280,27400,2870,29300,28700,27600
2002-04-19,45880,28200,3210,32100,32100,28200
2002-04-22,71150,31700,3420,35200,34200,33500
2002-04-23,24920,30100,3010,34500,30100,34500
2002-04-24,13310,26700,2800,31000,28000,29100
2002-04-25,13670,24700,2470,28500,24700,28200
2002-04-26,15580,23000,2690,27600,26900,23300
2002-04-29,6810,24300,2430,27000,24300,24300
2002-04-30,5660,25000,2590,26700,25900,25500
2002-05-02,5130,25900,2600,27800,26000,26900
2002-05-03,3190,25000,2570,26000,25700,25300
2002-05-06,4590,24800,2570,25800,25700,25100
2002-05-07,3860,24600,2500,26000,25000,24700
2002-05-08,4910,24700,2510,26000,25100,25100
2002-05-09,4050,24800,2500,26200,25000,26200
2002-05-10,5270,23500,2370,24800,23700,24100
2002-05-13,4790,23200,2400,24300,24000,23700
2002-05-14,6560,23800,2380,25000,23800,23800
2002-05-15,9520,23900,2520,25300,25200,24100
2002-05-16,3980,23900,2410,25200,24100,25200
2002-05-17,5630,23700,2420,24800,24200,24200
2002-05-20,5070,24000,2450,25000,24500,25000
2002-05-21,7740,23800,2410,25200,24100,24200
2002-05-22,7140,23200,2400,24400,24000,23400
2002-05-23,9460,23600,2470,24700,24700,24500
2002-05-24,13570,25400,2760,27600,27600,26800
2002-05-27,60060,27200,2830,30900,28300,29500
2002-05-28,12760,25700,2750,29100,27500,28900
2002-05-29,8190,24900,2510,28100,25100,27500
2002-05-30,10230,23500,2400,24600,24000,24200
2002-05-31,6490,22500,2250,24500,22500,23800
2002-06-03,6200,22000,2230,23500,22300,22200
2002-06-04,5760,21200,2220,22400,22200,21400
2002-06-05,4640,21700,2230,23400,22300,22300
2002-06-07,4790,20600,2150,22500,21500,21800
2002-06-10,6880,20500,2080,21500,20800,21500
2002-06-11,3630,20500,2100,21100,21000,20500
2002-06-12,3450,20400,2120,21700,21200,20400
2002-06-14,2840,20700,2110,21900,21100,20700
2002-06-17,4260,21000,2190,21900,21900,21200
2002-06-18,3280,22200,2290,23600,22900,22200
2002-06-19,5590,20200,2050,23800,20500,23800
2002-06-20,2400,20000,2050,22500,20500,20300
2002-06-21,2730,19900,2000,21600,20000,20500
2002-06-24,3160,17800,1800,19700,18000,19600
2002-06-25,4870,16600,1660,18500,16600,18200
2002-06-26,8950,14700,1500,16300,15000,15900
2002-06-27,2530,15200,1570,15700,15700,15200
2002-06-28,5700,15500,1710,17500,17100,15500
2002-07-02,1040,16300,1790,17900,17900,16300
2002-07-03,950,17300,1790,18100,17900,17400
2002-07-04,1540,17800,1920,19300,19200,18000
2002-07-05,1790,18500,1910,19700,19100,18900
2002-07-08,3120,18100,1820,20000,18200,19800
2002-07-09,5610,18000,1980,20300,19800,18200
2002-07-10,3600,19100,1980,20800,19800,19800
2002-07-11,3610,18800,1900,19700,19000,19400
2002-07-12,2350,21200,2120,21200,21200,21200
2002-07-15,1260,23700,2370,23700,23700,23700
2002-07-16,490,26500,2650,26500,26500,26500
2002-07-18,18940,29000,2900,29600,29000,29600
2002-07-19,128190,26100,3150,32400,31500,27500
2002-07-22,23840,27800,2780,30300,27800,29800
2002-07-23,53970,24500,2500,26600,25000,24500
2002-07-24,114060,25000,2700,28000,27000,26500
2002-07-25,43880,23800,2380,28000,23800,27700
2002-07-26,30640,23500,2600,26000,26000,25500
2002-07-29,28410,23000,2420,27600,24200,27600
2002-07-30,49540,24100,2710,27100,27100,25100
2002-07-31,66830,26000,3030,30300,30300,27100
2002-08-01,75290,26700,2670,32800,26700,29800
2002-08-02,36400,24000,2400,26200,24000,25100
2002-08-05,27030,21200,2160,24400,21600,23000
2002-08-06,10490,20100,2030,22300,20300,20300
2002-08-07,11860,20800,2150,22100,21500,20900
2002-08-08,13350,20700,2150,22500,21500,20700
2002-08-09,8660,20900,2130,22500,21300,21900
2002-08-12,6480,21000,2130,22300,21300,21000
2002-08-13,9490,21100,2190,22300,21900,21800
