Date,Adj Close,Close,High,Low,Open,Volume
2017-03-29,8619649,1330,1360,1650,1360,1450
2018-03-06,29889193,125,130,180,130,180
2018-03-08,20191223,85,123,123,123,86
2018-03-09,20633622,92,92,115,92,107
2018-03-12,20297928,70,72,84,72,80
2018-03-13,22621805,56,56,66,56,63
2018-03-14,62516362,27,27,48,27,48
