,Adj Close,Close,High,Low,Open,Volume
2016-11-16,913953,1970,2010,2180,2010,2050
2016-11-17,33678,1960,1960,2000,1960,2000
2016-11-18,5809,1965,1990,1995,1990,1965
2016-11-21,7225,1975,1980,1995,1980,1985
2016-11-22,11808,1970,1985,1985,1985,1980
2016-11-23,150197,1965,1980,1980,1980,1970
2016-11-24,1133,1960,1965,1980,1965,1965
2016-11-25,7097,1965,2020,2020,2020,1980
2016-11-28,4808,1980,1980,1980,1980,1980
2016-11-29,156,1970,1990,1990,1990,1970
2016-11-30,184,1965,1990,1990,1990,1965
2016-12-01,53,1970,1980,1990,1980,1990
2016-12-02,12860,1970,1995,1995,1995,1970
2016-12-05,148,1970,1980,1980,1980,1970
2016-12-06,7683,1975,1980,1980,1980,1975
2016-12-07,5193,1970,1970,1980,1970,1970
2016-12-08,231,1965,1980,1995,1980,1965
2016-12-09,5011,1965,1980,1980,1980,1965
2016-12-12,2011,1975,1975,1990,1975,1990
2016-12-13,12138,1965,1980,1980,1980,1975
2016-12-14,4073,1965,1980,1980,1980,1965
2016-12-15,273,1970,1970,2030,1970,2030
2016-12-16,1,2010,2010,2010,2010,2010
2016-12-19,2982,1965,2010,2010,2010,1965
2016-12-20,25801,1970,1975,1980,1975,1970
2016-12-21,20046,1965,1985,1985,1985,1980
2016-12-22,4610,1965,1995,1995,1995,1980
2016-12-23,5,1965,1995,1995,1995,1965
2016-12-26,0,1995,1995,1995,1995,1995
2016-12-27,2909,1965,1995,1995,1995,1995
2016-12-28,21,1990,1990,1995,1990,1995
2016-12-29,22,1990,1990,1990,1990,1990
2017-01-02,0,1990,1990,1990,1990,1990
2017-01-03,108,1965,1990,1990,1990,1965
2017-01-04,177,1990,1995,1995,1995,1990
2017-01-05,27,1975,1975,1975,1975,1975
2017-01-06,7,1985,1985,1985,1985,1985
2017-01-09,1,1985,1985,1985,1985,1985
2017-01-10,12,1965,1985,1985,1985,1965
2017-01-11,2,1985,1985,1985,1985,1985
2017-01-12,13,1960,1985,1985,1985,1960
2017-01-13,2,1985,1985,1985,1985,1985
2017-01-16,122,1970,1985,1985,1985,1980
2017-01-17,500,1970,1970,1970,1970,1970
2017-01-18,41,1985,1995,1995,1995,1985
2017-01-19,19,1985,1990,1995,1990,1995
2017-01-20,102,1960,2005,2005,2005,1960
2017-01-23,0,2005,2005,2005,2005,2005
2017-01-24,21,1965,1990,1990,1990,1965
2017-01-25,10,1990,1990,1990,1990,1990
2017-01-26,5029,1960,1975,1980,1975,1960
2017-01-31,1295,1950,1975,1975,1975,1975
2017-02-01,128,1955,1960,1970,1960,1970
2017-02-02,184,1950,1950,1960,1950,1960
2017-02-03,5223,1945,1945,1950,1945,1950
2017-02-06,2499,1935,1935,1945,1935,1945
2017-02-07,6755,1940,1965,1970,1965,1940
2017-02-08,6736,1940,1940,1960,1940,1940
2017-02-09,10611,1935,1940,1940,1940,1940
2017-02-10,6296,1935,1950,1955,1950,1950
2017-02-13,1167,1940,1940,1940,1940,1940
2017-02-14,578,1935,1940,1960,1940,1935
2017-02-15,10667,1940,1940,1965,1940,1955
2017-02-16,1683,1940,1940,1965,1940,1965
2017-02-17,1283,1940,1945,1965,1945,1965
2017-02-20,1051,1940,1940,1960,1940,1960
2017-02-21,1361,1935,1945,2075,1945,2075
2017-02-22,5473,1945,1945,1980,1945,1950
2017-02-23,1015,1950,1950,1990,1950,1990
2017-02-24,385253,1910,1925,2300,1925,1950
2017-02-27,13890,1920,1930,1930,1930,1925
2017-02-28,25584,1920,1925,1935,1925,1920
2017-03-02,29014,1925,1945,1945,1945,1925
2017-03-03,9651,1915,1940,1955,1940,1955
2017-03-06,8477,1940,1955,1995,1955,1995
2017-03-07,2578,1955,1955,2035,1955,1975
2017-03-08,2872,1940,1950,1960,1950,1950
2017-03-09,3147,1935,1990,2005,1990,2005
2017-03-10,536,1940,1940,1955,1940,1945
2017-03-13,2344,1930,1950,1965,1950,1930
2017-03-14,2725,1930,1950,1950,1950,1945
2017-03-15,964,1965,1995,2000,1995,1965
2017-03-16,19028,1970,2005,2120,2005,2040
2017-03-17,1781459,2000,2075,2245,2075,2005
2017-03-20,10701227,2035,2695,2695,2695,2075
2017-03-21,5516365,2025,2035,2650,2035,2530
2017-03-22,12483361,2080,2140,2420,2140,2155
2017-03-23,4648286,2065,2155,2400,2155,2200
2017-03-24,3964958,2060,2155,2290,2155,2130
2017-03-27,1360925,2060,2080,2245,2080,2190
2017-03-28,966966,2005,2015,2085,2015,2065
2017-03-29,631661,2000,2010,2055,2010,2050
2017-03-30,773711,1995,2010,2040,2010,2010
2017-03-31,375573,2000,2015,2055,2015,2015
2017-04-03,287046,2000,2005,2035,2005,2020
2017-04-04,326745,1980,1980,2015,1980,2005
2017-04-05,188749,1985,1985,2005,1985,2000
2017-04-06,148293,1970,1990,1995,1990,1980
2017-04-07,161334,1965,1980,1995,1980,1990
2017-04-10,95865,1960,1975,1985,1975,1980
2017-04-11,186902,1955,1970,1985,1970,1970
2017-04-12,78117,1965,1965,1990,1965,1990
2017-04-13,32788,1965,1980,1985,1980,1965
2017-04-14,129465,1965,1975,1990,1975,1970
2017-04-17,64213,1975,1990,1995,1990,1975
2017-04-18,63327,1980,1990,2020,1990,1990
2017-04-19,157875,1990,2020,2030,2020,2000
2017-04-20,45612,1985,1990,2020,1990,2020
2017-04-21,70848,1990,2010,2010,2010,2000
2017-04-24,45419,1985,2005,2010,2005,2000
2017-04-25,27142,1980,1980,2015,1980,1990
2017-04-26,111386,1965,1985,1995,1985,1985
2017-04-27,75606,1970,1995,2005,1995,1990
2017-04-28,0,1995,1995,1995,1995,1995
2017-05-02,0,1995,1995,1995,1995,1995
2017-05-04,0,1995,1995,1995,1995,1995
2017-05-08,0,1995,1995,1995,1995,1995
2017-05-10,0,1995,1995,1995,1995,1995
2017-05-11,0,1995,1995,1995,1995,1995
2017-05-12,0,1995,1995,1995,1995,1995
2017-05-15,0,1995,1995,1995,1995,1995
2017-06-05,0,1995,1995,1995,1995,1995
2017-06-07,0,1995,1995,1995,1995,1995
2017-06-08,0,1995,1995,1995,1995,1995
2017-06-09,0,1995,1995,1995,1995,1995
2017-06-12,0,1995,1995,1995,1995,1995
2017-06-13,0,1995,1995,1995,1995,1995
2017-06-14,0,1995,1995,1995,1995,1995
2017-06-15,0,1995,1995,1995,1995,1995
2017-06-26,190679,1970,1980,1995,1980,1985
2017-06-27,46534,1970,1970,1990,1970,1975
2017-06-28,74264,1970,1985,2010,1985,1970
2017-06-29,79514,1975,1985,2065,1985,1995
2017-06-30,7280313,1985,2160,2440,2160,1985
2017-07-03,1232129,2020,2040,2270,2040,2235
2017-07-04,615477,2000,2030,2065,2030,2055
2017-07-05,238065,2000,2000,2025,2000,2020
2017-07-06,465845,2005,2040,2075,2040,2030
2017-07-07,175612,1995,2020,2035,2020,2015
2017-07-10,187677,1995,2010,2030,2010,2005
2017-07-11,7826989,2010,2065,2390,2065,2035
2017-07-12,1164809,2025,2050,2120,2050,2105
2017-07-13,510267,2025,2050,2060,2050,2050
2017-07-14,242814,2020,2035,2050,2035,2040
2017-07-17,120138,2025,2035,2050,2035,2025
2017-07-18,136438,2020,2030,2045,2030,2045
2017-07-19,97671,2020,2045,2045,2045,2030
2017-07-20,118311,2025,2040,2045,2040,2045
2017-07-21,48924,2025,2035,2045,2035,2035
2017-07-24,107649,2015,2015,2040,2015,2040
2017-07-25,95866,2000,2015,2035,2015,2015
2017-07-26,44202,2005,2010,2030,2010,2010
2017-07-27,55276,2005,2005,2020,2005,2020
2017-07-28,47003,2000,2005,2015,2005,2005
2017-07-31,32629,2000,2000,2015,2000,2010
2017-08-01,53607,2000,2010,2015,2010,2000
2017-08-02,19285,2000,2020,2020,2020,2000
2017-08-03,27811,2005,2005,2020,2005,2020
2017-08-04,54495,1990,2015,2020,2015,2000
2017-08-07,14541,2005,2010,2020,2010,2005
2017-08-08,10139,2005,2010,2020,2010,2010
2017-08-09,15417,2000,2005,2015,2005,2005
2017-08-10,26148,2000,2010,2015,2010,2000
2017-08-11,44524,2000,2000,2015,2000,2000
2017-08-14,8465,1995,2005,2010,2005,2010
2017-08-16,23095,2000,2005,2010,2005,2005
2017-08-17,19618,1995,2000,2010,2000,2000
2017-08-18,27261,2010,2025,2030,2025,2010
2017-08-21,5510,2010,2030,2040,2030,2040
2017-08-22,25762,2005,2035,2035,2035,2005
2017-08-23,32251,2025,2035,2045,2035,2040
2017-08-24,5500,2015,2035,2035,2035,2035
2017-08-25,36388,2010,2040,2045,2040,2040
2017-08-28,43459,2025,2045,2050,2045,2050
2017-08-29,25482,2030,2045,2045,2045,2045
2017-08-30,27667,2030,2045,2055,2045,2050
2017-08-31,74255,2035,2055,2055,2055,2045
2017-09-01,4464,2045,2050,2075,2050,2075
2017-09-04,10948,2030,2050,2065,2050,2065
2017-09-05,4938,2030,2055,2070,2055,2030
2017-09-06,2401,2030,2050,2065,2050,2030
2017-09-07,7704,2030,2045,2060,2045,2060
2017-09-08,10315,2040,2040,2050,2040,2045
2017-09-11,14106,2035,2045,2055,2045,2035
2017-09-12,7826,2025,2045,2060,2045,2060
2017-09-13,7052,2025,2025,2045,2025,2025
2017-09-14,8675,2015,2040,2045,2040,2045
2017-09-15,3166,2020,2035,2055,2035,2020
2017-09-18,7510,2020,2035,2035,2035,2025
2017-09-19,5793,2020,2025,2050,2025,2050
2017-09-20,16387,2020,2040,2040,2040,2040
2017-09-21,20023,2030,2035,2040,2035,2040
2017-09-25,59233,2015,2020,2045,2020,2045
2017-09-26,0,2020,2020,2020,2020,2020
2017-09-27,18954,2015,2020,2030,2020,2015
2017-09-28,6749,2020,2030,2035,2030,2035
2017-09-29,9489,2020,2030,2035,2030,2035
2017-10-10,4218,2020,2030,2030,2030,2030
2017-10-11,8779,2025,2035,2040,2035,2040
2017-10-12,3985,2020,2030,2030,2030,2020
2017-10-13,9507,2020,2030,2030,2030,2025
2017-10-16,4700,2020,2025,2030,2025,2030
2017-10-17,15882,2015,2020,2025,2020,2025
2017-10-18,11324,2010,2020,2020,2020,2020
2017-10-19,19149,2005,2020,2025,2020,2020
2017-10-20,10456,2015,2020,2020,2020,2020
2017-10-23,10758,2000,2025,2025,2025,2015
2017-10-24,193,2005,2020,2025,2020,2025
2017-10-25,12353,2015,2020,2025,2020,2015
2017-10-26,3206,2010,2025,2025,2025,2015
2017-10-27,6574,2010,2020,2020,2020,2010
2017-10-30,18293,2005,2015,2015,2015,2015
2017-10-31,21589,2000,2010,2020,2010,2015
2017-11-01,5181,2005,2015,2015,2015,2010
2017-11-02,3057,2000,2020,2025,2020,2015
2017-11-03,2464,2015,2020,2020,2020,2015
2017-11-06,1155,2005,2020,2020,2020,2015
2017-11-07,4,2015,2020,2020,2020,2015
2017-11-08,303,2010,2015,2020,2015,2010
2017-11-09,1479,2005,2020,2020,2020,2015
2017-11-10,5157,2005,2015,2020,2015,2015
2017-11-13,12829,2000,2005,2020,2005,2020
2017-11-14,11730,2000,2005,2010,2005,2010
2017-11-15,6915,2000,2000,2005,2000,2005
2017-11-16,3101,2000,2005,2010,2005,2000
2017-11-17,54509,1995,2010,2010,2010,2000
2017-11-20,17039,2000,2010,2010,2010,2000
2017-11-21,33598,1995,2005,2005,2005,2000
2017-11-22,3548,1985,2000,2000,2000,1995
2017-11-23,8601,1990,1990,2000,1990,2000
2017-11-24,5554,1975,1995,2000,1995,1975
2017-11-27,6759,1980,2000,2000,2000,1980
2017-11-28,6515,1980,2000,2000,2000,1980
2017-11-29,1058,1990,1995,2000,1995,1990
2017-11-30,565,1985,1995,1995,1995,1985
2017-12-01,4895,1970,1995,1995,1995,1975
2017-12-04,14221,1975,1995,1995,1995,1975
2017-12-05,13730,1970,1995,1995,1995,1985
2017-12-06,3730,1990,1995,1995,1995,1990
2017-12-07,2690,1970,1995,1995,1995,1990
2017-12-08,13662,1995,2015,2015,2015,1995
2017-12-11,6245,2005,2015,2015,2015,2010
2017-12-12,9228,1995,2015,2015,2015,2015
2017-12-13,6476,1990,2020,2020,2020,2015
2017-12-14,9164,2000,2040,2055,2040,2000
2017-12-15,3307,2000,2010,2015,2010,2005
2017-12-18,0,2010,2010,2010,2010,2010
2017-12-19,10340,1960,2015,2015,2015,2010
2017-12-21,7029,1985,2015,2020,2015,2020
2017-12-22,7389,1990,2005,2015,2005,2005
2017-12-26,302,2005,2005,2005,2005,2005
2017-12-27,0,2005,2005,2005,2005,2005
2017-12-28,1325,1970,1995,2000,1995,1990
2018-01-02,433,1975,1995,2000,1995,2000
2018-01-03,0,1995,1995,1995,1995,1995
2018-01-04,3120,1990,2005,2010,2005,1990
2018-01-05,9588,1990,2015,2015,2015,2005
2018-01-08,3059,1995,2010,2015,2010,2010
2018-01-09,76838,1945,2005,2015,2005,2015
2018-01-10,0,2005,2005,2005,2005,2005
2018-01-11,1769,1990,1990,2020,1990,2000
