,Adj Close,Close,High,Low,Open,Volume
2017-01-25,6226331,7140,7140,8570,7140,8500
2017-01-26,15233126,7040,9280,9280,9280,7050
2017-01-31,6582636,8540,9210,9330,9210,9280
2017-02-01,6117771,8740,9500,9500,9500,9500
2017-02-02,2650152,8410,8950,9160,8950,9130
2017-02-03,2424878,8050,8050,8800,8050,8760
2017-02-06,2323735,7800,7980,8590,7980,8330
2017-02-07,1381402,7730,7960,8090,7960,7910
2017-02-08,1970213,7560,7750,8130,7750,8020
2017-02-09,963238,7430,7550,7760,7550,7650
2017-02-10,3717494,7550,7630,8270,7630,7660
2017-02-13,1352443,7630,7690,8050,7690,7830
2017-02-14,1114341,7460,7500,7850,7500,7850
2017-02-15,703315,7360,7380,7600,7380,7550
2017-02-16,651547,7130,7220,7390,7220,7380
2017-02-17,399115,7190,7300,7380,7300,7220
2017-02-20,608828,7070,7080,7440,7080,7340
2017-02-21,957163,7110,7440,7440,7440,7200
2017-02-22,413226,7260,7320,7420,7320,7420
2017-02-23,1523504,7320,7430,7720,7430,7440
2017-02-24,832166,7110,7150,7610,7150,7460
2017-02-27,655326,6780,7000,7170,7000,7120
2017-02-28,9922690,7210,7210,8250,7210,7600
2017-03-02,1455486,7140,7140,7530,7140,7210
2017-03-03,870323,6800,6800,7270,6800,7140
2017-03-06,650566,6580,6620,6850,6620,6780
2017-03-07,975467,6700,6790,7070,6790,6700
2017-03-08,837628,6820,7120,7220,7120,6860
2017-03-09,440779,6830,6860,7130,6860,7120
2017-03-10,504030,6460,6880,6930,6880,6840
2017-03-13,359774,6750,6900,6960,6900,6900
2017-03-14,1256740,6920,7160,7330,7160,6920
2017-03-15,461447,6940,6990,7250,6990,7190
2017-03-16,504939,6950,7030,7220,7030,7080
2017-03-17,592122,6970,7210,7240,7210,7070
2017-03-20,544627,7150,7340,7350,7340,7170
2017-03-21,311298,7110,7140,7330,7140,7330
2017-03-22,321168,6920,6970,7170,6970,7100
2017-03-23,333981,6720,6810,7020,6810,6980
2017-03-24,215960,6690,6710,6880,6710,6800
2017-03-27,242996,6590,6610,6730,6610,6700
2017-03-28,216965,6610,6740,6800,6740,6670
2017-03-29,213313,6630,6670,6790,6670,6770
2017-03-30,164768,6630,6660,6750,6660,6750
2017-03-31,215517,6600,6810,6850,6810,6660
2017-04-03,368821,6800,6850,7030,6850,6880
2017-04-04,179111,6720,6720,6880,6720,6800
2017-04-05,126704,6710,6720,6820,6720,6720
2017-04-06,118265,6650,6660,6790,6660,6720
2017-04-07,152363,6550,6600,6730,6600,6730
2017-04-10,181300,6370,6370,6640,6370,6600
2017-04-11,288096,6150,6310,6490,6310,6490
2017-04-12,142171,6140,6190,6300,6190,6270
2017-04-13,187231,6080,6360,6430,6360,6200
2017-04-14,207316,6150,6160,6360,6160,6360
2017-04-17,109821,6200,6330,6360,6330,6200
2017-04-18,166894,6310,6490,6570,6490,6360
2017-04-19,150371,6450,6490,6690,6490,6530
2017-04-20,108259,6350,6390,6530,6390,6500
2017-04-21,57130,6370,6390,6480,6390,6410
2017-04-24,124713,6220,6240,6450,6240,6410
2017-04-25,76289,6250,6380,6430,6380,6250
2017-04-26,153566,6390,6430,6590,6430,6460
2017-04-27,71860,6370,6380,6460,6380,6450
2017-04-28,159906,6180,6190,6380,6190,6320
2017-05-02,69865,6180,6230,6300,6230,6190
2017-05-04,107590,6220,6370,6440,6370,6230
2017-05-08,111957,6260,6280,6490,6280,6370
2017-05-10,66894,6190,6230,6330,6230,6290
2017-05-11,181883,6190,6360,6410,6360,6230
2017-05-12,252029,6420,6500,6590,6500,6470
2017-05-15,95885,6420,6530,6590,6530,6510
2017-05-16,214185,6480,6540,6690,6540,6600
2017-05-17,98381,6410,6500,6570,6500,6510
2017-05-18,96089,6350,6440,6490,6440,6420
2017-05-19,119368,6300,6530,6530,6530,6400
2017-05-22,390389,6460,6710,6720,6710,6530
2017-05-23,1353877,6790,6960,7140,6960,6830
2017-05-24,388736,6800,6910,7110,6910,7090
2017-05-25,212707,6660,6720,6990,6720,6890
2017-05-26,218055,6680,6870,6950,6870,6810
2017-05-29,266598,6820,6900,7100,6900,6940
2017-05-30,231366,6780,6970,6970,6970,6880
2017-05-31,174289,6860,7000,7090,7000,6970
2017-06-01,127729,6900,6980,7070,6980,7000
2017-06-02,159655,6800,6950,7010,6950,6980
2017-06-05,93906,6850,6850,7000,6850,7000
2017-06-07,190532,6760,6920,6920,6920,6850
2017-06-08,500292,6860,7110,7250,7110,6980
2017-06-09,200321,7030,7110,7190,7110,7150
2017-06-12,167444,6900,6920,7120,6920,7060
2017-06-13,145540,6800,6850,6990,6850,6900
2017-06-14,235841,6670,6690,6880,6690,6850
2017-06-15,167471,6550,6570,6720,6570,6650
2017-06-16,146659,6510,6520,6670,6520,6570
2017-06-19,111140,6490,6580,6680,6580,6510
2017-06-20,166226,6560,6580,6670,6580,6600
2017-06-21,84918,6500,6570,6650,6570,6580
2017-06-22,169468,6550,6730,6770,6730,6570
2017-06-23,352619,6720,6720,6930,6720,6800
2017-06-26,92919,6660,6780,6790,6780,6720
2017-06-27,494004,6760,7150,7150,7150,6780
2017-06-28,5736159,7300,7420,8150,7420,7310
2017-06-29,756672,7250,7540,7620,7540,7510
2017-06-30,793127,7440,7460,7880,7460,7470
2017-07-03,364102,7220,7300,7530,7300,7430
2017-07-04,398687,7110,7200,7400,7200,7290
2017-07-05,888861,7220,7520,7730,7520,7260
2017-07-06,494478,7390,7720,7720,7720,7600
2017-07-07,432739,7580,7760,7820,7760,7640
2017-07-10,265844,7550,7750,7790,7750,7780
2017-07-11,570305,7680,7980,8000,7980,7770
2017-07-12,1404452,7820,7980,8260,7980,8070
2017-07-13,333269,7780,7900,8030,7900,8030
2017-07-14,543230,7540,7660,7860,7660,7860
2017-07-17,335433,7450,7520,7730,7520,7730
2017-07-18,539649,7540,7960,7960,7960,7580
2017-07-19,854091,7910,8230,8260,8230,7990
2017-07-20,320343,8040,8130,8260,8130,8260
2017-07-21,274341,8050,8190,8200,8190,8060
2017-07-24,332507,8120,8210,8290,8210,8190
2017-07-25,894055,8110,8110,8620,8110,8280
2017-07-26,490210,7710,7890,8130,7890,8100
2017-07-27,265761,7640,7740,7910,7740,7810
2017-07-28,452184,7170,7210,7690,7210,7690
2017-07-31,282637,6940,7270,7280,7270,7090
2017-08-01,141159,7150,7160,7280,7160,7240
2017-08-02,147084,7170,7280,7380,7280,7250
2017-08-03,215562,6840,6860,7270,6860,7270
2017-08-04,108661,6790,6890,6970,6890,6830
2017-08-07,89752,6800,6880,6950,6880,6930
2017-08-08,115126,6730,6780,6920,6780,6910
2017-08-09,184214,6540,6610,6820,6610,6820
2017-08-10,198027,6550,6790,6860,6790,6550
2017-08-11,201956,6580,6970,7030,6970,6650
2017-08-14,111504,6880,7120,7130,7120,6960
2017-08-16,375422,6980,6990,7270,6990,7120
2017-08-17,143217,6960,7000,7050,7000,7000
2017-08-18,124608,6770,6850,6990,6850,6900
2017-08-21,160099,6600,6610,6850,6610,6840
2017-08-22,128285,6600,6670,6690,6670,6610
2017-08-23,79581,6610,6680,6740,6680,6690
2017-08-24,227412,6760,6910,6970,6910,6820
2017-08-25,175849,6830,7060,7090,7060,6890
2017-08-28,101364,6940,7050,7070,7050,7060
2017-08-29,192005,6860,7090,7130,7090,6970
2017-08-30,95390,7000,7090,7140,7090,7120
2017-08-31,121712,6950,7020,7080,7020,7080
2017-09-01,151330,6950,7100,7180,7100,7020
2017-09-04,136891,6840,6880,7050,6880,6850
2017-09-05,133202,6720,6910,6970,6910,6900
2017-09-06,71570,6790,6930,6950,6930,6800
2017-09-07,320009,6930,7050,7220,7050,6930
2017-09-08,220404,6980,6990,7200,6990,7100
2017-09-11,122344,6870,6900,7050,6900,7000
2017-09-12,88157,6800,6920,6970,6920,6910
2017-09-13,326682,6840,6850,7140,6850,6980
2017-09-14,89346,6770,6810,6920,6810,6890
2017-09-15,146174,6650,6700,6830,6700,6740
2017-09-18,124948,6600,6770,6770,6770,6670
2017-09-19,217446,6690,6800,6890,6800,6770
2017-09-20,126949,6590,6630,6830,6630,6760
2017-09-21,257500,6310,6400,6670,6400,6670
2017-09-25,203665,5900,6060,6400,6060,6310
2017-09-26,0,6060,6060,6060,6060,6060
2017-09-27,68446,6130,6300,6360,6300,6130
2017-09-28,40099,6220,6310,6360,6310,6300
2017-09-29,31324,6290,6340,6400,6340,6350
2017-10-10,33660,6260,6290,6440,6290,6340
2017-10-11,32878,6300,6380,6400,6380,6310
2017-10-12,43115,6350,6400,6450,6400,6350
2017-10-13,70278,6250,6320,6470,6320,6430
2017-10-16,39687,6220,6300,6400,6300,6250
2017-10-17,35510,6240,6340,6350,6340,6240
2017-10-18,67361,6240,6310,6350,6310,6350
2017-10-19,70981,6290,6390,6390,6390,6370
2017-10-20,174960,6390,6710,6720,6710,6400
2017-10-23,120727,6590,6720,6780,6720,6740
2017-10-24,154487,6690,6860,6880,6860,6720
2017-10-25,294199,6870,7120,7140,7120,6890
2017-10-26,105082,7000,7090,7120,7090,7000
2017-10-27,96851,7020,7110,7130,7110,7130
2017-10-30,61030,7020,7080,7140,7080,7130
2017-10-31,94441,7040,7110,7150,7110,7060
2017-11-01,80242,7050,7100,7170,7100,7160
2017-11-02,541384,7200,7430,7610,7430,7200
2017-11-03,133965,7300,7430,7450,7430,7400
2017-11-06,192875,7270,7370,7430,7370,7430
2017-11-07,131962,7260,7380,7440,7380,7390
2017-11-08,199576,7310,7570,7570,7570,7340
2017-11-09,105428,7410,7480,7550,7480,7550
2017-11-10,58961,7360,7440,7480,7440,7460
2017-11-13,94553,7310,7330,7490,7330,7490
2017-11-14,115381,7310,7370,7400,7370,7330
2017-11-15,213502,7160,7270,7400,7270,7380
2017-11-16,92373,7070,7220,7270,7220,7260
2017-11-17,95826,7110,7220,7280,7220,7280
2017-11-20,262056,7130,7190,7250,7190,7150
2017-11-21,150409,7040,7050,7230,7050,7230
2017-11-22,150897,6920,7090,7140,7090,7070
2017-11-23,354359,7040,7200,7220,7200,7090
2017-11-24,336202,7200,7320,7380,7320,7200
2017-11-27,158272,7180,7180,7440,7180,7400
2017-11-28,176696,7080,7120,7250,7120,7210
2017-11-29,178327,7090,7200,7200,7200,7090
2017-11-30,170271,7090,7180,7210,7180,7160
2017-12-01,204077,7140,7270,7300,7270,7180
2017-12-04,218424,7050,7160,7410,7160,7300
2017-12-05,68476,7120,7180,7210,7180,7180
2017-12-06,150885,7120,7190,7270,7190,7120
2017-12-07,166575,7020,7100,7230,7100,7200
2017-12-08,79410,7040,7040,7120,7040,7120
2017-12-11,66608,6970,7080,7090,7080,7030
2017-12-12,223789,7080,7350,7360,7350,7120
2017-12-13,323016,7360,7430,7580,7430,7400
2017-12-14,183834,7350,7550,7550,7550,7450
2017-12-15,244495,7360,7440,7600,7440,7590
2017-12-18,226014,7400,7530,7600,7530,7450
2017-12-19,133873,7410,7530,7590,7530,7540
2017-12-21,158043,7350,7350,7540,7350,7540
2017-12-22,92618,7250,7470,7490,7470,7430
2017-12-26,132420,7410,7450,7600,7450,7540
2017-12-27,123177,7180,7450,7470,7450,7450
2017-12-28,95197,7360,7490,7500,7490,7500
2018-01-01,0,7490,7490,7490,7490,7490
2018-01-02,182836,7400,7410,7530,7410,7490
2018-01-03,458100,7400,7910,7920,7910,7480
2018-01-04,258152,7670,7680,8020,7680,8020
2018-01-05,278975,7740,7900,7900,7900,7770
2018-01-08,299059,7610,7650,7960,7650,7960
2018-01-09,190477,7560,7610,7820,7610,7650
2018-01-10,240535,7350,7540,7700,7540,7680
2018-01-11,119197,7500,7570,7680,7570,7550
2018-01-12,194944,7400,7570,7640,7570,7620
2018-01-15,652471,7650,8090,8090,8090,7650
2018-01-16,501849,7920,8320,8350,8320,8180
2018-01-17,312849,8150,8270,8480,8270,8350
2018-01-18,262479,8270,8340,8570,8340,8320
2018-01-19,164820,8190,8420,8420,8420,8400
2018-01-22,643500,8160,8480,8990,8480,8490
2018-01-23,720829,8520,8890,8950,8890,8880
2018-01-24,231022,8700,8880,8910,8880,8910
2018-01-25,321908,8800,9070,9230,9070,8880
2018-01-26,147256,9020,9100,9180,9100,9130
2018-01-29,172494,9050,9130,9270,9130,9120
2018-01-30,268390,8830,8850,9200,8850,9200
2018-01-31,186762,8730,8940,9100,8940,8870
2018-02-01,110137,8810,8890,9080,8890,9080
2018-02-02,158456,8850,9010,9030,9010,8900
2018-02-05,166070,8700,8790,8990,8790,8990
2018-02-06,491008,8460,9230,9240,9230,8500
2018-02-07,543743,4425,4425,4995,4425,4995
2018-02-08,175995,4315,4580,4585,4580,4425
2018-02-09,163235,4360,4525,4580,4525,4395
