,Adj Close,Close,High,Low,Open,Volume
2008-06-13,738800,40800,40800,53700,38203,48000
2008-06-16,368800,34900,36100,40900,33802,40500
2008-06-17,217700,35300,37200,39100,34832,36650
2008-06-18,167700,33550,33850,38000,31695,35700
2008-06-19,175800,30950,31300,35200,29307,34100
2008-06-20,165700,29600,30250,32450,28324,31550
2008-06-23,73700,29100,30150,30850,28231,30050
2008-06-24,328300,30150,31100,34650,29120,30150
2008-06-25,70100,30050,30800,32300,28839,31500
2008-06-26,59800,29500,29500,31300,27622,30850
2008-06-27,159700,25100,25100,28500,23502,28500
2008-06-30,130800,23450,24000,26850,22472,24500
2008-07-01,70400,22400,22700,24600,21255,24150
2008-07-02,165000,22100,24350,25500,22800,23200
2008-07-03,76700,23150,24800,25400,23221,23400
2008-07-04,211600,24400,26100,28300,24438,25000
2008-07-07,103500,23500,23650,27450,22144,26100
2008-07-08,108100,20150,20750,23850,19429,23650
2008-07-09,64100,19750,19850,21850,18586,21150
2008-07-10,52200,19000,20800,20850,19476,19100
2008-07-11,44500,20200,21200,21250,19850,20500
2008-07-14,54500,21250,24350,24350,22800,21250
2008-07-15,135000,24000,24000,26750,22472,26700
2008-07-16,106500,23500,24450,26600,22893,24900
2008-07-17,149300,24900,26400,28000,24719,25400
2008-07-18,170200,25600,26400,29200,24719,27000
2008-07-21,75200,25450,25500,26950,23877,26900
2008-07-22,81500,24650,24800,27300,23221,25250
2008-07-23,48600,24800,25000,26100,23408,25150
2008-07-24,166500,25200,28750,28750,26920,25200
2008-07-25,345900,28250,29150,32000,27294,28650
2008-07-28,154200,28350,29850,30850,27950,29550
2008-07-29,153000,27150,27750,31050,25983,29300
2008-07-30,306000,28100,31900,31900,29869,28650
2008-07-31,233400,29650,29700,32250,27809,31900
2008-08-01,167200,29700,29800,31550,27903,29700
2008-08-04,64400,29000,29000,30900,27154,30100
2008-08-05,82000,26100,26900,29400,25188,28650
2008-08-06,111700,27100,28300,29150,26498,27100
2008-08-07,185400,27550,27800,31450,26030,28800
2008-08-08,78700,26350,26500,28500,24813,28200
2008-08-11,21600,25900,26050,27250,24392,26900
2008-08-12,31500,24600,25500,25850,23877,25400
2008-08-13,26800,24150,24150,26300,22613,25750
2008-08-14,20700,23650,24150,24450,22613,23900
2008-08-18,24300,23400,24200,25000,22659,24000
2008-08-19,21600,23200,23650,24500,22144,24000
2008-08-20,35600,22350,22350,24000,20927,23550
2008-08-21,25700,21150,21150,23000,19803,22750
2008-08-22,38100,19400,19850,21150,18586,20550
2008-08-25,29500,20050,20750,21500,19429,20300
2008-08-26,23400,19600,21300,21300,19944,20000
2008-08-27,98300,21400,22600,23250,21161,21400
2008-08-28,34900,20000,20600,22800,19288,22800
2008-08-29,31500,19800,20000,21100,18727,20700
2008-09-01,39100,17100,17100,19900,16011,19500
2008-09-02,59600,14850,15300,17900,14326,17100
2008-09-03,46300,15100,16100,16450,15075,15800
2008-09-04,48500,15500,16750,17500,15683,15900
2008-09-05,21800,15850,16600,17450,15543,15950
2008-09-08,30400,17000,17800,18100,16667,17250
2008-09-09,29100,17300,17500,18600,16386,18000
2008-09-10,21000,17100,17550,17850,16433,17200
2008-09-11,24700,17400,18150,18600,16994,17400
2008-09-12,18800,18300,18800,18850,17603,18300
2008-09-16,50100,16000,16000,17100,14981,16150
2008-09-17,23000,16600,16900,17200,15824,16700
2008-09-18,20400,15900,16300,16450,15262,16050
2008-09-19,43200,16800,16850,17850,15777,16800
2008-09-22,21300,16300,16350,17450,15309,17150
2008-09-23,46600,16300,18800,18800,17603,16350
2008-09-24,166100,19600,19600,21500,18352,20100
2008-09-25,55400,19400,20150,20500,18867,19500
2008-09-26,76800,19700,21000,21250,19663,20350
2008-09-29,78300,19000,19500,22800,18258,22250
2008-09-30,46500,16750,18350,18750,17182,17150
2008-10-01,54800,18350,18500,20000,17322,18650
2008-10-02,19800,18200,18350,19200,17182,18600
2008-10-06,36600,16400,16550,18400,15496,18050
