"name","code","ingornot"
"디에스티로봇",90710,"ing"
"연이정보통신",90740,"ing"
"이지웰페어",90850,"ing"
"이엠텍",91120,"ing"
"S&K폴리텍",91340,"ing"
"텔레필드",91440,"ing"
"상신이디피",91580,"ing"
"남화토건",91590,"ing"
"파트론",91700,"ing"
"나노캠텍",91970,"ing"
"셀트리온헬스케어",91990,"ing"
"아미코젠",92040,"ing"
"디엔에프",92070,"ing"
"이크레더블",92130,"ing"
"현우산업",92300,"ing"
"한라IMS",92460,"ing"
"넥스트칩",92600,"ing"
"네오팜",92730,"ing"
"엑시콘",92870,"ing"
"빅솔론",93190,"ing"
"케이아이엔엑스",93320,"ing"
"풍강",93380,"ing"
"매커스",93520,"ing"
"다믈멀티미디어",93640,"ing"
"서원인텍",93920,"ing"
"동운아나텍",94170,"ing"
"이엘케이",94190,"ing"
"칩스앤미디어",94360,"ing"
"갤럭시아컴즈",94480,"ing"
"일진파워",94820,"ing"
"슈프리마에이치큐",94840,"ing"
"참좋은여행",94850,"ing"
"코닉글로리",94860,"ing"
"푸른기술",94940,"ing"
"제이엠티",94970,"ing"
"이엠코리아",95190,"ing"
"웨이브일렉트로",95270,"ing"
"ISC",95340,"ing"
"미래나노텍",95500,"ing"
"테스",95610,"ing"
"네오위즈",95660,"ing"
"제넥신",95700,"ing"
"에스에너지",95910,"ing"
"이트론",96040,"ing"
"청담러닝",96240,"ing"
"대창솔루션",96350,"stop"
"씨젠",96530,"ing"
"알에프세미",96610,"ing"
"에스코넥",96630,"ing"
"멜파스",96640,"ing"
"제이스테판",96690,"ing"
"엘디티",96870,"ing"
"엠씨넥스",97520,"ing"
"에스맥",97780,"ing"
"윈팩",97800,"ing"
"효성오앤비",97870,"ing"
"마이크로컨텍솔",98120,"ing"
"고영",98460,"ing"
"에스티오",98660,"ing"
"아이센스",99190,"ing"
"SDN",99220,"ing"
"쎄트렉아이",99320,"ing"
"동방선기",99410,"ing"
"스맥",99440,"ing"
"ITX엠투엠",99520,"ing"
"모바일리더",100030,"ing"
"삼강엠앤티",100090,"ing"
"뷰웍스",100120,"ing"
"동국S&C",100130,"ing"
"서암기계공업",100660,"ing"
"세운메디칼",100700,"ing"
"디엠씨",101000,"stop"
"월덱스",101160,"ing"
"우림기계",101170,"ing"
"씨큐브",101240,"ing"
"모베이스",101330,"ing"
"아이엠",101390,"ing"
"엔시트론",101400,"ing"
"에스앤에스텍",101490,"ing"
"코리아에스이",101670,"ing"
"한국정밀기계",101680,"stop"
"조이맥스",101730,"ing"
"인화정공",101930,"ing"
"어보브반도체",102120,"ing"
"해덕파워웨이",102210,"ing"
"이엔에프테크놀로지",102710,"ing"
"코오롱생명과학",102940,"ing"
"에스앤더블류",103230,"ing"
"대성파인텍",104040,"ing"
"NHN벅스",104200,"ing"
"동양피엔에프",104460,"ing"
"티케이케미칼",104480,"ing"
"코렌텍",104540,"ing"
"원익머트리얼즈",104830,"ing"
"케이엔더블유",105330,"ing"
"트루윈",105550,"ing"
"디케이락",105740,"ing"
"알비케이이엠디",106080,"ing"
"하이텍팜",106190,"ing"
"파인테크닉스",106240,"ing"
"디지탈옵틱",106520,"ing"
"톱텍",108230,"ing"
"실리콘웍스",108320,"ing"
"대양전기공업",108380,"ing"
"인터파크",108790,"ing"
"셀바스AI",108860,"ing"
"옵티시스",109080,"ing"
"에스와이패널",109610,"ing"
"디에스케이",109740,"stop"
"진매트릭스",109820,"ing"
"동일금속",109860,"ing"
"에이프로젠 H&G",109960,"ing"
"지와이커머스",111820,"ing"
"삼본정밀전자",111870,"ing"
"위메이드",112040,"ing"
"에스에프씨",112240,"ing"
"디젠스",113810,"ing"
"크루셜텍",114120,"ing"
"웰크론강원",114190,"ing"
"KPX생명과학",114450,"ing"
"지스마트글로벌",114570,"ing"
"우노앤컴퍼니",114630,"ing"
"아이원스",114810,"ing"
"휴맥스",115160,"ing"
"큐리언트",115180,"ing"
"인포바인",115310,"ing"
"우리넷",115440,"ing"
"지트리비앤티",115450,"ing"
"씨유메디칼",115480,"ing"
"케이씨에스",115500,"ing"
"씨엔플러스",115530,"stop"
"스타플렉스",115570,"ing"
"이미지스",115610,"ing"
"연우",115960,"ing"
"알파홀딩스",117670,"ing"
"모트렉스",118990,"ing"
"포메탈",119500,"ing"
"인터로조",119610,"ing"
"아이텍반도체",119830,"ing"
"지엔씨에너지",119850,"ing"
"다나와",119860,"ing"
"대정화금",120240,"ing"
"골프존뉴딘홀딩스",121440,"ing"
"나노신소재",121600,"ing"
"비덴트",121800,"ing"
"코이즈",121850,"ing"
"에스디시스템",121890,"ing"
"제노레이",122310,"ing"
"삼기오토모티브",122350,"ing"
"KMH",122450,"ing"
"예스티",122640,"ing"
"서진오토모티브",122690,"ing"
"썬텍",122800,"stop"
"와이지엔터테인먼트",122870,"ing"
"와이솔",122990,"ing"
"옵토팩",123010,"ing"
