Date,Open,High,Low,Close,Volume,Adj_Close
2012-07-27,6460,6470,5700,6160,2589952,6160
2012-07-30,6260,6950,6160,6640,1245432,6640
2012-07-31,6640,6720,6350,6590,377504,6590
2012-08-01,6500,6630,6420,6520,136644,6520
2012-08-02,6620,6620,6380,6380,186509,6380
2012-08-03,6180,6460,6120,6390,182564,6390
2012-08-06,6400,6540,6200,6200,66571,6200
2012-08-07,6210,6280,6120,6160,54667,6160
2012-08-08,6160,6230,6030,6030,68910,6030
2012-08-09,6030,6100,5900,6000,40890,6000
2012-08-10,6050,6070,5930,6000,96414,6000
2012-08-13,5910,6240,5900,6240,97260,6240
2012-08-14,6210,6340,6150,6340,71388,6340
2012-08-16,6400,6420,6290,6350,61811,6350
2012-08-17,6440,6720,6360,6690,246731,6690
2012-08-20,6600,6740,6480,6730,123302,6730
2012-08-21,6740,6850,6590,6700,68611,6700
2012-08-22,6700,6880,6610,6730,56222,6730
2012-08-23,6800,6810,6590,6740,53101,6740
2012-08-24,6670,6900,6410,6900,75431,6900
2012-08-27,6900,6950,6680,6850,16891,6850
2012-08-28,6900,6910,6740,6860,24290,6860
2012-08-29,6860,6860,6690,6730,45349,6730
2012-08-30,6730,6770,6610,6660,78792,6660
2012-08-31,6660,6970,6660,6840,147572,6840
2012-09-03,6970,7650,6890,7380,1292461,7380
2012-09-04,7520,7800,7310,7400,487446,7400
2012-09-05,7580,7580,7310,7470,237923,7470
2012-09-06,7540,8000,7420,8000,400842,8000
2012-09-07,8180,8180,7800,8050,244606,8050
2012-09-10,8000,8090,7830,7900,136552,7900
2012-09-11,7900,8030,7600,7770,175795,7770
2012-09-12,7720,7720,7450,7600,203363,7600
2012-09-13,7570,7730,7350,7600,164902,7600
2012-09-14,7750,7760,7520,7550,111237,7550
2012-09-17,7590,7840,7310,7800,219952,7800
2012-09-18,7800,8000,7640,7810,133579,7810
2012-09-19,7890,8340,7780,8330,183058,8330
2012-09-20,8500,8830,8220,8550,202874,8550
2012-09-21,8600,8770,8300,8720,279649,8720
2012-09-24,8650,8800,8420,8620,212690,8620
2012-09-25,8640,8640,8210,8390,172779,8390
2012-09-26,8390,8590,8170,8420,171534,8420
2012-09-27,8400,8500,8150,8400,124357,8400
2012-09-28,8410,8660,8150,8200,136501,8200
2012-10-02,8300,8850,8070,8180,242378,8180
2012-10-04,8180,8270,7970,8150,118295,8150
2012-10-05,8060,8340,7970,8340,137423,8340
2012-10-08,8230,8400,8220,8300,79371,8300
2012-10-09,8250,8630,8250,8540,194190,8540
2012-10-10,8450,8520,8130,8150,108900,8150
2012-10-11,8070,8070,7620,7740,221935,7740
2012-10-12,7760,7970,7420,7550,195033,7550
2012-10-15,7690,7690,7260,7450,195400,7450
2012-10-16,7500,7590,7050,7300,141624,7300
2012-10-17,7440,8090,7350,7600,135993,7600
