"Date","Open","High","Low","Close","Volume","Adj_Close"
"2015-10-19",2090,2105,2085,2085,1336389,2085
"2015-10-20",2100,2100,2085,2090,119487,2090
"2015-10-21",2100,2100,2085,2085,169263,2085
"2015-10-22",2100,2100,2085,2100,224079,2100
"2015-10-23",2100,2105,2090,2095,94601,2095
"2015-10-26",2100,2105,2095,2095,69651,2095
"2015-10-27",2100,2105,2060,2085,145946,2085
"2015-10-28",2100,2100,2080,2085,46973,2085
"2015-10-29",2100,2105,2095,2105,72386,2105
"2015-10-30",2085,2105,2085,2095,2807,2095
"2015-11-02",2100,2105,2095,2100,15406,2100
"2015-11-03",2080,2100,2080,2095,6290,2095
"2015-11-04",2080,2090,2080,2080,635,2080
"2015-11-05",2080,2080,2070,2080,6249,2080
"2015-11-06",2080,2080,2055,2070,8196,2070
"2015-11-09",2060,2060,2045,2050,7516,2050
"2015-11-10",2040,2050,2030,2050,7834,2050
"2015-11-11",2050,2050,2050,2050,0,2050
"2015-11-12",2030,2040,2030,2040,3725,2040
"2015-11-13",2040,2040,2030,2035,962,2035
"2015-11-16",2035,2035,2015,2015,6548,2015
"2015-11-17",2015,2020,2010,2020,4039,2020
"2015-11-18",2000,2030,1995,2000,44025,2000
"2015-11-19",2000,2005,1990,2005,84704,2005
"2015-11-20",1995,2005,1995,2000,34239,2000
"2015-11-23",2000,2005,1995,2000,19841,2000
"2015-11-24",2005,2005,1995,2005,25079,2005
"2015-11-25",2000,2005,1995,2000,25290,2000
"2015-11-26",1995,2000,1995,2000,2746,2000
"2015-11-27",1995,2005,1995,2000,8943,2000
"2015-11-30",2000,2005,1995,2005,12150,2005
"2015-12-01",2005,2005,1995,2000,4588,2000
"2015-12-02",1995,2000,1995,1995,7193,1995
"2015-12-03",2000,2000,1995,1995,3352,1995
"2015-12-04",1995,2000,1990,2000,11494,2000
"2015-12-07",2000,2000,1990,2000,1889,2000
"2015-12-08",2000,2000,1990,2000,9060,2000
"2015-12-09",1990,2000,1990,1990,8772,1990
"2015-12-10",1990,1990,1980,1980,11687,1980
"2015-12-11",1995,1995,1990,1990,13534,1990
"2015-12-14",1995,1995,1990,1990,13718,1990
"2015-12-15",1995,1995,1990,1995,11848,1995
"2015-12-16",2000,2000,1995,1995,4751,1995
"2015-12-17",1985,1990,1985,1990,561,1990
"2015-12-18",1995,1995,1980,1980,1451,1980
"2015-12-21",1995,1995,1985,1985,3619,1985
"2015-12-22",1995,1995,1980,1980,3031,1980
"2015-12-23",1995,2000,1975,1990,22452,1990
"2015-12-24",1995,1995,1990,1995,3471,1995
"2015-12-28",1995,2000,1990,1990,40682,1990
"2015-12-29",2000,2000,1995,1995,10380,1995
"2015-12-30",1990,2000,1990,1995,1531,1995
"2016-01-04",1995,2000,1985,1985,2464,1985
"2016-01-05",1995,1995,1990,1990,15430,1990
"2016-01-06",1995,2005,1995,2005,9511,2005
"2016-01-07",2000,2000,2000,2000,52,2000
"2016-01-08",2000,2005,2000,2005,7418,2005
"2016-01-11",1990,2005,1990,1990,258,1990
"2016-01-12",1990,1990,1990,1990,1967,1990
"2016-01-13",1995,1995,1995,1995,545,1995
"2016-01-14",1990,2000,1990,2000,3776,2000
"2016-01-15",2000,2000,1995,2000,2686,2000
"2016-01-18",1995,2000,1995,2000,908,2000
"2016-01-19",2000,2010,2000,2005,19978,2005
"2016-01-20",2000,2005,1970,1975,9339,1975
"2016-01-21",2005,2005,2005,2005,2014,2005
"2016-01-22",2005,2005,1995,2000,2332,2000
"2016-01-25",1990,2000,1990,2000,9025,2000
"2016-01-26",2000,2000,1995,2000,14891,2000
"2016-01-27",2000,2005,2000,2000,1033,2000
"2016-01-28",2000,2000,1995,1995,365,1995
"2016-01-29",1995,2005,1995,2005,1588,2005
"2016-02-01",2000,2000,1995,1995,5,1995
"2016-02-02",1990,1995,1990,1995,1253,1995
"2016-02-03",1985,2005,1985,2000,9425,2000
"2016-02-04",2000,2000,1980,2000,2917,2000
"2016-02-05",2000,2005,1990,1990,1732,1990
"2016-02-11",1990,1990,1990,1990,0,1990
"2016-02-12",1995,2005,1995,2000,16004,2000
"2016-02-15",2000,2000,2000,2000,1491,2000
"2016-02-16",2000,2005,1990,2005,1549,2005
"2016-02-17",2000,2000,1980,1995,2356,1995
"2016-02-18",1990,2000,1990,2000,1860,2000
"2016-02-19",2000,2000,1985,2000,3858,2000
"2016-02-22",1985,2000,1985,2000,2,2000
"2016-02-23",2000,2000,2000,2000,1,2000
"2016-02-24",1990,1990,1990,1990,242,1990
