,Open,High,Low,Close,Volume,Adj Close
2017-12-18,672,674,628,657,1823058,657
2017-12-19,660,663,592,592,1992288,592
2017-12-21,583,602,565,569,928228,569
2017-12-22,569,598,561,586,444136,586
2017-12-26,586,586,540,540,1291006,540
2017-12-27,540,561,533,560,823687,560
2017-12-28,562,564,545,551,402773,551
2018-01-02,556,580,543,580,654323,580
2018-01-03,584,585,554,580,717908,580
2018-01-04,584,683,576,648,5662470,648
2018-01-05,649,650,624,633,1199545,633
2018-01-08,635,743,624,674,8279283,674
2018-01-09,664,678,651,668,1253066,668
2018-01-10,681,728,672,685,2424460,685
2018-01-11,680,683,618,637,1884790,637
2018-01-12,628,649,610,618,1273881,618
2018-01-15,615,640,612,624,1191366,624
2018-01-16,625,627,602,610,1081825,610
2018-01-17,612,612,588,590,778280,590
2018-01-18,593,614,591,614,503833,614
2018-01-19,618,664,611,639,2139932,639
2018-01-22,628,636,611,616,802611,616
2018-01-23,620,637,615,637,664366,637
2018-01-24,637,637,615,631,510415,631
2018-01-25,654,655,632,639,884826,639
2018-01-26,647,652,635,652,763283,652
2018-01-29,647,662,637,656,590974,656
2018-01-30,663,705,653,695,2246483,695
2018-01-31,699,735,665,712,4861834,712
2018-02-01,716,890,703,802,22339378,802
2018-02-02,810,831,749,767,7675184,767
2018-02-05,751,758,704,709,2509260,709
2018-02-06,688,688,648,679,2205401,679
2018-02-07,693,711,640,640,1858608,640
2018-02-08,650,680,639,655,814079,655
2018-02-09,649,654,624,633,681538,633
2018-02-12,649,654,627,636,587262,636
2018-02-13,639,694,630,634,1853658,634
2018-02-14,636,665,636,652,595093,652
2018-02-19,660,689,659,679,717722,679
2018-02-20,686,686,667,674,885132,674
2018-02-21,678,751,674,748,3184223,748
2018-02-22,752,775,715,722,1957708,722
2018-02-23,720,742,711,739,971093,739
2018-02-26,739,765,729,756,1230451,756
2018-02-27,759,765,729,737,520034,737
2018-02-28,737,737,711,720,531348,720
2018-03-02,715,758,714,754,1094855,754
2018-03-05,770,770,737,740,654299,740
2018-03-06,737,750,713,736,500825,736
2018-03-08,698,713,688,704,764058,704
2018-03-09,704,756,692,729,1534545,729
2018-03-12,725,733,709,714,1143966,714
2018-03-13,706,730,702,725,1230732,725
2018-03-14,724,766,712,724,2810014,724
2018-03-15,726,730,697,709,1332221,709
2018-03-16,710,720,704,714,753170,714
2018-03-19,714,717,703,704,792108,704
2018-03-20,704,728,702,720,649584,720
2018-03-21,716,722,705,706,720752,706
