,Open,High,Low,Close,Volume,Adj Close
2017-12-18,25550,25700,24750,24950,204305,24950
2017-12-19,25250,26450,25200,26350,299219,26350
2017-12-21,25100,25500,24250,24300,266032,24300
2017-12-22,23950,25650,23900,25500,201790,25500
2017-12-26,25300,25850,24900,25150,204056,25150
2017-12-27,25500,25550,24850,25500,190294,25500
2017-12-28,25300,25850,25000,25750,196347,25750
2018-01-02,25850,25850,24800,24900,216447,24900
2018-01-03,25300,26200,25150,25750,335208,25750
2018-01-04,26100,26500,24600,24750,233192,24750
2018-01-05,24550,25100,24000,24200,191331,24200
2018-01-08,24700,24700,22750,23500,440372,23500
2018-01-09,23300,23800,22950,23500,219773,23500
2018-01-10,23450,23550,22850,23250,239839,23250
2018-01-11,23200,24000,23200,23850,180173,23850
2018-01-12,23800,23800,22150,23000,429100,23000
2018-01-15,23000,23650,22850,23400,176861,23400
2018-01-16,23700,25950,23500,25850,665248,25850
2018-01-17,25900,26500,25300,25950,260993,25950
2018-01-18,26500,27750,25800,26000,468686,26000
2018-01-19,26200,26850,25650,26450,243817,26450
2018-01-22,26300,26450,25500,26300,212144,26300
2018-01-23,26650,26750,25750,26500,158910,26500
2018-01-24,26500,26600,25900,26150,141412,26150
2018-01-25,25950,26600,25150,26450,248848,26450
2018-01-26,26200,26300,25400,25750,187277,25750
2018-01-29,25650,25800,25250,25250,189617,25250
2018-01-30,25100,25150,23900,24350,394369,24350
2018-01-31,23850,24950,23850,24500,296442,24500
2018-02-01,24550,25150,24500,25100,207385,25100
2018-02-02,25250,25750,25000,25600,268886,25600
2018-02-05,25000,25550,24450,24450,240806,24450
2018-02-06,22900,26050,22800,26000,506715,26000
2018-02-07,26700,28800,26200,27000,1677900,27000
2018-02-08,27550,27950,27000,27300,561823,27300
2018-02-09,26500,27450,26350,26700,303124,26700
2018-02-12,26500,27800,26350,27100,256406,27100
2018-02-13,27300,27800,27000,27000,258134,27000
2018-02-14,27050,28000,26550,27950,174182,27950
2018-02-19,28500,28600,27600,28000,181580,28000
2018-02-20,27600,27900,27400,27500,139933,27500
2018-02-21,27450,28400,27200,27500,182283,27500
2018-02-22,27450,27900,26800,27750,201441,27750
2018-02-23,27700,28500,27700,28200,241631,28200
2018-02-26,28300,28650,28000,28550,139475,28550
2018-02-27,28900,29350,28150,28150,139393,28150
2018-02-28,27800,28400,27050,27750,146982,27750
2018-03-02,27200,28450,27100,28250,196990,28250
2018-03-05,28350,28650,27950,27950,123181,27950
2018-03-06,28100,28600,27700,28100,110157,28100
