,Adj Close,Close,High,Low,Open,Volume
2018-02-01,37500,37500,38550,37350,38200,167516
2018-02-02,36500,36500,38100,35950,38100,242565
2018-02-05,35000,35000,36300,35000,35550,207220
2018-02-06,35750,35750,35800,33300,33950,331971
2018-02-07,35850,35850,37250,35800,36100,300592
2018-02-08,37100,37100,37900,35900,36250,465669
2018-02-09,35600,35600,36650,35600,35950,212662
2018-02-12,36500,36500,37000,35600,35950,133055
2018-02-13,35000,35000,37000,35000,36800,195435
2018-02-14,35300,35300,35400,34750,34900,120434
2018-02-19,36900,36900,36900,35400,35400,165838
2018-02-20,36600,36600,36900,36000,36550,98770
2018-02-21,36250,36250,37000,36100,36700,129146
2018-02-22,35400,35400,36300,35250,36250,123625
2018-02-23,36000,36000,36600,35950,36350,187897
2018-02-26,35750,35750,37050,35750,36250,187535
2018-02-27,35550,35550,36400,35100,36350,108909
2018-02-28,34300,34300,35700,34050,35650,172656
2018-03-02,35000,35000,35000,33700,34000,109984
2018-03-05,34750,34750,35250,34550,34900,73753
2018-03-06,35750,35750,35850,34800,34800,96949
2018-03-08,34750,34750,35400,34700,35050,90207
2018-03-09,35900,35900,36250,35500,35500,155820
2018-03-12,37300,37300,37300,36200,36350,212670
2018-03-13,37450,37450,37550,36850,37050,125693
2018-03-14,36150,36150,37450,36000,37300,175824
2018-03-15,35450,35450,36000,35100,36000,162245
2018-03-16,35350,35350,35950,35250,35600,116867
2018-03-19,35300,35300,36050,35150,35350,127317
2018-03-20,35550,35550,35600,34850,35150,96655
2018-03-21,35100,35100,35900,35050,35350,101543
2018-03-22,34800,34800,35700,34800,35100,100666
2018-03-23,32800,32800,34450,32800,34000,282271
2018-03-26,33900,33900,34000,32300,32800,150586
2018-03-27,34350,34350,34650,33950,34100,93051
2018-03-28,34000,34000,34200,33450,34000,105388
2018-03-29,34700,34700,34750,34000,34000,80064
2018-03-30,34850,34850,35150,34400,34700,69810
2018-04-02,34150,34150,35050,33950,34850,74160
