,Open,High,Low,Close,Volume,Adj Close
2018-01-02,26900,27550,26900,27100,93011,27100
2018-01-03,26750,27350,26550,27250,88479,27250
2018-01-04,27200,27350,26750,26750,90250,26750
2018-01-05,27400,27400,26800,27150,104786,27150
2018-01-08,26950,27200,26400,27000,99726,27000
2018-01-09,27050,28150,27000,27300,173755,27300
2018-01-10,27150,27500,26950,27050,101178,27050
2018-01-11,27350,27400,26900,27050,117525,27050
2018-01-12,26950,27100,26100,26150,193036,26150
2018-01-15,26150,26750,26100,26500,65445,26500
2018-01-16,26400,27000,26400,26750,87734,26750
2018-01-17,26750,27700,26750,27250,114615,27250
2018-01-18,27500,28250,27300,28150,143979,28150
2018-01-19,28150,28450,27700,28150,103074,28150
2018-01-22,28050,28250,27050,27550,90944,27550
2018-01-23,27600,28150,27500,27750,77981,27750
2018-01-24,27750,28200,27700,27900,72363,27900
2018-01-25,27650,28900,27650,28200,154773,28200
2018-01-26,28200,28850,28150,28300,160649,28300
2018-01-29,28600,28600,28150,28200,93384,28200
2018-01-30,28200,28500,27600,27650,94592,27650
2018-01-31,27100,27700,26850,27250,114414,27250
2018-02-01,27200,28400,27200,28300,117703,28300
2018-02-02,28250,29650,28250,28850,275042,28850
2018-02-05,28800,28800,27350,27500,161912,27500
2018-02-06,26550,27400,26350,27100,150510,27100
2018-02-07,27150,27550,26750,26950,155701,26950
2018-02-08,26750,27250,26600,26800,98304,26800
2018-02-09,26200,27100,26150,27050,106054,27050
2018-02-12,27050,27150,26400,26450,75740,26450
2018-02-13,26400,26900,26250,26250,53940,26250
2018-02-14,26300,26750,25900,26050,69430,26050
2018-02-19,26500,26500,26150,26250,41547,26250
2018-02-20,26250,26500,26050,26300,49208,26300
2018-02-21,26300,26850,26100,26750,78459,26750
2018-02-22,27000,27000,26200,26200,98121,26200
2018-02-23,26500,26500,25800,26250,78755,26250
2018-02-26,26300,26450,25900,26200,66438,26200
2018-02-27,26000,26300,26000,26050,55688,26050
2018-02-28,26050,26050,25450,25500,76621,25500
2018-03-02,25050,25500,24250,24500,147124,24500
2018-03-05,24950,25150,24500,24550,89732,24550
2018-03-06,24800,26050,24700,25650,100823,25650
2018-03-07,25350,25650,25000,25000,54547,25000
2018-03-08,25050,26750,25050,25900,239852,25900
2018-03-09,25900,27250,25900,27050,139841,27050
2018-03-12,26900,28100,26900,27750,205281,27750
2018-03-13,27750,28100,27200,27450,152362,27450
2018-03-14,27350,27800,27050,27300,79642,27300
2018-03-15,27300,28200,27100,28000,115793,28000
2018-03-16,28000,28500,27650,27950,152942,27950
2018-03-19,28250,28500,27700,28100,75191,28100
2018-03-20,28000,28450,27800,28050,90899,28050
2018-03-21,28100,28450,27700,28300,83355,28300
2018-03-22,28100,28450,28100,28150,54066,28150
2018-03-23,27900,28050,27000,27050,73765,27050
2018-03-26,26900,27300,26400,26700,79624,26700
2018-03-27,26550,27550,26550,26800,76392,26800
2018-03-28,26550,27100,26500,26550,54654,26550
2018-03-29,26600,27400,26600,26850,52892,26850
2018-03-30,27400,27700,26850,27400,63886,27400
2018-04-02,27700,29750,27700,29500,252053,29500
2018-04-03,29550,29850,28400,28500,201584,28500
2018-04-04,28550,28700,26750,26900,202623,26900
2018-04-05,26950,27300,26000,26100,144418,26100
2018-04-06,26150,26150,25250,25450,155190,25450
2018-04-09,25300,25950,25050,25700,94842,25700
2018-04-10,25500,26100,25350,25550,106494,25550
2018-04-11,25350,25600,25150,25150,100272,25150
2018-04-12,25350,25400,24900,25050,106638,25050
2018-04-13,25000,25150,24750,24900,108201,24900
2018-04-16,25000,25200,24850,24950,48011,24950
2018-04-17,24950,25400,24900,25100,69190,25100
2018-04-18,25100,25500,24500,24600,237298,24600
2018-04-19,24500,24900,24400,24500,135436,24500
2018-04-20,24400,24750,24350,24600,63780,24600
2018-04-23,24600,24850,24400,24400,73682,24400
2018-04-24,24450,24550,24200,24250,100451,24250
2018-04-25,24350,24500,23900,24300,65157,24300
2018-04-26,24350,24350,23950,24000,100842,24000
2018-04-27,24000,24350,24000,24100,40967,24100
2018-04-30,24100,24550,24100,24500,62167,24500
2018-05-02,24500,24850,24450,24700,63743,24700
2018-05-03,24900,24900,24300,24400,53290,24400
2018-05-04,24400,24600,24100,24200,62741,24200
2018-05-08,24250,24300,23750,23800,88067,23800
2018-05-09,23800,23800,23400,23650,72394,23650
2018-05-10,23450,23900,23000,23500,125542,23500
2018-05-11,23350,24800,23350,24650,111953,24650
2018-05-14,24650,25200,24400,25000,103381,25000
2018-05-15,24800,24900,24450,24650,64246,24650
2018-05-16,24700,25050,24400,24400,83648,24400
2018-05-17,24500,25050,24400,24450,61989,24450
2018-05-18,24300,24750,24100,24700,50372,24700
2018-05-21,24750,24850,24050,24200,69803,24200
2018-05-23,24000,24500,23850,24250,58636,24250
2018-05-24,24150,24850,24100,24200,49250,24200
2018-05-25,24300,24300,23650,23700,68681,23700
2018-05-28,23700,24200,23650,24100,53551,24100
2018-05-29,24000,24400,23950,24150,35866,24150
2018-05-30,23800,24250,23650,24000,79051,24000
2018-05-31,24000,24000,23500,23950,90532,23950
2018-06-01,23850,24300,23600,24150,52263,24150
2018-06-04,24150,25100,24150,24950,130064,24950
2018-06-05,24950,25150,24300,24350,83912,24350
2018-06-07,24200,26750,24200,26650,392215,26650
2018-06-08,26650,27250,26000,27000,272255,27000
2018-06-11,27000,27250,26650,27000,87186,27000
2018-06-12,27000,27100,26150,26400,84672,26400
2018-06-14,26400,26500,25600,26500,237869,26500
2018-06-15,26500,26500,25550,25600,154828,25600
2018-06-18,25700,26200,25450,26000,124057,26000
2018-06-19,25950,26600,25150,25150,147157,25150
2018-06-20,25500,26500,25250,26050,93922,26050
2018-06-21,25850,26500,25850,26300,102425,26300
2018-06-22,26200,26500,25950,26450,78491,26450
2018-06-25,26050,26450,25450,26150,97386,26150
2018-06-26,26250,28000,25800,25800,303454,25800
2018-06-27,25700,26050,25200,25800,99865,25800
2018-06-28,26100,27700,25700,27600,294505,27600
2018-06-29,27800,27800,26750,27500,213946,27500
2018-07-02,27200,27250,26450,26450,93659,26450
2018-07-03,26350,26700,25400,26150,132902,26150
2018-07-04,25950,26300,25550,26150,44640,26150
2018-07-05,25800,26300,25150,25350,54989,25350
2018-07-06,25350,26150,25350,25950,71487,25950
2018-07-09,25950,26900,25750,26650,88783,26650
2018-07-10,26650,26750,26200,26300,54469,26300
2018-07-11,26000,26400,25550,26100,69502,26100
2018-07-12,25750,26300,25750,25900,93939,25900
2018-07-13,25900,25950,25250,25350,89441,25350
2018-07-16,25300,25600,24450,24650,108828,24650
2018-07-17,24550,24650,23800,23850,174238,23850
2018-07-18,23900,24150,23600,23700,67230,23700
2018-07-19,23700,23800,23200,23300,104888,23300
2018-07-20,23300,23550,22900,22950,109525,22950
2018-07-23,22850,23350,22500,22700,85831,22700
2018-07-24,22700,23100,22200,22800,110791,22800
2018-07-25,22850,23250,22700,23050,94704,23050
2018-07-26,23300,23300,22700,22750,67940,22750
2018-07-27,23000,23050,22750,22750,64388,22750
2018-07-30,22550,22900,22550,22750,22265,22750
2018-07-31,22800,22950,22550,22650,40129,22650
2018-08-01,22800,23400,22650,23050,105462,23050
2018-08-02,23050,23350,22500,22550,58756,22550
2018-08-03,22550,22950,22550,22800,41694,22800
2018-08-06,22600,23300,22600,22800,67975,22800
2018-08-07,23000,23000,22400,22600,49915,22600
2018-08-08,22450,22850,22400,22550,46940,22550
2018-08-09,22600,22700,22000,22050,89959,22050
2018-08-10,22050,22700,22050,22600,43312,22600
2018-08-13,22400,22750,22000,22100,51794,22100
2018-08-14,22150,22400,22100,22200,21432,22200
