,Open,High,Low,Close,Volume,Adj Close
2017-12-18,6320,6320,5050,5430,1204524,5430
2017-12-19,5490,5660,5140,5480,814882,5480
2017-12-21,4955,5080,4240,4500,1289469,4500
2017-12-22,4385,4620,4140,4620,356105,4620
2017-12-26,4660,4880,4600,4680,542789,4680
2017-12-27,4610,4660,4315,4510,416289,4510
2017-12-28,4560,4775,4390,4620,395583,4620
2018-01-02,4655,5480,4630,5420,1168246,5420
2018-01-03,5850,5890,5230,5230,1375074,5230
2018-01-04,5270,5710,5160,5400,571160,5400
2018-01-05,5450,5520,5320,5430,314528,5430
2018-01-08,5510,5680,5250,5430,555068,5430
2018-01-09,5510,5530,5200,5280,252950,5280
2018-01-10,5300,5300,4960,5200,323567,5200
2018-01-11,5120,5230,4960,5200,262952,5200
2018-01-12,5200,5210,4900,5050,190502,5050
2018-01-15,5050,5400,5000,5230,378777,5230
2018-01-16,5230,5300,5070,5100,159411,5100
2018-01-17,5100,5100,4780,4950,244317,4950
2018-01-18,4980,5180,4830,5150,203575,5150
2018-01-19,5250,5260,5050,5090,167327,5090
2018-01-22,5090,5450,4950,5080,581420,5080
2018-01-23,5060,5170,4995,5100,226175,5100
2018-01-24,5120,5120,4900,4960,320367,4960
2018-01-25,4970,5050,4900,4980,220780,4980
2018-01-26,4995,5030,4850,5020,499221,5020
2018-01-29,5070,5070,4900,4980,264361,4980
2018-01-30,5050,5050,4920,4975,231307,4975
2018-01-31,4860,5030,3485,4870,4658164,4870
2018-02-01,4885,4990,4705,4930,405718,4930
2018-02-02,4905,4925,4750,4805,137376,4805
2018-02-05,4690,4885,4690,4735,108586,4735
2018-02-06,4400,4990,4145,4980,210103,4980
2018-02-07,5010,5010,4560,4850,193932,4850
2018-02-08,4760,4900,4540,4790,396245,4790
2018-02-09,4775,4795,4630,4795,70219,4795
2018-02-12,4775,4795,4560,4635,130906,4635
2018-02-13,4635,4730,4480,4490,129054,4490
2018-02-14,4355,4580,4300,4515,151907,4515
2018-02-19,4515,4650,4500,4600,61164,4600
2018-02-20,4600,4675,4480,4530,68361,4530
2018-02-21,4530,4870,4450,4865,317811,4865
2018-02-22,4860,4895,4640,4680,139172,4680
2018-02-23,4680,4695,4495,4635,128704,4635
2018-02-26,4595,4650,4455,4470,88162,4470
2018-02-27,4475,4600,4410,4550,141835,4550
2018-02-28,4550,4625,4400,4600,141960,4600
2018-03-02,4640,4650,4460,4500,90962,4500
2018-03-05,4475,4530,4375,4440,105408,4440
2018-03-06,4460,4575,4460,4540,112973,4540
2018-03-08,4465,4655,4460,4640,160013,4640
2018-03-09,4640,4695,4515,4610,227993,4610
2018-03-12,4615,4640,4500,4600,182532,4600
2018-03-13,4600,4630,4305,4495,188936,4495
2018-03-14,4495,4530,4370,4480,128834,4480
2018-03-15,4480,4850,4395,4700,626098,4700
2018-03-16,4745,4965,4730,4880,672160,4880
2018-03-19,4900,5040,4760,4900,581336,4900
2018-03-21,4890,4980,4680,4900,601982,4900
2018-03-22,5000,5000,4720,4745,431666,4745
2018-03-23,4660,5060,4440,4900,549715,4900
2018-03-26,4970,5080,4850,4900,485966,4900
2018-03-27,4710,4880,4630,4765,440590,4765
2018-03-28,4740,4870,4575,4835,396425,4835
2018-03-29,4825,4900,4740,4760,273586,4760
2018-03-30,4710,5330,4710,5250,1555611,5250
2018-04-02,5250,5490,5180,5320,842086,5320
2018-04-03,5230,5350,4800,4975,716633,4975
2018-04-04,4900,4905,4610,4610,474797,4610
2018-04-05,4680,4790,4550,4700,315133,4700
2018-04-06,4780,4780,4500,4630,318122,4630
2018-04-09,4550,4595,4470,4495,224160,4495
2018-04-10,4435,4490,4090,4390,647611,4390
2018-04-11,4390,4480,4300,4390,213080,4390
2018-04-12,4310,4825,4240,4645,433032,4645
2018-04-13,4645,4750,4455,4505,220417,4505
2018-04-16,4550,4585,4290,4370,359539,4370
2018-04-17,4385,4640,4370,4540,594708,4540
2018-04-18,4555,4625,4450,4510,576904,4510
2018-04-19,4540,4860,4465,4805,696334,4805
2018-04-20,4880,4980,4775,4830,519447,4830
2018-04-23,4920,4920,4565,4670,418577,4670
2018-04-24,4670,4830,4520,4670,425540,4670
2018-04-25,4670,4790,4605,4700,342770,4700
2018-04-26,4725,4900,4700,4770,433758,4770
2018-04-27,4765,4975,4680,4955,709381,4955
2018-04-30,4955,4990,4640,4765,624350,4765
2018-05-02,4690,4850,4670,4780,374234,4780
2018-05-03,4750,4805,4540,4600,830111,4600
2018-05-04,4600,4635,4390,4600,784614,4600
2018-05-08,4705,4795,4495,4555,541914,4555
2018-05-09,4510,4635,4450,4630,318487,4630
2018-05-10,4550,4630,4520,4540,228597,4540
2018-05-11,4540,4615,4450,4605,235970,4605
2018-05-14,4595,4595,4425,4475,317765,4475
2018-05-15,4460,4490,4280,4360,317962,4360
2018-05-16,4350,4360,4165,4350,330982,4350
2018-05-17,4250,4320,4215,4300,199580,4300
2018-05-18,4300,4300,3875,3995,867850,3995
2018-05-21,3970,3970,3600,3740,1284982,3740
2018-05-23,3750,3890,3680,3890,388551,3890
2018-05-24,3850,3920,3735,3840,399327,3840
2018-05-25,3790,3945,3705,3740,343011,3740
2018-05-28,3735,3755,3580,3620,439834,3620
2018-05-29,3580,3660,3575,3600,238678,3600
2018-05-30,3605,3610,3450,3565,435942,3565
2018-05-31,3525,3585,3475,3530,399151,3530
2018-06-01,3505,3960,3505,3875,1147014,3875
2018-06-04,3875,4070,3855,3900,351054,3900
2018-06-05,3925,3930,3735,3925,322411,3925
2018-06-07,3885,4205,3810,4200,794936,4200
2018-06-08,4225,4230,4090,4120,421652,4120
2018-06-11,4105,4150,4025,4050,359686,4050
2018-06-12,4050,4185,4000,4070,306216,4070
2018-06-14,3985,4060,3970,3975,209587,3975
2018-06-15,3950,4020,3880,3955,197198,3955
2018-06-18,3905,3950,3755,3755,229669,3755
2018-06-19,3700,3870,3650,3650,199691,3650
2018-06-20,3660,3755,3605,3650,230221,3650
2018-06-21,3550,3950,3550,3775,538916,3775
2018-06-22,3740,3905,3655,3750,223830,3750
2018-06-25,3715,3895,3710,3810,157191,3810
2018-06-26,3750,3810,3740,3795,126018,3795
2018-06-27,3830,3835,3590,3690,212181,3690
2018-06-28,3680,3735,3595,3630,187525,3630
2018-06-29,3600,3660,3500,3545,254636,3545
2018-07-02,3570,3570,3270,3270,270240,3270
2018-07-03,3300,3395,3255,3310,155482,3310
2018-07-04,3230,3425,3230,3380,127463,3380
2018-07-05,3380,3450,3300,3330,184144,3330
2018-07-06,3300,3395,3180,3330,356974,3330
2018-07-09,3385,3760,3335,3520,1247078,3520
2018-07-10,3480,3735,3445,3730,441354,3730
2018-07-11,3750,3755,3570,3570,218989,3570
2018-07-12,3580,3620,3515,3565,94433,3565
2018-07-13,3565,3565,3485,3520,139237,3520
2018-07-16,3520,3660,3395,3430,179971,3430
2018-07-17,3405,3480,3360,3435,99481,3435
2018-07-18,3425,3445,3300,3380,182699,3380
2018-07-19,3350,3410,3200,3345,180714,3345
2018-07-20,3340,3340,3170,3305,218900,3305
2018-07-23,3300,3305,2840,2860,392468,2860
2018-07-24,2890,2965,2810,2860,375327,2860
2018-07-26,2880,3015,2870,2955,198677,2955
2018-07-27,2950,2975,2890,2940,85413,2940
2018-07-30,2940,3010,2860,2860,160323,2860
2018-07-31,2860,3035,2860,2925,264330,2925
2018-08-01,2955,3025,2945,2990,181282,2990
2018-08-02,2970,3075,2970,3015,103730,3015
2018-08-03,3010,3025,2960,2970,70218,2970
2018-08-06,2970,3030,2945,2970,76875,2970
2018-08-07,2965,3000,2900,2985,126523,2985
2018-08-08,2985,3095,2955,3095,214243,3095
2018-08-09,3105,3125,2980,3040,163806,3040
2018-08-10,3055,3070,2915,2950,176820,2950
2018-08-13,2900,2980,2770,2830,238043,2830
2018-08-14,2830,2860,2740,2800,135244,2800
